,Name,Type,Address,Built,Room Type,Bath,Sqft,Price,Number of Schools,Average School Rating,Median Rental Price,Median Listing Price,Community Features,Unit Features,url
10,,Other,"2034 14th Ave W Apt 104, Seattle, WA 98119",,1-bedroom,1.0,670.0,1595.0,5,8.4,2650.0,684990.0,,,https://www.realtor.com/realestateandhomes-detail/2034-14th-Ave-W-Apt-104_Seattle_WA_98119_M11113-36976
11,,Single Family Home,"8302 9th Ave NW, Seattle, WA 98117",,3-bedroom,1.0,1130.0,2695.0,5,7.6,2650.0,684990.0,,Pets OK,https://www.realtor.com/realestateandhomes-detail/8302-9th-Ave-NW_Seattle_WA_98117_M15738-13620
12,,Condo/Townhome/Row Home/Co-Op,"6602 Park Point Way NE, Seattle, WA 98115",,2-bedroom,,1192.0,2150.0,5,8.0,2650.0,684990.0,,Dogs OK,https://www.realtor.com/realestateandhomes-detail/6602-Park-Point-Way-NE_Seattle_WA_98115_M20120-10355
13,,Apartment,"412 NE 65th St. 412 NE 65th St, Seattle, WA 98115",1906,2-bedroom,2.0,1100.0,2295.0,5,8.2,2650.0,684990.0,,,https://www.realtor.com/realestateandhomes-detail/412-NE-65th-St_Seattle_WA_98115_M11281-15210
14,Sandpiper Apartments,Apartment,"3100 S 208th St, Seattle, WA 98198",1985,1-bedroom,1.0,652.0,1350.0,4,2.75,2650.0,684990.0,"['Alarm', 'Balcony', 'Barbecue Area', 'Bilingual', 'Brand New Park Barbeques', 'Brand new fitness center', 'Cabana', 'Cable Ready', 'Carpet', 'Cats Allowed', 'Close to bus lines', 'Covered parking available', 'Cozy Fireplace/Washer/Dryers', 'Dogs Allowed', 'Fitness Center', 'Freeway Access', 'Hardwood Floors', 'High Speed Internet Access', 'Kitchen', 'Large kitchens', 'Laundry Facilities', 'Minutes to downtown', 'Oven', 'Playground', 'Pool', 'Private Lanais & Balconies with additional storage', 'Public Transportation', 'Range', 'Sauna', 'Smoke Free', 'Spa', 'Spacious 1,2 & 3 bedroom homes!', 'Sparkling outdoor pool with sundeck', 'Storage Units', 'Tennis Court', 'Variety of floor plans.', 'Various lease option to suit individual needs.', 'Washer/Dryer']","['Cable or Satellite TV', 'Dishwasher', 'Disposal', 'Dryer', 'Fireplace', 'Patio/Balcony', 'Refrigerator', 'Washer/Dryer hookup', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/3100-S-208th-St_Seatac_WA_98198_M11135-80513
15,Sandpiper Apartments,Apartment,"3100 S 208th St, Seattle, WA 98198",1985,2-bedroom,2.0,970.0,1650.0,4,2.75,2650.0,684990.0,"['Alarm', 'Balcony', 'Barbecue Area', 'Bilingual', 'Brand New Park Barbeques', 'Brand new fitness center', 'Cabana', 'Cable Ready', 'Carpet', 'Cats Allowed', 'Close to bus lines', 'Covered parking available', 'Cozy Fireplace/Washer/Dryers', 'Dogs Allowed', 'Fitness Center', 'Freeway Access', 'Hardwood Floors', 'High Speed Internet Access', 'Kitchen', 'Large kitchens', 'Laundry Facilities', 'Minutes to downtown', 'Oven', 'Playground', 'Pool', 'Private Lanais & Balconies with additional storage', 'Public Transportation', 'Range', 'Sauna', 'Smoke Free', 'Spa', 'Spacious 1,2 & 3 bedroom homes!', 'Sparkling outdoor pool with sundeck', 'Storage Units', 'Tennis Court', 'Variety of floor plans.', 'Various lease option to suit individual needs.', 'Washer/Dryer']","['Cable or Satellite TV', 'Dishwasher', 'Disposal', 'Dryer', 'Fireplace', 'Patio/Balcony', 'Refrigerator', 'Washer/Dryer hookup', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/3100-S-208th-St_Seatac_WA_98198_M11135-80513
16,Sandpiper Apartments,Apartment,"3100 S 208th St, Seattle, WA 98198",1985,2-bedroom,1.0,862.0,1500.0,4,2.75,2650.0,684990.0,"['Alarm', 'Balcony', 'Barbecue Area', 'Bilingual', 'Brand New Park Barbeques', 'Brand new fitness center', 'Cabana', 'Cable Ready', 'Carpet', 'Cats Allowed', 'Close to bus lines', 'Covered parking available', 'Cozy Fireplace/Washer/Dryers', 'Dogs Allowed', 'Fitness Center', 'Freeway Access', 'Hardwood Floors', 'High Speed Internet Access', 'Kitchen', 'Large kitchens', 'Laundry Facilities', 'Minutes to downtown', 'Oven', 'Playground', 'Pool', 'Private Lanais & Balconies with additional storage', 'Public Transportation', 'Range', 'Sauna', 'Smoke Free', 'Spa', 'Spacious 1,2 & 3 bedroom homes!', 'Sparkling outdoor pool with sundeck', 'Storage Units', 'Tennis Court', 'Variety of floor plans.', 'Various lease option to suit individual needs.', 'Washer/Dryer']","['Cable or Satellite TV', 'Dishwasher', 'Disposal', 'Dryer', 'Fireplace', 'Patio/Balcony', 'Refrigerator', 'Washer/Dryer hookup', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/3100-S-208th-St_Seatac_WA_98198_M11135-80513
17,Sandpiper Apartments,Apartment,"3100 S 208th St, Seattle, WA 98198",1985,3-bedroom,2.0,1221.0,1800.0,4,2.75,2650.0,684990.0,"['Alarm', 'Balcony', 'Barbecue Area', 'Bilingual', 'Brand New Park Barbeques', 'Brand new fitness center', 'Cabana', 'Cable Ready', 'Carpet', 'Cats Allowed', 'Close to bus lines', 'Covered parking available', 'Cozy Fireplace/Washer/Dryers', 'Dogs Allowed', 'Fitness Center', 'Freeway Access', 'Hardwood Floors', 'High Speed Internet Access', 'Kitchen', 'Large kitchens', 'Laundry Facilities', 'Minutes to downtown', 'Oven', 'Playground', 'Pool', 'Private Lanais & Balconies with additional storage', 'Public Transportation', 'Range', 'Sauna', 'Smoke Free', 'Spa', 'Spacious 1,2 & 3 bedroom homes!', 'Sparkling outdoor pool with sundeck', 'Storage Units', 'Tennis Court', 'Variety of floor plans.', 'Various lease option to suit individual needs.', 'Washer/Dryer']","['Cable or Satellite TV', 'Dishwasher', 'Disposal', 'Dryer', 'Fireplace', 'Patio/Balcony', 'Refrigerator', 'Washer/Dryer hookup', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/3100-S-208th-St_Seatac_WA_98198_M11135-80513
18,,Apartment,"3023 14th Ave. W. 3023 14th Ave W, Seattle, WA 98119",1978,1-bedroom,1.0,0.0,1450.0,5,8.4,2650.0,684990.0,"['Cats Allowed', '']","['Dishwasher', 'Microwave']",https://www.realtor.com/realestateandhomes-detail/3023-14th-Ave-W_Seattle_WA_98119_M11569-95336
19,,Apartment,"3023 14th Ave. W. 3023 14th Ave W, Seattle, WA 98119",1978,2-bedroom,2.0,0.0,1995.0,5,8.4,2650.0,684990.0,"['Cats Allowed', '']","['Dishwasher', 'Microwave']",https://www.realtor.com/realestateandhomes-detail/3023-14th-Ave-W_Seattle_WA_98119_M11569-95336
20,,Apartment,"1406 Bellevue Ave 1406 Bellevue Ave, Seattle, WA 98122",,2-bedroom,1.0,800.0,1750.0,3,3.33,2650.0,684990.0,"['Cats Allowed', '']",,https://www.realtor.com/realestateandhomes-detail/1406-Bellevue-Ave_Seattle_WA_98122_M20019-54848
21,Arabella,Apartment,"17763 15th Ave NE, Shoreline, WA 98155",2007,3-bedroom,2.0,1230.0,2268.0,3,6.0,2395.0,642500.0,"['BBQ/Picnic Area', 'Balcony', 'Barbecue/Grill', 'Bike Racks', 'Cable Ready', 'Cable Ready', 'Carpet', 'Carpeting', 'Cats Allowed', 'Clubhouse', 'Coffee Bar', 'Composting', 'Controlled Access', 'Dogs Allowed', 'Efficient Appliances', 'Elevator', 'Energy Star Certified', 'Extra Storage', 'Freezer', 'Gameroom', 'Gated', 'Grill', 'Heating', 'High Speed Internet Access', 'Kitchen', 'Laundry Facilities', 'Lounge', 'Maintenance on site', 'Media Room', 'Online Resident Services', 'Online Services', 'Oven', 'Package Receiving', 'Package Service', 'Picnic Area', 'Property Manager on Site', 'Recycling', 'Renters Insurance Program', 'Smoke Free', 'Stainless Steel Appliances', 'Storage Units', 'Tub/Shower', 'Views', 'Walk-In Closets', 'Washer/Dryer', 'Washer/Dryer', 'Wheelchair Accessible (Rooms)']","['Cable or Satellite TV', 'Courtyard', 'Disability Access', 'Dishwasher', 'Disposal', 'Dryer', 'Patio/Balcony', 'Refrigerator', 'View']",https://www.realtor.com/realestateandhomes-detail/17763-15th-Ave-NE_Shoreline_WA_98155_M21230-51491
22,,Other,"6343 23rd Ave SW, Seattle, WA 98106",,4-bedroom,3.0,2060.0,3000.0,5,4.4,2650.0,684990.0,,,https://www.realtor.com/realestateandhomes-detail/6343-23rd-Ave-SW_Seattle_WA_98106_M23062-96356
23,,Apartment,"512 5th Avenue West 512 5th Ave W, Seattle, WA 98119",1957,1-bedroom,1.0,600.0,1630.0,4,8.5,2650.0,684990.0,"['Cats Allowed', '']",,https://www.realtor.com/realestateandhomes-detail/512-5th-Ave-W_Seattle_WA_98119_M20029-98294
24,,Single Family Home,"9111 45th Ave SW, Seattle, WA 98136",2007,3-bedroom,4.0,1860.0,749950.0,4,4.25,,825000.0,,,https://www.realtor.com/realestateandhomes-detail/9111-45th-Ave-SW_Seattle_WA_98136_M12563-57284
25,,Apartment,"406 NE 80th Street 406 NE 80th St, Seattle, WA 98115",1929,2-bedroom,1.0,725.0,1650.0,4,7.5,2650.0,684990.0,,,https://www.realtor.com/realestateandhomes-detail/406-NE-80th-St_Seattle_WA_98115_M28665-23490
26,,Apartment,"507 Harvard Avenue E. 507 Harvard Ave E, Seattle, WA 98102",,studio,1.0,500.0,1299.0,3,3.33,2650.0,684990.0,"['Cats Allowed', '']",,https://www.realtor.com/realestateandhomes-detail/507-Harvard-Ave-E_Seattle_WA_98102_M29920-36409
27,,Apartment,"507 Harvard Avenue E. 507 Harvard Ave E, Seattle, WA 98102",,1-bedroom,1.0,605.0,1550.0,3,3.33,2650.0,684990.0,"['Cats Allowed', '']",,https://www.realtor.com/realestateandhomes-detail/507-Harvard-Ave-E_Seattle_WA_98102_M29920-36409
28,,Single Family Home,"14546 27th Ave NE, Shoreline, WA 98155",,2-bedroom,2.0,970.0,1950.0,5,6.2,2395.0,642500.0,,Pets OK,https://www.realtor.com/realestateandhomes-detail/14546-27th-Ave-NE_Shoreline_WA_98155_M25336-38200
29,True North,Apartment,"801 Dexter Ave N, Seattle, WA 98109",2014,1-bedroom,1.0,958.0,2625.0,4,8.5,2650.0,684990.0,"['3rd Floor', '4th Floor', '5th Floor', '6th Floor', '7th Floor', '8th Floor', 'ADA Modified', 'Amazon lockers for package pickup', 'Balcony', 'Bike lounge', 'Bouldering wall', 'Cable Ready', 'Cable Ready', 'Carpet', 'Carpeting', 'Cats Allowed', 'Ceiling Fans', 'Ceiling fans in the bedrooms', 'Corner', 'Courtesy Patrol', 'Courtyard View', 'Efficient Appliances', 'Electronic Thermostat', 'Elevator', 'Extra Storage', 'Fitness Center', 'Free Weights', 'Free Weights', 'Gated', 'Gear storage: skis, kayak, bike, etc.', 'Green Building', 'Hardwood Floors', 'Hardwood Floors', 'High Speed Internet Access', 'High speed CondoInternet ready', 'Large Closets', 'Large Dogs Allowed', 'Library', 'Loft Layout', 'Maintenance on site', 'Media Room', 'Microwave/dishwasher', 'Multiple rooftop decks with views', 'Off Street Parking', 'Package Receiving', 'Package Service', 'Partial Water View', 'Patio', 'Patio', 'Premium Finishes', 'Recycling', 'Storage Units', 'Street Access', 'Terrace or patio', 'Vaulted Ceiling', 'View - East', 'View - North', 'View - South', 'View - West', 'Views', 'Walk-In Closets', 'Washer/Dryer', 'Washer/Dryer', 'Wheelchair Access', 'Wi-Fi']","['Cable or Satellite TV', 'Ceiling Fan', 'Courtyard', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator', 'View', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/801-Dexter-Ave-N_Seattle_WA_98109_M11214-69000
30,True North,Apartment,"801 Dexter Ave N, Seattle, WA 98109",2014,1-bedroom,1.0,688.0,2080.0,4,8.5,2650.0,684990.0,"['3rd Floor', '4th Floor', '5th Floor', '6th Floor', '7th Floor', '8th Floor', 'ADA Modified', 'Amazon lockers for package pickup', 'Balcony', 'Bike lounge', 'Bouldering wall', 'Cable Ready', 'Cable Ready', 'Carpet', 'Carpeting', 'Cats Allowed', 'Ceiling Fans', 'Ceiling fans in the bedrooms', 'Corner', 'Courtesy Patrol', 'Courtyard View', 'Efficient Appliances', 'Electronic Thermostat', 'Elevator', 'Extra Storage', 'Fitness Center', 'Free Weights', 'Free Weights', 'Gated', 'Gear storage: skis, kayak, bike, etc.', 'Green Building', 'Hardwood Floors', 'Hardwood Floors', 'High Speed Internet Access', 'High speed CondoInternet ready', 'Large Closets', 'Large Dogs Allowed', 'Library', 'Loft Layout', 'Maintenance on site', 'Media Room', 'Microwave/dishwasher', 'Multiple rooftop decks with views', 'Off Street Parking', 'Package Receiving', 'Package Service', 'Partial Water View', 'Patio', 'Patio', 'Premium Finishes', 'Recycling', 'Storage Units', 'Street Access', 'Terrace or patio', 'Vaulted Ceiling', 'View - East', 'View - North', 'View - South', 'View - West', 'Views', 'Walk-In Closets', 'Washer/Dryer', 'Washer/Dryer', 'Wheelchair Access', 'Wi-Fi']","['Cable or Satellite TV', 'Ceiling Fan', 'Courtyard', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator', 'View', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/801-Dexter-Ave-N_Seattle_WA_98109_M11214-69000
31,True North,Apartment,"801 Dexter Ave N, Seattle, WA 98109",2014,1-bedroom,1.0,678.0,2140.0,4,8.5,2650.0,684990.0,"['3rd Floor', '4th Floor', '5th Floor', '6th Floor', '7th Floor', '8th Floor', 'ADA Modified', 'Amazon lockers for package pickup', 'Balcony', 'Bike lounge', 'Bouldering wall', 'Cable Ready', 'Cable Ready', 'Carpet', 'Carpeting', 'Cats Allowed', 'Ceiling Fans', 'Ceiling fans in the bedrooms', 'Corner', 'Courtesy Patrol', 'Courtyard View', 'Efficient Appliances', 'Electronic Thermostat', 'Elevator', 'Extra Storage', 'Fitness Center', 'Free Weights', 'Free Weights', 'Gated', 'Gear storage: skis, kayak, bike, etc.', 'Green Building', 'Hardwood Floors', 'Hardwood Floors', 'High Speed Internet Access', 'High speed CondoInternet ready', 'Large Closets', 'Large Dogs Allowed', 'Library', 'Loft Layout', 'Maintenance on site', 'Media Room', 'Microwave/dishwasher', 'Multiple rooftop decks with views', 'Off Street Parking', 'Package Receiving', 'Package Service', 'Partial Water View', 'Patio', 'Patio', 'Premium Finishes', 'Recycling', 'Storage Units', 'Street Access', 'Terrace or patio', 'Vaulted Ceiling', 'View - East', 'View - North', 'View - South', 'View - West', 'Views', 'Walk-In Closets', 'Washer/Dryer', 'Washer/Dryer', 'Wheelchair Access', 'Wi-Fi']","['Cable or Satellite TV', 'Ceiling Fan', 'Courtyard', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator', 'View', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/801-Dexter-Ave-N_Seattle_WA_98109_M11214-69000
32,True North,Apartment,"801 Dexter Ave N, Seattle, WA 98109",2014,1-bedroom,1.0,558.0,1870.0,4,8.5,2650.0,684990.0,"['3rd Floor', '4th Floor', '5th Floor', '6th Floor', '7th Floor', '8th Floor', 'ADA Modified', 'Amazon lockers for package pickup', 'Balcony', 'Bike lounge', 'Bouldering wall', 'Cable Ready', 'Cable Ready', 'Carpet', 'Carpeting', 'Cats Allowed', 'Ceiling Fans', 'Ceiling fans in the bedrooms', 'Corner', 'Courtesy Patrol', 'Courtyard View', 'Efficient Appliances', 'Electronic Thermostat', 'Elevator', 'Extra Storage', 'Fitness Center', 'Free Weights', 'Free Weights', 'Gated', 'Gear storage: skis, kayak, bike, etc.', 'Green Building', 'Hardwood Floors', 'Hardwood Floors', 'High Speed Internet Access', 'High speed CondoInternet ready', 'Large Closets', 'Large Dogs Allowed', 'Library', 'Loft Layout', 'Maintenance on site', 'Media Room', 'Microwave/dishwasher', 'Multiple rooftop decks with views', 'Off Street Parking', 'Package Receiving', 'Package Service', 'Partial Water View', 'Patio', 'Patio', 'Premium Finishes', 'Recycling', 'Storage Units', 'Street Access', 'Terrace or patio', 'Vaulted Ceiling', 'View - East', 'View - North', 'View - South', 'View - West', 'Views', 'Walk-In Closets', 'Washer/Dryer', 'Washer/Dryer', 'Wheelchair Access', 'Wi-Fi']","['Cable or Satellite TV', 'Ceiling Fan', 'Courtyard', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator', 'View', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/801-Dexter-Ave-N_Seattle_WA_98109_M11214-69000
33,True North,Apartment,"801 Dexter Ave N, Seattle, WA 98109",2014,2-bedroom,2.0,1114.0,2975.0,4,8.5,2650.0,684990.0,"['3rd Floor', '4th Floor', '5th Floor', '6th Floor', '7th Floor', '8th Floor', 'ADA Modified', 'Amazon lockers for package pickup', 'Balcony', 'Bike lounge', 'Bouldering wall', 'Cable Ready', 'Cable Ready', 'Carpet', 'Carpeting', 'Cats Allowed', 'Ceiling Fans', 'Ceiling fans in the bedrooms', 'Corner', 'Courtesy Patrol', 'Courtyard View', 'Efficient Appliances', 'Electronic Thermostat', 'Elevator', 'Extra Storage', 'Fitness Center', 'Free Weights', 'Free Weights', 'Gated', 'Gear storage: skis, kayak, bike, etc.', 'Green Building', 'Hardwood Floors', 'Hardwood Floors', 'High Speed Internet Access', 'High speed CondoInternet ready', 'Large Closets', 'Large Dogs Allowed', 'Library', 'Loft Layout', 'Maintenance on site', 'Media Room', 'Microwave/dishwasher', 'Multiple rooftop decks with views', 'Off Street Parking', 'Package Receiving', 'Package Service', 'Partial Water View', 'Patio', 'Patio', 'Premium Finishes', 'Recycling', 'Storage Units', 'Street Access', 'Terrace or patio', 'Vaulted Ceiling', 'View - East', 'View - North', 'View - South', 'View - West', 'Views', 'Walk-In Closets', 'Washer/Dryer', 'Washer/Dryer', 'Wheelchair Access', 'Wi-Fi']","['Cable or Satellite TV', 'Ceiling Fan', 'Courtyard', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator', 'View', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/801-Dexter-Ave-N_Seattle_WA_98109_M11214-69000
34,True North,Apartment,"801 Dexter Ave N, Seattle, WA 98109",2014,2-bedroom,2.0,905.0,3010.0,4,8.5,2650.0,684990.0,"['3rd Floor', '4th Floor', '5th Floor', '6th Floor', '7th Floor', '8th Floor', 'ADA Modified', 'Amazon lockers for package pickup', 'Balcony', 'Bike lounge', 'Bouldering wall', 'Cable Ready', 'Cable Ready', 'Carpet', 'Carpeting', 'Cats Allowed', 'Ceiling Fans', 'Ceiling fans in the bedrooms', 'Corner', 'Courtesy Patrol', 'Courtyard View', 'Efficient Appliances', 'Electronic Thermostat', 'Elevator', 'Extra Storage', 'Fitness Center', 'Free Weights', 'Free Weights', 'Gated', 'Gear storage: skis, kayak, bike, etc.', 'Green Building', 'Hardwood Floors', 'Hardwood Floors', 'High Speed Internet Access', 'High speed CondoInternet ready', 'Large Closets', 'Large Dogs Allowed', 'Library', 'Loft Layout', 'Maintenance on site', 'Media Room', 'Microwave/dishwasher', 'Multiple rooftop decks with views', 'Off Street Parking', 'Package Receiving', 'Package Service', 'Partial Water View', 'Patio', 'Patio', 'Premium Finishes', 'Recycling', 'Storage Units', 'Street Access', 'Terrace or patio', 'Vaulted Ceiling', 'View - East', 'View - North', 'View - South', 'View - West', 'Views', 'Walk-In Closets', 'Washer/Dryer', 'Washer/Dryer', 'Wheelchair Access', 'Wi-Fi']","['Cable or Satellite TV', 'Ceiling Fan', 'Courtyard', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator', 'View', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/801-Dexter-Ave-N_Seattle_WA_98109_M11214-69000
35,,Apartment,"2230 N 106th St 2230 N 106th St, Seattle, WA 98133",,1-bedroom,1.0,650.0,1245.0,4,4.5,2650.0,684990.0,,,https://www.realtor.com/realestateandhomes-detail/2230-N-106th-St_Seattle_WA_98133_M21375-33421
36,,Apartment,"2230 N 106th St 2230 N 106th St, Seattle, WA 98133",,2-bedroom,1.0,850.0,1495.0,4,4.5,2650.0,684990.0,,,https://www.realtor.com/realestateandhomes-detail/2230-N-106th-St_Seattle_WA_98133_M21375-33421
37,,Single Family Home,"2244 13th Ave W Apt 401, Seattle, WA 98119",,0-bedroom,1.0,405.0,975.0,5,8.4,2650.0,684990.0,,,https://www.realtor.com/realestateandhomes-detail/2244-13th-Ave-W_Seattle_WA_98119_M28111-04235
38,,Single Family Home,"2015 Terry Ave Apt 207, Seattle, WA 98121",,1-bedroom,1.0,648.0,2100.0,3,3.33,2650.0,684990.0,,Pets OK,https://www.realtor.com/realestateandhomes-detail/2015-Terry-Ave-Apt-207_Seattle_WA_98121_M26102-05007
39,Off Campus Residences,Apartment,"4730 20th Ave NE, Seattle, WA 98105",2014,studio,1.0,176.0,975.0,5,8.2,2650.0,684990.0,"['Bike Storage', 'Controlled Access', 'Freezer', 'Heating', 'High Speed Internet Access', 'Individual Locking Bedrooms', 'Kitchen', 'Laundry Facilities', 'Lounge', 'Microwave + Refrigerator', 'Online Resident Services', 'Online Services', 'Private Bathroom', 'Private Bathroom', 'Recycling', 'Secured Entry', 'Shared Kitchen And Laundry Facilities', 'Smoke Free', 'Storage Units', 'Tub/Shower', 'Twin Bed Frame', 'Walk To Campus', 'Wheelchair Accessible (Rooms)', 'Wi-Fi']","['Courtyard', 'Disability Access', 'Microwave', 'Refrigerator', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/4730-20th-Ave-NE_Seattle_WA_98105_M16443-78683
40,Off Campus Residences,Apartment,"4730 20th Ave NE, Seattle, WA 98105",2014,studio,1.0,160.0,850.0,5,8.2,2650.0,684990.0,"['Bike Storage', 'Controlled Access', 'Freezer', 'Heating', 'High Speed Internet Access', 'Individual Locking Bedrooms', 'Kitchen', 'Laundry Facilities', 'Lounge', 'Microwave + Refrigerator', 'Online Resident Services', 'Online Services', 'Private Bathroom', 'Private Bathroom', 'Recycling', 'Secured Entry', 'Shared Kitchen And Laundry Facilities', 'Smoke Free', 'Storage Units', 'Tub/Shower', 'Twin Bed Frame', 'Walk To Campus', 'Wheelchair Accessible (Rooms)', 'Wi-Fi']","['Courtyard', 'Disability Access', 'Microwave', 'Refrigerator', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/4730-20th-Ave-NE_Seattle_WA_98105_M16443-78683
41,Off Campus Residences,Apartment,"4730 20th Ave NE, Seattle, WA 98105",2014,studio,1.0,161.0,950.0,5,8.2,2650.0,684990.0,"['Bike Storage', 'Controlled Access', 'Freezer', 'Heating', 'High Speed Internet Access', 'Individual Locking Bedrooms', 'Kitchen', 'Laundry Facilities', 'Lounge', 'Microwave + Refrigerator', 'Online Resident Services', 'Online Services', 'Private Bathroom', 'Private Bathroom', 'Recycling', 'Secured Entry', 'Shared Kitchen And Laundry Facilities', 'Smoke Free', 'Storage Units', 'Tub/Shower', 'Twin Bed Frame', 'Walk To Campus', 'Wheelchair Accessible (Rooms)', 'Wi-Fi']","['Courtyard', 'Disability Access', 'Microwave', 'Refrigerator', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/4730-20th-Ave-NE_Seattle_WA_98105_M16443-78683
