,Name,Type,Address,Built,Room Type,Bath,Sqft,Price,Number of Schools,Average School Rating,Median Rental Price,Median Listing Price,Community Features,Unit Features,url
0,,Apartment,"2215 Eastlake Ave E. 2215 Eastlake Ave E, Seattle, WA 98102",,studio,1.0,0.0,1050.0,3,7.33,2650.0,684990.0,,,https://www.realtor.com/realestateandhomes-detail/2215-Eastlake-Ave-E_Seattle_WA_98102_M19310-55827
1,,Apartment,"2231 Franklin Ave E 2231 Franklin Ave E, Seattle, WA 98102",,2-bedroom,1.0,900.0,1950.0,3,7.33,2650.0,684990.0,"['Cats Allowed', '']",,https://www.realtor.com/realestateandhomes-detail/2231-Franklin-Ave-E_Seattle_WA_98102_M11179-27790
2,,Apartment,"419 Queen Anne Ave N 419 Queen Anne Ave N, Seattle, WA 98109",1912,studio,1.0,592.0,1475.0,4,8.5,2650.0,684990.0,"['Cats Allowed', '']",,https://www.realtor.com/realestateandhomes-detail/419-Queen-Anne-Ave-N_Seattle_WA_98109_M10114-18056
3,,Condo/Townhome/Row Home/Co-Op,"212 1/2 21st Ave E, Seattle, WA 98112",,2-bedroom,1.0,977.0,2800.0,5,3.8,2650.0,684990.0,"['Parking', '']","['Dishwasher', 'Fireplace', 'Hardwood Floors', 'Large Closets', 'Patio/Balcony', 'Storage', 'Washer/Dryer in unit']",https://www.realtor.com/realestateandhomes-detail/212-1-2-21st-Ave-E_Seattle_WA_98112_M26225-55960
4,,Single Family Home,"4416 Phinney Ave N # B, Seattle, WA 98103",,2-bedroom,,1623.0,3250.0,5,8.0,2650.0,684990.0,,,https://www.realtor.com/realestateandhomes-detail/4416-Phinney-Ave-N-B_Seattle_WA_98103_M29592-02484
5,,Apartment,"2003 Franklin Ave East 2003 Franklin Ave E, Seattle, WA 98102",1967,2-bedroom,2.0,1150.0,2195.0,3,7.33,2650.0,684990.0,,,https://www.realtor.com/realestateandhomes-detail/2003-Franklin-Ave-E_Seattle_WA_98102_M22490-23677
6,,Single Family Home,"8419 Linden Ave N, Seattle, WA 98103",,3-bedroom,,1600.0,2950.0,3,7.67,2650.0,684990.0,,,https://www.realtor.com/realestateandhomes-detail/8419-Linden-Ave-N_Seattle_WA_98103_M17656-67588
7,Montisi,Apartment,"4122 36th Ave SW, Seattle, WA 98126",2017,studio,1.0,296.0,1295.0,5,7.0,2650.0,684990.0,"['2-Burner Cooktops', 'Barbecue Area', 'Barbecue/Grill', 'Bike Storage', 'Cable Ready', 'Ceiling Fans', 'Controlled Access', 'Freezer', 'Furnished', 'Furnished Units Available', 'Heating', 'Laundry Facilities', 'Lounge', 'Online Services', 'Pantry', 'Recycling', 'Smoke Free', 'Stainless Steel Appliances', 'Vaulted Ceiling', 'Vinyl Flooring', 'Walk-In Closets', 'Wi-Fi']","['Cable or Satellite TV', 'Ceiling Fan', 'Microwave', 'Refrigerator', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/4122-36th-Ave-SW_Seattle_WA_98126_M12926-02372
8,Montisi,Apartment,"4122 36th Ave SW, Seattle, WA 98126",2017,studio,1.0,296.0,1275.0,5,7.0,2650.0,684990.0,"['2-Burner Cooktops', 'Barbecue Area', 'Barbecue/Grill', 'Bike Storage', 'Cable Ready', 'Ceiling Fans', 'Controlled Access', 'Freezer', 'Furnished', 'Furnished Units Available', 'Heating', 'Laundry Facilities', 'Lounge', 'Online Services', 'Pantry', 'Recycling', 'Smoke Free', 'Stainless Steel Appliances', 'Vaulted Ceiling', 'Vinyl Flooring', 'Walk-In Closets', 'Wi-Fi']","['Cable or Satellite TV', 'Ceiling Fan', 'Microwave', 'Refrigerator', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/4122-36th-Ave-SW_Seattle_WA_98126_M12926-02372
9,Montisi,Apartment,"4122 36th Ave SW, Seattle, WA 98126",2017,studio,1.0,208.0,1275.0,5,7.0,2650.0,684990.0,"['2-Burner Cooktops', 'Barbecue Area', 'Barbecue/Grill', 'Bike Storage', 'Cable Ready', 'Ceiling Fans', 'Controlled Access', 'Freezer', 'Furnished', 'Furnished Units Available', 'Heating', 'Laundry Facilities', 'Lounge', 'Online Services', 'Pantry', 'Recycling', 'Smoke Free', 'Stainless Steel Appliances', 'Vaulted Ceiling', 'Vinyl Flooring', 'Walk-In Closets', 'Wi-Fi']","['Cable or Satellite TV', 'Ceiling Fan', 'Microwave', 'Refrigerator', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/4122-36th-Ave-SW_Seattle_WA_98126_M12926-02372
