,Name,Type,Address,Built,Room Type,Bath,Sqft,Price,Number of Schools,Average School Rating,Median Rental Price,Median Listing Price,Community Features,Unit Features,url
11,Kiara,Apartment,"970 Denny Way, Seattle, WA 98109",2018,2-bedroom,2.0,1460.0,8315.0,3,6.0,2650.0,684990.0,"['24 Hour Availability', 'Air Conditioner', 'Bike Storage', 'Business Center', 'Cable Ready', 'Cable Ready', 'Cardio Machines', 'Cats Allowed', 'Ceiling Fan', 'Clubhouse', 'Coffee Bar', 'Concierge', 'Controlled Access', 'Dogs Allowed', 'Doorman', 'Efficient Appliances', 'Electronic Thermostat', 'Elevator', 'Fitness Center', 'Free Weights', 'Free Weights', 'Gameroom', 'Gas Range', 'Gated', 'High Speed Internet Access', 'Maintenance on site', 'Media Center/Movie Theatre', 'Media Room', 'Package Receiving', 'Package Service', 'Pet Play Area', 'Property Manager on Site', 'Recycling', 'Sundeck', 'View', 'Washer/Dryer', 'Washer/Dryer', 'Weight Machines']","['Air Conditioning', 'Cable or Satellite TV', 'Courtyard', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator']",https://www.realtor.com/realestateandhomes-detail/964-Denny-Way_Seattle_WA_98109_M15512-17006
12,Kiara,Apartment,"970 Denny Way, Seattle, WA 98109",2018,2-bedroom,2.0,1169.0,5205.0,3,6.0,2650.0,684990.0,"['24 Hour Availability', 'Air Conditioner', 'Bike Storage', 'Business Center', 'Cable Ready', 'Cable Ready', 'Cardio Machines', 'Cats Allowed', 'Ceiling Fan', 'Clubhouse', 'Coffee Bar', 'Concierge', 'Controlled Access', 'Dogs Allowed', 'Doorman', 'Efficient Appliances', 'Electronic Thermostat', 'Elevator', 'Fitness Center', 'Free Weights', 'Free Weights', 'Gameroom', 'Gas Range', 'Gated', 'High Speed Internet Access', 'Maintenance on site', 'Media Center/Movie Theatre', 'Media Room', 'Package Receiving', 'Package Service', 'Pet Play Area', 'Property Manager on Site', 'Recycling', 'Sundeck', 'View', 'Washer/Dryer', 'Washer/Dryer', 'Weight Machines']","['Air Conditioning', 'Cable or Satellite TV', 'Courtyard', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator']",https://www.realtor.com/realestateandhomes-detail/964-Denny-Way_Seattle_WA_98109_M15512-17006
13,Kiara,Apartment,"970 Denny Way, Seattle, WA 98109",2018,2-bedroom,2.0,1327.0,7710.0,3,6.0,2650.0,684990.0,"['24 Hour Availability', 'Air Conditioner', 'Bike Storage', 'Business Center', 'Cable Ready', 'Cable Ready', 'Cardio Machines', 'Cats Allowed', 'Ceiling Fan', 'Clubhouse', 'Coffee Bar', 'Concierge', 'Controlled Access', 'Dogs Allowed', 'Doorman', 'Efficient Appliances', 'Electronic Thermostat', 'Elevator', 'Fitness Center', 'Free Weights', 'Free Weights', 'Gameroom', 'Gas Range', 'Gated', 'High Speed Internet Access', 'Maintenance on site', 'Media Center/Movie Theatre', 'Media Room', 'Package Receiving', 'Package Service', 'Pet Play Area', 'Property Manager on Site', 'Recycling', 'Sundeck', 'View', 'Washer/Dryer', 'Washer/Dryer', 'Weight Machines']","['Air Conditioning', 'Cable or Satellite TV', 'Courtyard', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator']",https://www.realtor.com/realestateandhomes-detail/964-Denny-Way_Seattle_WA_98109_M15512-17006
14,Kiara,Apartment,"970 Denny Way, Seattle, WA 98109",2018,2-bedroom,2.0,1615.0,9215.0,3,6.0,2650.0,684990.0,"['24 Hour Availability', 'Air Conditioner', 'Bike Storage', 'Business Center', 'Cable Ready', 'Cable Ready', 'Cardio Machines', 'Cats Allowed', 'Ceiling Fan', 'Clubhouse', 'Coffee Bar', 'Concierge', 'Controlled Access', 'Dogs Allowed', 'Doorman', 'Efficient Appliances', 'Electronic Thermostat', 'Elevator', 'Fitness Center', 'Free Weights', 'Free Weights', 'Gameroom', 'Gas Range', 'Gated', 'High Speed Internet Access', 'Maintenance on site', 'Media Center/Movie Theatre', 'Media Room', 'Package Receiving', 'Package Service', 'Pet Play Area', 'Property Manager on Site', 'Recycling', 'Sundeck', 'View', 'Washer/Dryer', 'Washer/Dryer', 'Weight Machines']","['Air Conditioning', 'Cable or Satellite TV', 'Courtyard', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator']",https://www.realtor.com/realestateandhomes-detail/964-Denny-Way_Seattle_WA_98109_M15512-17006
15,Kiara,Apartment,"970 Denny Way, Seattle, WA 98109",2018,3-bedroom,3.0,2417.0,14585.0,3,6.0,2650.0,684990.0,"['24 Hour Availability', 'Air Conditioner', 'Bike Storage', 'Business Center', 'Cable Ready', 'Cable Ready', 'Cardio Machines', 'Cats Allowed', 'Ceiling Fan', 'Clubhouse', 'Coffee Bar', 'Concierge', 'Controlled Access', 'Dogs Allowed', 'Doorman', 'Efficient Appliances', 'Electronic Thermostat', 'Elevator', 'Fitness Center', 'Free Weights', 'Free Weights', 'Gameroom', 'Gas Range', 'Gated', 'High Speed Internet Access', 'Maintenance on site', 'Media Center/Movie Theatre', 'Media Room', 'Package Receiving', 'Package Service', 'Pet Play Area', 'Property Manager on Site', 'Recycling', 'Sundeck', 'View', 'Washer/Dryer', 'Washer/Dryer', 'Weight Machines']","['Air Conditioning', 'Cable or Satellite TV', 'Courtyard', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator']",https://www.realtor.com/realestateandhomes-detail/964-Denny-Way_Seattle_WA_98109_M15512-17006
16,Kiara,Apartment,"970 Denny Way, Seattle, WA 98109",2018,3-bedroom,3.0,1948.0,11075.0,3,6.0,2650.0,684990.0,"['24 Hour Availability', 'Air Conditioner', 'Bike Storage', 'Business Center', 'Cable Ready', 'Cable Ready', 'Cardio Machines', 'Cats Allowed', 'Ceiling Fan', 'Clubhouse', 'Coffee Bar', 'Concierge', 'Controlled Access', 'Dogs Allowed', 'Doorman', 'Efficient Appliances', 'Electronic Thermostat', 'Elevator', 'Fitness Center', 'Free Weights', 'Free Weights', 'Gameroom', 'Gas Range', 'Gated', 'High Speed Internet Access', 'Maintenance on site', 'Media Center/Movie Theatre', 'Media Room', 'Package Receiving', 'Package Service', 'Pet Play Area', 'Property Manager on Site', 'Recycling', 'Sundeck', 'View', 'Washer/Dryer', 'Washer/Dryer', 'Weight Machines']","['Air Conditioning', 'Cable or Satellite TV', 'Courtyard', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator']",https://www.realtor.com/realestateandhomes-detail/964-Denny-Way_Seattle_WA_98109_M15512-17006
17,Kiara,Apartment,"970 Denny Way, Seattle, WA 98109",2018,3-bedroom,3.0,3033.0,19265.0,3,6.0,2650.0,684990.0,"['24 Hour Availability', 'Air Conditioner', 'Bike Storage', 'Business Center', 'Cable Ready', 'Cable Ready', 'Cardio Machines', 'Cats Allowed', 'Ceiling Fan', 'Clubhouse', 'Coffee Bar', 'Concierge', 'Controlled Access', 'Dogs Allowed', 'Doorman', 'Efficient Appliances', 'Electronic Thermostat', 'Elevator', 'Fitness Center', 'Free Weights', 'Free Weights', 'Gameroom', 'Gas Range', 'Gated', 'High Speed Internet Access', 'Maintenance on site', 'Media Center/Movie Theatre', 'Media Room', 'Package Receiving', 'Package Service', 'Pet Play Area', 'Property Manager on Site', 'Recycling', 'Sundeck', 'View', 'Washer/Dryer', 'Washer/Dryer', 'Weight Machines']","['Air Conditioning', 'Cable or Satellite TV', 'Courtyard', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator']",https://www.realtor.com/realestateandhomes-detail/964-Denny-Way_Seattle_WA_98109_M15512-17006
18,,Other,"200 30th Ave E, Seattle, WA 98112",,3-bedroom,,2000.0,4000.0,6,4.5,2650.0,684990.0,,,https://www.realtor.com/realestateandhomes-detail/200-30th-Ave-E_Seattle_WA_98112_M11695-04557
19,,Apartment,"12360 35th Avenue NE 12360 35th Ave NE, Seattle, WA 98125",1971,2-bedroom,1.0,800.0,1395.0,6,5.83,2650.0,684990.0,"['Cats Allowed', '']",,https://www.realtor.com/realestateandhomes-detail/12360-35th-Ave-NE_Seattle_WA_98125_M19598-25961
20,,Other,"3850 50th Ave NE, Seattle, WA 98105",,3-bedroom,2,2110.0,4750.0,5,7.0,2650.0,684990.0,,,https://www.realtor.com/realestateandhomes-detail/3850-50th-Ave-NE_Seattle_WA_98105_M23223-95243
21,,Apartment,"13848 #A-#B 29th Ave S 13848 29th Ave S # B, Seatac, WA 98168",1952,2-bedroom,1.0,1000.0,1525.0,5,2.6,2095.0,400000.0,"['Cats Allowed', '']",,https://www.realtor.com/realestateandhomes-detail/13848-29th-Ave-S-B_Seatac_WA_98168_M19272-44857
22,,Condo/Townhome/Row Home/Co-Op,"7309 Sand Point Way NE, Seattle, WA 98115",,1-bedroom,1,740.0,1700.0,6,7.33,2650.0,684990.0,,,https://www.realtor.com/realestateandhomes-detail/7309-Sand-Point-Way-NE_Seattle_WA_98115_M15476-19849
23,,Other,"323 N 48th St Apt B, Seattle, WA 98103",,2-bedroom,2,1422.0,2950.0,5,8.0,2650.0,684990.0,,,https://www.realtor.com/realestateandhomes-detail/323-N-48th-St-Apt-B_Seattle_WA_98103_M24304-98665
24,Elara,Apartment,"2134 Western Ave, Seattle, WA 98121",2018,studio,1.0,376.0,1835.0,4,4.75,2650.0,684990.0,"['Air Conditioner', 'Balcony', 'Barbecue Area', 'Bike Racks', 'Bike Room', 'Bike Storage', 'Breakfast/Coffee Concierge', 'Business Center', 'Cable Ready', 'Car Charging Station', 'Cardio Machines', 'Cats Allowed', 'Clubhouse', 'Coffee Bar', 'Community-Wide WiFi', 'Composting', 'Conference Room', 'Controlled Access', 'Corporate Suites', 'Courtesy Patrol', 'Dogs Allowed', 'Double Pane Windows', 'Dry Cleaning Service', 'ELEV8', 'ENERGIZE', 'ENGAGE', 'EXHALE', 'Eat-in Kitchen', 'Efficient Appliances', 'Electronic Thermostat', 'Elevator', 'Energy Star Certified', 'Fitness Center', 'Framed Mirrors', 'Free Weights', 'Freezer', 'Gated', 'Granite Countertops', 'Green Building', 'Grill', 'Guest Apartment', 'Hardwood Floors', 'Heating', 'High Ceilings', 'High Speed Internet Access', 'Island Kitchen', 'Kitchen', 'LEED Certified Building', 'LEED Rating', 'Large Bedrooms', 'Large Closets', 'Linen Closet', 'Lounge', 'Maintenance on site', 'Multi Use Room', 'NETWORK', 'On-Site Retail', 'Online Services', 'Oversized Kitchens', 'Package Lockers', 'Package Receiving', 'Package Service', 'Pet Washing Station', 'Planned Social Activities', 'Pool', 'Property Manager on Site', 'Range', 'Recycling', 'Recycling', 'Renters Insurance Program', 'Rooftop Lounge', 'Rooftop Terrace', 'SIP', 'SPIN', 'Smoke Free', 'Stainless Steel Appliances', 'Storage Space', 'Storage Units', 'Trash Compactor', 'Tub/Shower', 'Two Story Lobby', 'Views', 'Vinyl Flooring', 'WOOF', 'Walk-In Closets', 'Washer/Dryer', 'Washer/Dryer', 'Weight Machines', 'Wheelchair Access', 'Wheelchair Accessible (Rooms)', 'Wi-Fi', 'Wi-Fi at Pool and Clubhouse', 'Wine Bar']","['Air Conditioning', 'Cable or Satellite TV', 'Disability Access', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator', 'View', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/2134-Western-Ave_Seattle_WA_98121_M15854-12070
25,Elara,Apartment,"2134 Western Ave, Seattle, WA 98121",2018,1-bedroom,1.0,644.0,2440.0,4,4.75,2650.0,684990.0,"['Air Conditioner', 'Balcony', 'Barbecue Area', 'Bike Racks', 'Bike Room', 'Bike Storage', 'Breakfast/Coffee Concierge', 'Business Center', 'Cable Ready', 'Car Charging Station', 'Cardio Machines', 'Cats Allowed', 'Clubhouse', 'Coffee Bar', 'Community-Wide WiFi', 'Composting', 'Conference Room', 'Controlled Access', 'Corporate Suites', 'Courtesy Patrol', 'Dogs Allowed', 'Double Pane Windows', 'Dry Cleaning Service', 'ELEV8', 'ENERGIZE', 'ENGAGE', 'EXHALE', 'Eat-in Kitchen', 'Efficient Appliances', 'Electronic Thermostat', 'Elevator', 'Energy Star Certified', 'Fitness Center', 'Framed Mirrors', 'Free Weights', 'Freezer', 'Gated', 'Granite Countertops', 'Green Building', 'Grill', 'Guest Apartment', 'Hardwood Floors', 'Heating', 'High Ceilings', 'High Speed Internet Access', 'Island Kitchen', 'Kitchen', 'LEED Certified Building', 'LEED Rating', 'Large Bedrooms', 'Large Closets', 'Linen Closet', 'Lounge', 'Maintenance on site', 'Multi Use Room', 'NETWORK', 'On-Site Retail', 'Online Services', 'Oversized Kitchens', 'Package Lockers', 'Package Receiving', 'Package Service', 'Pet Washing Station', 'Planned Social Activities', 'Pool', 'Property Manager on Site', 'Range', 'Recycling', 'Recycling', 'Renters Insurance Program', 'Rooftop Lounge', 'Rooftop Terrace', 'SIP', 'SPIN', 'Smoke Free', 'Stainless Steel Appliances', 'Storage Space', 'Storage Units', 'Trash Compactor', 'Tub/Shower', 'Two Story Lobby', 'Views', 'Vinyl Flooring', 'WOOF', 'Walk-In Closets', 'Washer/Dryer', 'Washer/Dryer', 'Weight Machines', 'Wheelchair Access', 'Wheelchair Accessible (Rooms)', 'Wi-Fi', 'Wi-Fi at Pool and Clubhouse', 'Wine Bar']","['Air Conditioning', 'Cable or Satellite TV', 'Disability Access', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator', 'View', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/2134-Western-Ave_Seattle_WA_98121_M15854-12070
26,Elara,Apartment,"2134 Western Ave, Seattle, WA 98121",2018,1-bedroom,1.0,755.0,3090.0,4,4.75,2650.0,684990.0,"['Air Conditioner', 'Balcony', 'Barbecue Area', 'Bike Racks', 'Bike Room', 'Bike Storage', 'Breakfast/Coffee Concierge', 'Business Center', 'Cable Ready', 'Car Charging Station', 'Cardio Machines', 'Cats Allowed', 'Clubhouse', 'Coffee Bar', 'Community-Wide WiFi', 'Composting', 'Conference Room', 'Controlled Access', 'Corporate Suites', 'Courtesy Patrol', 'Dogs Allowed', 'Double Pane Windows', 'Dry Cleaning Service', 'ELEV8', 'ENERGIZE', 'ENGAGE', 'EXHALE', 'Eat-in Kitchen', 'Efficient Appliances', 'Electronic Thermostat', 'Elevator', 'Energy Star Certified', 'Fitness Center', 'Framed Mirrors', 'Free Weights', 'Freezer', 'Gated', 'Granite Countertops', 'Green Building', 'Grill', 'Guest Apartment', 'Hardwood Floors', 'Heating', 'High Ceilings', 'High Speed Internet Access', 'Island Kitchen', 'Kitchen', 'LEED Certified Building', 'LEED Rating', 'Large Bedrooms', 'Large Closets', 'Linen Closet', 'Lounge', 'Maintenance on site', 'Multi Use Room', 'NETWORK', 'On-Site Retail', 'Online Services', 'Oversized Kitchens', 'Package Lockers', 'Package Receiving', 'Package Service', 'Pet Washing Station', 'Planned Social Activities', 'Pool', 'Property Manager on Site', 'Range', 'Recycling', 'Recycling', 'Renters Insurance Program', 'Rooftop Lounge', 'Rooftop Terrace', 'SIP', 'SPIN', 'Smoke Free', 'Stainless Steel Appliances', 'Storage Space', 'Storage Units', 'Trash Compactor', 'Tub/Shower', 'Two Story Lobby', 'Views', 'Vinyl Flooring', 'WOOF', 'Walk-In Closets', 'Washer/Dryer', 'Washer/Dryer', 'Weight Machines', 'Wheelchair Access', 'Wheelchair Accessible (Rooms)', 'Wi-Fi', 'Wi-Fi at Pool and Clubhouse', 'Wine Bar']","['Air Conditioning', 'Cable or Satellite TV', 'Disability Access', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator', 'View', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/2134-Western-Ave_Seattle_WA_98121_M15854-12070
27,Elara,Apartment,"2134 Western Ave, Seattle, WA 98121",2018,1-bedroom,1.0,686.0,2450.0,4,4.75,2650.0,684990.0,"['Air Conditioner', 'Balcony', 'Barbecue Area', 'Bike Racks', 'Bike Room', 'Bike Storage', 'Breakfast/Coffee Concierge', 'Business Center', 'Cable Ready', 'Car Charging Station', 'Cardio Machines', 'Cats Allowed', 'Clubhouse', 'Coffee Bar', 'Community-Wide WiFi', 'Composting', 'Conference Room', 'Controlled Access', 'Corporate Suites', 'Courtesy Patrol', 'Dogs Allowed', 'Double Pane Windows', 'Dry Cleaning Service', 'ELEV8', 'ENERGIZE', 'ENGAGE', 'EXHALE', 'Eat-in Kitchen', 'Efficient Appliances', 'Electronic Thermostat', 'Elevator', 'Energy Star Certified', 'Fitness Center', 'Framed Mirrors', 'Free Weights', 'Freezer', 'Gated', 'Granite Countertops', 'Green Building', 'Grill', 'Guest Apartment', 'Hardwood Floors', 'Heating', 'High Ceilings', 'High Speed Internet Access', 'Island Kitchen', 'Kitchen', 'LEED Certified Building', 'LEED Rating', 'Large Bedrooms', 'Large Closets', 'Linen Closet', 'Lounge', 'Maintenance on site', 'Multi Use Room', 'NETWORK', 'On-Site Retail', 'Online Services', 'Oversized Kitchens', 'Package Lockers', 'Package Receiving', 'Package Service', 'Pet Washing Station', 'Planned Social Activities', 'Pool', 'Property Manager on Site', 'Range', 'Recycling', 'Recycling', 'Renters Insurance Program', 'Rooftop Lounge', 'Rooftop Terrace', 'SIP', 'SPIN', 'Smoke Free', 'Stainless Steel Appliances', 'Storage Space', 'Storage Units', 'Trash Compactor', 'Tub/Shower', 'Two Story Lobby', 'Views', 'Vinyl Flooring', 'WOOF', 'Walk-In Closets', 'Washer/Dryer', 'Washer/Dryer', 'Weight Machines', 'Wheelchair Access', 'Wheelchair Accessible (Rooms)', 'Wi-Fi', 'Wi-Fi at Pool and Clubhouse', 'Wine Bar']","['Air Conditioning', 'Cable or Satellite TV', 'Disability Access', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator', 'View', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/2134-Western-Ave_Seattle_WA_98121_M15854-12070
