,Name,Address,Type,Built,Beds,Bath,Sqft,Number of Schools,Average School Rating,Median Rental Price,Median Listing Price,community_count,unit_count,Price
184,,"1019 E Pike St 1019 E Pike St, Seattle, WA 98122",Apartment,2014.0,1,1.0,524.0,4,3.25,2650.0,684990.0,1,0,1545.0
185,,"1019 E Pike St 1019 E Pike St, Seattle, WA 98122",Apartment,2014.0,1,1.0,600.0,4,3.25,2650.0,684990.0,1,0,1725.0
186,,"1125 N 85th St, Seattle, WA 98103",Single Family Home,2014.0,2,1.0,1100.0,3,7.67,2650.0,684990.0,0,2,2050.0
187,,"10306 Fischer Pl NE, Seattle, WA 98125",Other,2014.0,2,1.0,1200.0,5,6.6,2650.0,684990.0,0,0,2495.0
188,,"6747 Alonzo Ave NW, Seattle, WA 98117",Single Family Home,2014.0,2,1.0,1000.0,5,7.8,2650.0,684990.0,0,0,2500.0
189,Sedona Apartments,"8520 20th Ave NE, Seattle, WA 98115",Apartment,2015.0,0,1.0,224.0,6,7.17,2650.0,684990.0,23,0,970.0
190,Sedona Apartments,"8520 20th Ave NE, Seattle, WA 98115",Apartment,2015.0,0,1.0,223.0,6,7.17,2650.0,684990.0,23,0,1075.0
192,Sedona Apartments,"8520 20th Ave NE, Seattle, WA 98115",Apartment,2015.0,0,1.0,211.0,6,7.17,2650.0,684990.0,23,0,945.0
193,,"1111 East Olive Apartments 1111 E Olive St, Seattle, WA 98122",Apartment,2018.0,1,1.0,545.0,3,3.33,2650.0,684990.0,40,0,2030.0
194,Lothlorien Apartments,"4730 University Way NE, Seattle, WA 98105",Apartment,2008.0,0,1.0,392.0,5,8.2,2650.0,684990.0,28,0,1439.0
195,,"4516 Meridian Ave N 4516 Meridian Ave N, Seattle, WA 98103",Apartment,2014.0,0,1.0,246.0,5,8.0,2650.0,684990.0,1,0,1100.0
196,,"4516 Meridian Ave N 4516 Meridian Ave N, Seattle, WA 98103",Apartment,2014.0,0,1.0,210.0,5,8.0,2650.0,684990.0,1,0,1150.0
197,,"4516 Meridian Ave N 4516 Meridian Ave N, Seattle, WA 98103",Apartment,2014.0,2,2.0,356.0,5,8.0,2650.0,684990.0,1,0,1290.0
198,,"4516 Meridian Ave N 4516 Meridian Ave N, Seattle, WA 98103",Apartment,2014.0,2,2.0,327.0,5,8.0,2650.0,684990.0,1,0,1250.0
199,,"138A 304 N 138th St, Seattle, WA 98133",Single Family Home,2014.0,2,3.0,1480.0,5,5.2,2650.0,684990.0,0,0,2050.0
201,,"5042 15th Ave NE A-E 5042 15th A Ave NE # E, Seattle, WA 98105",Apartment,2014.0,1,1.0,560.0,5,8.0,2650.0,684990.0,0,0,1399.0
202,,"5042 15th Ave NE A-E 5042 15th A Ave NE # E, Seattle, WA 98105",Apartment,2014.0,3,1.0,960.0,5,8.0,2650.0,684990.0,0,0,1895.0
203,,"1241 N 172nd St, Shoreline, WA 98133",Single Family Home,2014.0,3,1.0,1010.0,5,5.4,2395.0,642500.0,0,2,2250.0
204,,"4219 7th ave NE 4219 7th Ave NE, Seattle, WA 98105",Apartment,2014.0,3,1.0,935.0,5,8.0,2650.0,684990.0,0,0,2310.0
206,ClockTower,"13725 32nd Ave NE, Seattle, WA 98125",Apartment,1990.0,1,1.0,685.0,5,6.0,2650.0,684990.0,23,1,1425.0
207,ClockTower,"13725 32nd Ave NE, Seattle, WA 98125",Apartment,1990.0,1,1.0,638.0,5,6.0,2650.0,684990.0,23,1,1525.0
208,ClockTower,"13725 32nd Ave NE, Seattle, WA 98125",Apartment,1990.0,2,2.0,840.0,5,6.0,2650.0,684990.0,23,1,1585.0
209,ClockTower,"13725 32nd Ave NE, Seattle, WA 98125",Apartment,1990.0,2,1.0,839.0,5,6.0,2650.0,684990.0,23,1,1605.0
210,ClockTower,"13725 32nd Ave NE, Seattle, WA 98125",Apartment,1990.0,2,1.0,779.0,5,6.0,2650.0,684990.0,23,1,1625.0
211,,"6624 Carleton Ave S, Seattle, WA 98108",Single Family Home,2014.0,1,1.0,400.0,6,5.67,2650.0,684990.0,1,1,2000.0
214,Andante Seattle,"3031 NE 137th St, Seattle, WA 98125",Apartment,1965.0,0,1.0,600.0,5,6.0,2650.0,684990.0,30,0,1349.0
215,Andante Seattle,"3031 NE 137th St, Seattle, WA 98125",Apartment,1965.0,1,1.0,680.0,5,6.0,2650.0,684990.0,30,0,1395.0
216,Andante Seattle,"3031 NE 137th St, Seattle, WA 98125",Apartment,1965.0,2,1.0,920.0,5,6.0,2650.0,684990.0,30,0,1695.0
217,,"1120 N 93rd Street 1120 N 93rd St, Seattle, WA 98103",Apartment,2014.0,1,1.0,650.0,3,4.67,2650.0,684990.0,1,0,1545.0
218,,"1120 N 93rd Street 1120 N 93rd St, Seattle, WA 98103",Apartment,2014.0,1,1.0,650.0,3,4.67,2650.0,684990.0,1,0,1545.0
219,Keelson Ballard,"1537 NW 56th St, Seattle, WA 98107",Apartment,2017.0,1,1.0,760.0,5,7.4,2650.0,684990.0,56,1,2450.0
220,Keelson Ballard,"1537 NW 56th St, Seattle, WA 98107",Apartment,2017.0,1,1.0,719.0,5,7.4,2650.0,684990.0,56,1,2275.0
221,Keelson Ballard,"1537 NW 56th St, Seattle, WA 98107",Apartment,2017.0,1,1.0,596.0,5,7.4,2650.0,684990.0,56,1,1925.0
222,Keelson Ballard,"1537 NW 56th St, Seattle, WA 98107",Apartment,2017.0,1,1.0,636.0,5,7.4,2650.0,684990.0,56,1,2075.0
223,Keelson Ballard,"1537 NW 56th St, Seattle, WA 98107",Apartment,2017.0,1,1.0,636.0,5,7.4,2650.0,684990.0,56,1,1995.0
224,Keelson Ballard,"1537 NW 56th St, Seattle, WA 98107",Apartment,2017.0,2,2.0,1143.0,5,7.4,2650.0,684990.0,56,1,3145.0
225,Keelson Ballard,"1537 NW 56th St, Seattle, WA 98107",Apartment,2017.0,2,2.0,933.0,5,7.4,2650.0,684990.0,56,1,2950.0
226,Keelson Ballard,"1537 NW 56th St, Seattle, WA 98107",Apartment,2017.0,2,2.0,933.0,5,7.4,2650.0,684990.0,56,1,2895.0
227,,"2960 Eastlake Ave E Apt 304, Seattle, WA 98102",Condo/Townhome/Row Home/Co-Op,2014.0,1,1.0,702.0,5,7.6,2650.0,684990.0,0,2,1650.0
228,,"7309 Sandpoint Way NE Unit B831, Seattle, WA 98115",Single Family Home,2014.0,1,1.0,740.0,6,7.33,2650.0,684990.0,0,0,1700.0
229,,"1404 25th Ave Apt#1-11 1404 25th Ave Apt 1-11, Seattle, WA 98122",Apartment,2014.0,1,1.0,500.0,6,4.0,2650.0,684990.0,0,0,1350.0
230,The Roost,"901 Hiawatha Pl S, Seattle, WA 98144",Apartment,2018.0,0,1.0,239.0,5,4.6,2650.0,684990.0,3,0,1210.0
231,The Roost,"901 Hiawatha Pl S, Seattle, WA 98144",Apartment,2018.0,0,1.0,161.0,5,4.6,2650.0,684990.0,3,0,950.0
232,Taylor 28,"100 Taylor Ave N, Seattle, WA 98109",Apartment,2009.0,0,1.0,538.0,4,6.25,2650.0,684990.0,19,1,1657.0
233,Taylor 28,"100 Taylor Ave N, Seattle, WA 98109",Apartment,2009.0,1,1.0,724.0,4,6.25,2650.0,684990.0,19,1,1918.0
234,Taylor 28,"100 Taylor Ave N, Seattle, WA 98109",Apartment,2009.0,1,1.0,671.0,4,6.25,2650.0,684990.0,19,1,1925.0
235,Taylor 28,"100 Taylor Ave N, Seattle, WA 98109",Apartment,2009.0,1,1.0,695.0,4,6.25,2650.0,684990.0,19,1,1925.0
236,Taylor 28,"100 Taylor Ave N, Seattle, WA 98109",Apartment,2009.0,2,2.0,1222.0,4,6.25,2650.0,684990.0,19,1,3019.0
237,Taylor 28,"100 Taylor Ave N, Seattle, WA 98109",Apartment,2009.0,2,2.0,1120.0,4,6.25,2650.0,684990.0,19,1,2623.0
238,,"6568 4th Ave NE #28 6568 4th Ave NE Apt 28, Seattle, WA 98115",Apartment,2014.0,2,1.0,935.0,4,8.25,2650.0,684990.0,1,0,1999.0
239,,"611 Harvard Ave E 611 Harvard Ave E, Seattle, WA 98102",Apartment,1964.0,0,1.0,400.0,3,3.33,2650.0,684990.0,0,0,1115.0
240,,"5203 15th Ave. NE 5203 15th Ave NE, Seattle, WA 98105",Apartment,2014.0,0,1.0,800.0,5,8.2,2650.0,684990.0,1,0,1398.0
241,,"506 NE 78th St, Seattle, WA 98115",Other,2014.0,1,1.0,1020.0,4,7.5,2650.0,684990.0,0,0,1900.0
242,,"3056 60th Ave SW 3056 60th Ave SW, Seattle, WA 98116",Apartment,2014.0,2,2.0,929.0,5,7.0,2650.0,684990.0,1,0,2045.0
243,,"910 10th Ave E 910 10th Ave E, Seattle, WA 98102",Apartment,2014.0,1,1.0,518.0,3,4.33,2650.0,684990.0,1,0,1545.0
244,,"910 10th Ave E 910 10th Ave E, Seattle, WA 98102",Apartment,2014.0,1,1.0,518.0,3,4.33,2650.0,684990.0,1,0,1595.0
245,,"2026 SW 152nd St # Abgh, Burien, WA 98166",Other,2014.0,0,3.0,2880.0,5,3.0,1795.0,472500.0,0,0,3850.0
246,M Street,"910 8th Ave, Seattle, WA 98104",Apartment,2007.0,0,1.0,475.0,4,3.25,2650.0,684990.0,37,0,1685.0
247,M Street,"910 8th Ave, Seattle, WA 98104",Apartment,2007.0,0,1.0,503.0,4,3.25,2650.0,684990.0,37,0,1745.0
248,M Street,"910 8th Ave, Seattle, WA 98104",Apartment,2007.0,1,1.0,659.0,4,3.25,2650.0,684990.0,37,0,2180.0
249,M Street,"910 8th Ave, Seattle, WA 98104",Apartment,2007.0,1,1.0,786.0,4,3.25,2650.0,684990.0,37,0,2183.0
250,M Street,"910 8th Ave, Seattle, WA 98104",Apartment,2007.0,1,1.0,820.0,4,3.25,2650.0,684990.0,37,0,2305.0
251,M Street,"910 8th Ave, Seattle, WA 98104",Apartment,2007.0,2,2.0,1238.0,4,3.25,2650.0,684990.0,37,0,3690.0
252,M Street,"910 8th Ave, Seattle, WA 98104",Apartment,2007.0,2,2.0,972.0,4,3.25,2650.0,684990.0,37,0,2810.0
253,,"123 Queen Anne Ave N Apt 601, Seattle, WA 98109",Single Family Home,2014.0,1,1.0,680.0,4,8.5,2650.0,684990.0,0,2,1850.0
256,A.W. Larson Building,"3206 Harvard Ave E, Seattle, WA 98102",Apartment,2016.0,0,1.0,721.0,5,7.6,2650.0,684990.0,50,1,2145.0
257,A.W. Larson Building,"3206 Harvard Ave E, Seattle, WA 98102",Apartment,2016.0,0,1.0,587.0,5,7.6,2650.0,684990.0,50,1,1750.0
258,A.W. Larson Building,"3206 Harvard Ave E, Seattle, WA 98102",Apartment,2016.0,1,1.0,465.0,5,7.6,2650.0,684990.0,50,1,1695.0
259,Park at Northgate Apartment Homes,"10713 Roosevelt Way NE, Seattle, WA 98125",Apartment,1967.0,2,1.0,1000.0,4,6.0,2650.0,684990.0,38,1,1850.0
260,,"4315 SW Oregon St 4315 SW Oregon St, Seattle, WA 98116",Apartment,2014.0,1,1.0,765.0,5,7.0,2650.0,684990.0,1,0,1575.0
262,,"165 17th Ave 165 17th Ave, Seattle, WA 98122",Apartment,1970.0,1,1.0,642.0,5,4.0,2650.0,684990.0,1,0,1625.0
263,,"165 17th Ave 165 17th Ave, Seattle, WA 98122",Apartment,1970.0,1,1.0,642.0,5,4.0,2650.0,684990.0,1,0,1695.0
265,,"928 N 97th St, Seattle, WA 98103",Condo/Townhome/Row Home/Co-Op,2014.0,2,1.0,800.0,3,4.67,2650.0,684990.0,0,0,1475.0
266,,"2319 Minor Ave  E 2319 Minor Ave E, Seattle, WA 98102",Apartment,2014.0,2,1.0,1000.0,3,7.33,2650.0,684990.0,1,0,1990.0
267,Ivy Ridge,"4730 21st Ave NE, Seattle, WA 98105",Apartment,1999.0,0,1.0,409.0,5,8.2,2650.0,684990.0,25,0,1351.0
268,Ivy Ridge,"4730 21st Ave NE, Seattle, WA 98105",Apartment,1999.0,0,1.0,221.0,5,8.2,2650.0,684990.0,25,0,993.0
269,Ivy Ridge,"4730 21st Ave NE, Seattle, WA 98105",Apartment,1999.0,1,1.0,581.0,5,8.2,2650.0,684990.0,25,0,1540.0
270,Ivy Ridge,"4730 21st Ave NE, Seattle, WA 98105",Apartment,1999.0,1,1.0,734.0,5,8.2,2650.0,684990.0,25,0,2015.0
271,Ivy Ridge,"4730 21st Ave NE, Seattle, WA 98105",Apartment,1999.0,2,1.0,912.0,5,8.2,2650.0,684990.0,25,0,2314.0
272,Ivy Ridge,"4730 21st Ave NE, Seattle, WA 98105",Apartment,1999.0,2,1.0,705.0,5,8.2,2650.0,684990.0,25,0,1998.0
273,Stockbridge,"1330 Boren Ave, Seattle, WA 98101",Apartment,1925.0,0,1.0,380.0,3,3.33,2650.0,684990.0,42,1,1311.0
275,,"2237 NW 59th St 2237 NW 59th St, Seattle, WA 98107",Apartment,2014.0,3,2.0,913.0,6,7.5,2650.0,684990.0,1,0,2545.0
276,The New Carroll,"305 Bellevue Ave E, Seattle, WA 98102",Apartment,1908.0,1,1.0,950.0,3,3.33,2650.0,684990.0,27,0,2765.0
277,Rubix Apartments,"515 Harvard Ave E, Seattle, WA 98102",Apartment,2015.0,1,1.0,678.0,3,3.33,2650.0,684990.0,19,0,1750.0
278,,"12618 109th Ct NE # 305, Seattle, WA 98034",Apartment,2014.0,3,2.0,1135.0,5,7.4,2650.0,684990.0,2,1,2300.0
279,,"20301 19th Ave NE Apt 911, Shoreline, WA 98155",Apartment,2014.0,3,2.0,953.0,4,5.5,2395.0,642500.0,0,0,1895.0
280,,"2211 42nd Ave SW, Seattle, WA 98116",Single Family Home,2014.0,3,2.0,2800.0,5,6.6,2650.0,684990.0,0,0,3500.0
281,,"3213 21st Avenue West 3213 21st Ave W, Seattle, WA 98199",Apartment,2014.0,2,1.0,1278.0,5,8.2,2650.0,684990.0,1,0,2295.0
283,,"2617 22nd Ave W, Seattle, WA 98199",Apartment,2014.0,2,1.0,1135.0,5,8.2,2650.0,684990.0,0,0,1995.0
284,,"1050 N 36th St 1050 N 36th St, Seattle, WA 98103",Apartment,2014.0,0,1.0,414.0,5,8.0,2650.0,684990.0,1,0,1400.0
285,,"21144 31st Ave S, Seatac, WA 98198",Single Family Home,2014.0,3,1.0,1180.0,4,2.75,2095.0,400000.0,0,2,1945.0
286,TOD Apartments,"120 10th Ave E, Seattle, WA 98102",Apartment,2018.0,0,1.0,300.0,3,3.33,2650.0,684990.0,25,0,1575.0
287,Illumina Lake Union,"219 E Garfield St, Seattle, WA 98102",Apartment,2005.0,0,1.0,350.0,3,5.33,2650.0,684990.0,42,0,1350.0
288,Illumina Lake Union,"219 E Garfield St, Seattle, WA 98102",Apartment,2005.0,0,1.0,678.0,3,5.33,2650.0,684990.0,42,0,1891.0
289,Illumina Lake Union,"219 E Garfield St, Seattle, WA 98102",Apartment,2005.0,0,1.0,350.0,3,5.33,2650.0,684990.0,42,0,1478.0
290,Illumina Lake Union,"219 E Garfield St, Seattle, WA 98102",Apartment,2005.0,0,1.0,576.0,3,5.33,2650.0,684990.0,42,0,1550.0
291,Illumina Lake Union,"219 E Garfield St, Seattle, WA 98102",Apartment,2005.0,1,1.0,637.0,3,5.33,2650.0,684990.0,42,0,1875.0
292,Illumina Lake Union,"219 E Garfield St, Seattle, WA 98102",Apartment,2005.0,2,2.0,863.0,3,5.33,2650.0,684990.0,42,0,2475.0
293,Illumina Lake Union,"219 E Garfield St, Seattle, WA 98102",Apartment,2005.0,2,1.0,931.0,3,5.33,2650.0,684990.0,42,0,2387.0
294,City Views,"3021 SW Bradford St, Seattle, WA 98126",Apartment,1992.0,0,1.0,500.0,5,5.8,2650.0,684990.0,16,0,1325.0
295,City Views,"3021 SW Bradford St, Seattle, WA 98126",Apartment,1992.0,1,1.0,715.0,5,5.8,2650.0,684990.0,16,0,1410.0
296,City Views,"3021 SW Bradford St, Seattle, WA 98126",Apartment,1992.0,1,1.0,768.0,5,5.8,2650.0,684990.0,16,0,1530.0
297,City Views,"3021 SW Bradford St, Seattle, WA 98126",Apartment,1992.0,1,1.0,650.0,5,5.8,2650.0,684990.0,16,0,1370.0
298,,"505 E Denny Way Apt 502, Seattle, WA 98122",Single Family Home,2014.0,2,1.0,775.0,3,3.33,2650.0,684990.0,0,0,2500.0
299,,"3902 SW Findlay St, Seattle, WA 98136",Single Family Home,2014.0,3,2.0,1351.0,5,5.8,2650.0,684990.0,0,0,2595.0
301,Promenade at the Park,"3215 NE 143rd St, Seattle, WA 98125",Apartment,2003.0,1,1.0,855.0,5,6.0,2650.0,684990.0,57,1,1795.0
302,Promenade at the Park,"3215 NE 143rd St, Seattle, WA 98125",Apartment,2003.0,1,1.0,678.0,5,6.0,2650.0,684990.0,57,1,1772.0
303,Promenade at the Park,"3215 NE 143rd St, Seattle, WA 98125",Apartment,2003.0,1,1.0,630.0,5,6.0,2650.0,684990.0,57,1,1772.0
304,Promenade at the Park,"3215 NE 143rd St, Seattle, WA 98125",Apartment,2003.0,2,2.0,919.0,5,6.0,2650.0,684990.0,57,1,1951.0
305,,"819 Virginia St Unit 2607, Seattle, WA 98101",Single Family Home,2014.0,2,2.0,1250.0,3,3.33,2650.0,684990.0,0,0,3295.0
307,,"528 3rd Ave W #101-404 528 3rd Ave W # 101-404, Seattle, WA 98119",Apartment,2014.0,2,2.0,1100.0,4,8.5,2650.0,684990.0,0,0,2295.0
308,,"6708 California Ave SW 6708 California Ave SW, Seattle, WA 98136",Apartment,2014.0,2,1.0,1080.0,6,4.5,2650.0,684990.0,0,0,1750.0
309,,"745 Summit Ave E 745 Summit Ave E, Seattle, WA 98102",Apartment,2014.0,1,1.0,654.0,3,5.33,2650.0,684990.0,1,0,1600.0
310,,"745 Summit Ave E 745 Summit Ave E, Seattle, WA 98102",Apartment,2014.0,2,2.0,891.0,3,5.33,2650.0,684990.0,1,0,2300.0
311,,"617 Aloha St 617 Aloha St, Seattle, WA 98109",Apartment,2014.0,2,2.0,1653.0,4,8.5,2650.0,684990.0,0,0,3265.0
312,,"205 19th Ave. E. 205 19th Ave E, Seattle, WA 98112",Apartment,1910.0,0,1.0,453.0,5,3.8,2650.0,684990.0,1,0,1395.0
314,,"205 19th Ave. E. 205 19th Ave E, Seattle, WA 98112",Apartment,1910.0,1,1.0,571.0,5,3.8,2650.0,684990.0,1,0,1595.0
315,,"205 19th Ave. E. 205 19th Ave E, Seattle, WA 98112",Apartment,1910.0,1,1.0,465.0,5,3.8,2650.0,684990.0,1,0,1595.0
317,,"711 21st Avenue 711 21st Ave, Seattle, WA 98122",Apartment,1908.0,3,1.0,1000.0,6,3.83,2650.0,684990.0,0,0,2750.0
318,,"711 21st Avenue 711 21st Ave, Seattle, WA 98122",Apartment,1908.0,3,1.0,1000.0,6,3.83,2650.0,684990.0,0,0,2750.0
319,,"711 21st Avenue 711 21st Ave, Seattle, WA 98122",Apartment,1908.0,3,2.0,1100.0,6,3.83,2650.0,684990.0,0,0,3100.0
320,,"583 Battery St Unit N516, Seattle, WA 98121",Single Family Home,2014.0,1,1.0,987.0,4,6.25,2650.0,684990.0,0,0,2850.0
321,Westhaven Apartments,"2201 SW Holden St, Seattle, WA 98106",Apartment,1987.0,1,1.0,700.0,5,3.8,2650.0,684990.0,30,0,1540.0
322,Westhaven Apartments,"2201 SW Holden St, Seattle, WA 98106",Apartment,1987.0,1,1.0,650.0,5,3.8,2650.0,684990.0,30,0,1519.0
323,Westhaven Apartments,"2201 SW Holden St, Seattle, WA 98106",Apartment,1987.0,2,1.0,900.0,5,3.8,2650.0,684990.0,30,0,1797.0
324,Westhaven Apartments,"2201 SW Holden St, Seattle, WA 98106",Apartment,1987.0,2,1.0,850.0,5,3.8,2650.0,684990.0,30,0,1778.0
325,Westhaven Apartments,"2201 SW Holden St, Seattle, WA 98106",Apartment,1987.0,3,2.0,1100.0,5,3.8,2650.0,684990.0,30,0,2614.0
326,,"917 NE 72nd St, Seattle, WA 98115",Single Family Home,2014.0,2,1.0,880.0,4,8.25,2650.0,684990.0,0,0,2250.0
327,,"3428 - 25th Avenue W 3428 25th Ave W, Seattle, WA 98199",Apartment,2014.0,1,1.0,800.0,5,8.2,2650.0,684990.0,1,0,1395.0
328,,"1615 15th Ave. 1615 15th Ave, Seattle, WA 98122",Apartment,1907.0,1,1.0,520.0,5,3.8,2650.0,684990.0,1,0,1495.0
330,Airmark Apartments,"229 Andover Park E, Tukwila, WA 98188",Apartment,2018.0,1,1.0,670.0,5,3.0,2495.0,449000.0,38,0,2360.0
333,Airmark Apartments,"229 Andover Park E, Tukwila, WA 98188",Apartment,2018.0,3,3.0,1840.0,5,3.0,2495.0,449000.0,38,0,6800.0
334,Harrison Square,"312 2nd Ave W, Seattle, WA 98119",Apartment,1994.0,0,1.0,462.0,4,8.5,2650.0,684990.0,10,0,1603.0
335,Harrison Square,"312 2nd Ave W, Seattle, WA 98119",Apartment,1994.0,0,1.0,583.0,4,8.5,2650.0,684990.0,10,0,1895.0
336,Harrison Square,"312 2nd Ave W, Seattle, WA 98119",Apartment,1994.0,1,1.0,715.0,4,8.5,2650.0,684990.0,10,0,2097.0
337,Harrison Square,"312 2nd Ave W, Seattle, WA 98119",Apartment,1994.0,1,1.0,932.0,4,8.5,2650.0,684990.0,10,0,2644.0
338,Harrison Square,"312 2nd Ave W, Seattle, WA 98119",Apartment,1994.0,1,1.0,667.0,4,8.5,2650.0,684990.0,10,0,1902.0
339,Harrison Square,"312 2nd Ave W, Seattle, WA 98119",Apartment,1994.0,1,1.0,656.0,4,8.5,2650.0,684990.0,10,0,1806.0
340,Harrison Square,"312 2nd Ave W, Seattle, WA 98119",Apartment,1994.0,2,2.0,933.0,4,8.5,2650.0,684990.0,10,0,2755.0
341,Harrison Square,"312 2nd Ave W, Seattle, WA 98119",Apartment,1994.0,2,2.0,952.0,4,8.5,2650.0,684990.0,10,0,2712.0
342,Harrison Square,"312 2nd Ave W, Seattle, WA 98119",Apartment,1994.0,2,2.0,1024.0,4,8.5,2650.0,684990.0,10,0,2708.0
343,,"11254 Greenwood Ave N #202 11254 Greenwood Ave N Apt 202, Seattle, WA 98133",Apartment,2014.0,1,1.0,625.0,4,4.75,2650.0,684990.0,0,0,1299.0
345,,"511 W Mercer Pl Apt 303, Seattle, WA 98119",Other,2014.0,2,2.0,920.0,4,8.5,2650.0,684990.0,0,0,2250.0
346,,"9428 Ravenna Ave NE 9428 Ravenna Ave NE, Seattle, WA 98115",Apartment,1970.0,1,1.0,528.0,5,6.6,2650.0,684990.0,1,0,1250.0
347,,"9428 Ravenna Ave NE 9428 Ravenna Ave NE, Seattle, WA 98115",Apartment,1970.0,1,1.0,535.0,5,6.6,2650.0,684990.0,1,0,1250.0
348,,"9428 Ravenna Ave NE 9428 Ravenna Ave NE, Seattle, WA 98115",Apartment,1970.0,2,1.0,834.0,5,6.6,2650.0,684990.0,1,0,1695.0
349,Parkridge Apartments,"1210 15th Ave E, Seattle, WA 98112",Apartment,1984.0,2,2.0,1050.0,4,5.0,2650.0,684990.0,20,0,2581.0
350,,"11915 Roseberg Ave S, Seattle, WA 98168",Apartment,2014.0,2,2.0,1034.0,4,3.0,2650.0,684990.0,0,2,1720.0
351,,"4214 11th Ave NE 4214 11th Ave NE, Seattle, WA 98105",Apartment,1962.0,0,1.0,464.0,5,8.0,2650.0,684990.0,0,0,1250.0
353,,"4236 7th Avenue NE 4236 7th Ave NE, Seattle, WA 98105",Apartment,2014.0,2,2.0,675.0,5,8.0,2650.0,684990.0,1,0,1600.0
354,,"4236 7th Avenue NE 4236 7th Ave NE, Seattle, WA 98105",Apartment,2014.0,3,2.0,1100.0,5,8.0,2650.0,684990.0,1,0,2500.0
355,,"2133 44th Ave SW, Seattle, WA 98116",Other,2014.0,4,1.0,1800.0,5,6.6,2650.0,684990.0,1,1,3000.0
356,,"2447 NW 58th St 2447 NW 58th St, Seattle, WA 98107",Apartment,2014.0,2,2.0,950.0,6,7.5,2650.0,684990.0,1,0,2145.0
357,,"2620 NW 63rd St, Seattle, WA 98107",Condo/Townhome/Row Home/Co-Op,2014.0,2,1.0,700.0,6,7.5,2650.0,684990.0,0,2,1750.0
358,,"1408 12th Ave Unit 303, Seattle, WA 98122",Other,2014.0,1,1.0,704.0,4,3.25,2650.0,684990.0,0,0,2650.0
360,,"2114 E Yesler Way 2114 E Yesler Way, Seattle, WA 98122",Apartment,2014.0,0,1.0,550.0,6,4.17,2650.0,684990.0,1,0,1450.0
361,,"2114 E Yesler Way 2114 E Yesler Way, Seattle, WA 98122",Apartment,2014.0,2,1.0,840.0,6,4.17,2650.0,684990.0,1,0,1950.0
362,,"4511 SW Lander St Apt A, Seattle, WA 98116",Condo/Townhome/Row Home/Co-Op,2014.0,3,1.0,1600.0,5,6.6,2650.0,684990.0,2,2,2695.0
364,Circa Green Lake Apartments,"6900 E Green Lake Way N, Seattle, WA 98115",Apartment,2009.0,0,1.0,560.0,4,8.25,2650.0,684990.0,69,0,1683.0
365,Circa Green Lake Apartments,"6900 E Green Lake Way N, Seattle, WA 98115",Apartment,2009.0,1,1.0,846.0,4,8.25,2650.0,684990.0,69,0,1848.0
366,Circa Green Lake Apartments,"6900 E Green Lake Way N, Seattle, WA 98115",Apartment,2009.0,1,1.0,748.0,4,8.25,2650.0,684990.0,69,0,2191.0
367,Circa Green Lake Apartments,"6900 E Green Lake Way N, Seattle, WA 98115",Apartment,2009.0,1,1.0,691.0,4,8.25,2650.0,684990.0,69,0,1711.0
368,Circa Green Lake Apartments,"6900 E Green Lake Way N, Seattle, WA 98115",Apartment,2009.0,2,2.0,1288.0,4,8.25,2650.0,684990.0,69,0,3112.0
369,,"110 12th Ave E 110 12th Ave E, Seattle, WA 98102",Apartment,2014.0,2,2.0,781.0,3,3.33,2650.0,684990.0,1,0,2499.0
370,,"910 Lenora St Unit S607, Seattle, WA 98121",Other,2014.0,2,2.0,1212.0,4,4.75,2650.0,684990.0,0,0,3800.0
371,,"12314 32nd Ave NE 12314 32nd Ave NE, Seattle, WA 98125",Apartment,2014.0,1,1.0,700.0,6,5.83,2650.0,684990.0,1,0,1450.0
372,,"8 W Howe Street 8 W Howe St, Seattle, WA 98119",Apartment,2014.0,0,1.0,400.0,5,8.4,2650.0,684990.0,0,0,1245.0
374,Sorento Flats,"1414 E Yesler Way, Seattle, WA 98122",Apartment,2017.0,0,1.0,197.0,5,4.0,2650.0,684990.0,14,0,1225.0
375,Sorento Flats,"1414 E Yesler Way, Seattle, WA 98122",Apartment,2017.0,0,1.0,174.0,5,4.0,2650.0,684990.0,14,0,1150.0
376,Sorento Flats,"1414 E Yesler Way, Seattle, WA 98122",Apartment,2017.0,0,1.0,161.0,5,4.0,2650.0,684990.0,14,0,1100.0
377,Sorento Flats,"1414 E Yesler Way, Seattle, WA 98122",Apartment,2017.0,0,1.0,161.0,5,4.0,2650.0,684990.0,14,0,1075.0
378,Sorento Flats,"1414 E Yesler Way, Seattle, WA 98122",Apartment,2017.0,0,1.0,176.0,5,4.0,2650.0,684990.0,14,0,1075.0
379,Sorento Flats,"1414 E Yesler Way, Seattle, WA 98122",Apartment,2017.0,0,1.0,259.0,5,4.0,2650.0,684990.0,14,0,1300.0
380,,"8547 Phinney Ave N 8547 Phinney Ave N, Seattle, WA 98103",Apartment,2014.0,1,1.0,665.0,5,6.8,2650.0,684990.0,0,0,1295.0
381,The Central,"2203 E Union St, Seattle, WA 98122",Apartment,2016.0,0,1.0,585.0,6,4.0,2650.0,684990.0,55,0,1600.0
382,The Central,"2203 E Union St, Seattle, WA 98122",Apartment,2016.0,1,1.0,683.0,6,4.0,2650.0,684990.0,55,0,2060.0
383,The Central,"2203 E Union St, Seattle, WA 98122",Apartment,2016.0,1,1.0,792.0,6,4.0,2650.0,684990.0,55,0,2210.0
