,Name,Type,Address,Built,Room Type,Bath,Sqft,Price,Number of Schools,Average School Rating,Median Rental Price,Median Listing Price,Community Features,Unit Features,url
0,,Single Family Home,"1114 Yakima Ave S, Seattle, WA 98144",,3-bedroom,,1570.0,2850.0,6,5.0,2650.0,684990.0,,,https://www.realtor.com/realestateandhomes-detail/1114-Yakima-Ave-S_Seattle_WA_98144_M17247-69027
1,,Single Family Home,"590 1st Ave S Apt 603, Seattle, WA 98104",,1-bedroom,1,636.0,2195.0,5,5.4,2650.0,684990.0,,Pets OK,https://www.realtor.com/realestateandhomes-detail/590-1st-Ave-S-Apt-603_Seattle_WA_98104_M19678-60362
2,,Apartment,"2726 Franklin Ave E 2726 Franklin Ave E, Seattle, WA 98102",,1-bedroom,1.0,740.0,1595.0,4,7.5,2650.0,684990.0,"['Cats Allowed', '']",,https://www.realtor.com/realestateandhomes-detail/2726-Franklin-Ave-E_Seattle_WA_98102_M11515-65637
3,Helix Ellipse,Apartment,"4751 12th Ave NE, Seattle, WA 98105",2006,studio,1.0,541.0,1658.0,5,8.2,2650.0,684990.0,"['24 Hour Availability', 'Accepts Credit Card Payments', 'Accepts Electronic Payments', 'BBQ/Picnic Area', 'Balcony', 'Barbecue Area', 'Barbecue/Grill', 'Business Center', 'Cable Ready', 'Car Charging Station', 'Carpet', 'Carpeting', 'Cats Allowed', 'Ceiling Fans', 'Clubhouse', 'Composting', 'Concierge', 'Controlled Access', 'Courtesy Patrol', 'Deck', 'Den', 'Disposal Chutes', 'Doorman', 'Dry Cleaning Services', 'Eat-in Kitchen', 'Elevator', 'Extra Storage', 'Freeway Access', 'Freezer', 'Gameroom', 'Gas Range', 'Gated', 'Granite Countertops', 'Grill', 'Health Club Discount', 'Heat', 'Heating', 'High Speed Internet Access', 'Individual Climate Control', 'Intercom', 'Kitchen', 'Large Closets', 'Large Dogs Allowed', 'Linen Closet', 'Loft Layout', 'Lounge', 'Maintenance on site', 'Online Resident Services', 'Online Services', 'Oven', 'Oversized Kitchens', 'Package Receiving', 'Package Service', 'Pantry', 'Patio', 'Pet Park', 'Planned Social Activities', 'Porch', 'Property Manager on Site', 'Range', 'Recreation Room', 'Recycling', 'Recycling', 'Rooftop Deck', 'Rooftop Lounge', 'Smoke Free', 'Sprinkler System', 'Stainless Steel Appliances', 'Storage Space', 'Storage Units', 'Street Parking', 'Sundeck', 'TV Lounge', 'Trash Included', 'Tub/Shower', 'Views', 'Vinyl Flooring', 'Walk-In Closets', 'Washer/Dryer', 'Washer/Dryer', 'Wheelchair Accessible (Rooms)']","['Cable or Satellite TV', 'Ceiling Fan', 'Disability Access', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator', 'View', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/4751-12th-Ave-NE_Seattle_WA_98105_M21617-74199
4,Helix Ellipse,Apartment,"4751 12th Ave NE, Seattle, WA 98105",2006,1-bedroom,1.0,694.0,1923.0,5,8.2,2650.0,684990.0,"['24 Hour Availability', 'Accepts Credit Card Payments', 'Accepts Electronic Payments', 'BBQ/Picnic Area', 'Balcony', 'Barbecue Area', 'Barbecue/Grill', 'Business Center', 'Cable Ready', 'Car Charging Station', 'Carpet', 'Carpeting', 'Cats Allowed', 'Ceiling Fans', 'Clubhouse', 'Composting', 'Concierge', 'Controlled Access', 'Courtesy Patrol', 'Deck', 'Den', 'Disposal Chutes', 'Doorman', 'Dry Cleaning Services', 'Eat-in Kitchen', 'Elevator', 'Extra Storage', 'Freeway Access', 'Freezer', 'Gameroom', 'Gas Range', 'Gated', 'Granite Countertops', 'Grill', 'Health Club Discount', 'Heat', 'Heating', 'High Speed Internet Access', 'Individual Climate Control', 'Intercom', 'Kitchen', 'Large Closets', 'Large Dogs Allowed', 'Linen Closet', 'Loft Layout', 'Lounge', 'Maintenance on site', 'Online Resident Services', 'Online Services', 'Oven', 'Oversized Kitchens', 'Package Receiving', 'Package Service', 'Pantry', 'Patio', 'Pet Park', 'Planned Social Activities', 'Porch', 'Property Manager on Site', 'Range', 'Recreation Room', 'Recycling', 'Recycling', 'Rooftop Deck', 'Rooftop Lounge', 'Smoke Free', 'Sprinkler System', 'Stainless Steel Appliances', 'Storage Space', 'Storage Units', 'Street Parking', 'Sundeck', 'TV Lounge', 'Trash Included', 'Tub/Shower', 'Views', 'Vinyl Flooring', 'Walk-In Closets', 'Washer/Dryer', 'Washer/Dryer', 'Wheelchair Accessible (Rooms)']","['Cable or Satellite TV', 'Ceiling Fan', 'Disability Access', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator', 'View', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/4751-12th-Ave-NE_Seattle_WA_98105_M21617-74199
5,Helix Ellipse,Apartment,"4751 12th Ave NE, Seattle, WA 98105",2006,1-bedroom,1.0,724.0,1883.0,5,8.2,2650.0,684990.0,"['24 Hour Availability', 'Accepts Credit Card Payments', 'Accepts Electronic Payments', 'BBQ/Picnic Area', 'Balcony', 'Barbecue Area', 'Barbecue/Grill', 'Business Center', 'Cable Ready', 'Car Charging Station', 'Carpet', 'Carpeting', 'Cats Allowed', 'Ceiling Fans', 'Clubhouse', 'Composting', 'Concierge', 'Controlled Access', 'Courtesy Patrol', 'Deck', 'Den', 'Disposal Chutes', 'Doorman', 'Dry Cleaning Services', 'Eat-in Kitchen', 'Elevator', 'Extra Storage', 'Freeway Access', 'Freezer', 'Gameroom', 'Gas Range', 'Gated', 'Granite Countertops', 'Grill', 'Health Club Discount', 'Heat', 'Heating', 'High Speed Internet Access', 'Individual Climate Control', 'Intercom', 'Kitchen', 'Large Closets', 'Large Dogs Allowed', 'Linen Closet', 'Loft Layout', 'Lounge', 'Maintenance on site', 'Online Resident Services', 'Online Services', 'Oven', 'Oversized Kitchens', 'Package Receiving', 'Package Service', 'Pantry', 'Patio', 'Pet Park', 'Planned Social Activities', 'Porch', 'Property Manager on Site', 'Range', 'Recreation Room', 'Recycling', 'Recycling', 'Rooftop Deck', 'Rooftop Lounge', 'Smoke Free', 'Sprinkler System', 'Stainless Steel Appliances', 'Storage Space', 'Storage Units', 'Street Parking', 'Sundeck', 'TV Lounge', 'Trash Included', 'Tub/Shower', 'Views', 'Vinyl Flooring', 'Walk-In Closets', 'Washer/Dryer', 'Washer/Dryer', 'Wheelchair Accessible (Rooms)']","['Cable or Satellite TV', 'Ceiling Fan', 'Disability Access', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator', 'View', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/4751-12th-Ave-NE_Seattle_WA_98105_M21617-74199
6,Helix Ellipse,Apartment,"4751 12th Ave NE, Seattle, WA 98105",2006,1-bedroom,1.0,731.0,1983.0,5,8.2,2650.0,684990.0,"['24 Hour Availability', 'Accepts Credit Card Payments', 'Accepts Electronic Payments', 'BBQ/Picnic Area', 'Balcony', 'Barbecue Area', 'Barbecue/Grill', 'Business Center', 'Cable Ready', 'Car Charging Station', 'Carpet', 'Carpeting', 'Cats Allowed', 'Ceiling Fans', 'Clubhouse', 'Composting', 'Concierge', 'Controlled Access', 'Courtesy Patrol', 'Deck', 'Den', 'Disposal Chutes', 'Doorman', 'Dry Cleaning Services', 'Eat-in Kitchen', 'Elevator', 'Extra Storage', 'Freeway Access', 'Freezer', 'Gameroom', 'Gas Range', 'Gated', 'Granite Countertops', 'Grill', 'Health Club Discount', 'Heat', 'Heating', 'High Speed Internet Access', 'Individual Climate Control', 'Intercom', 'Kitchen', 'Large Closets', 'Large Dogs Allowed', 'Linen Closet', 'Loft Layout', 'Lounge', 'Maintenance on site', 'Online Resident Services', 'Online Services', 'Oven', 'Oversized Kitchens', 'Package Receiving', 'Package Service', 'Pantry', 'Patio', 'Pet Park', 'Planned Social Activities', 'Porch', 'Property Manager on Site', 'Range', 'Recreation Room', 'Recycling', 'Recycling', 'Rooftop Deck', 'Rooftop Lounge', 'Smoke Free', 'Sprinkler System', 'Stainless Steel Appliances', 'Storage Space', 'Storage Units', 'Street Parking', 'Sundeck', 'TV Lounge', 'Trash Included', 'Tub/Shower', 'Views', 'Vinyl Flooring', 'Walk-In Closets', 'Washer/Dryer', 'Washer/Dryer', 'Wheelchair Accessible (Rooms)']","['Cable or Satellite TV', 'Ceiling Fan', 'Disability Access', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator', 'View', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/4751-12th-Ave-NE_Seattle_WA_98105_M21617-74199
7,Helix Ellipse,Apartment,"4751 12th Ave NE, Seattle, WA 98105",2006,1-bedroom,1.0,650.0,1818.0,5,8.2,2650.0,684990.0,"['24 Hour Availability', 'Accepts Credit Card Payments', 'Accepts Electronic Payments', 'BBQ/Picnic Area', 'Balcony', 'Barbecue Area', 'Barbecue/Grill', 'Business Center', 'Cable Ready', 'Car Charging Station', 'Carpet', 'Carpeting', 'Cats Allowed', 'Ceiling Fans', 'Clubhouse', 'Composting', 'Concierge', 'Controlled Access', 'Courtesy Patrol', 'Deck', 'Den', 'Disposal Chutes', 'Doorman', 'Dry Cleaning Services', 'Eat-in Kitchen', 'Elevator', 'Extra Storage', 'Freeway Access', 'Freezer', 'Gameroom', 'Gas Range', 'Gated', 'Granite Countertops', 'Grill', 'Health Club Discount', 'Heat', 'Heating', 'High Speed Internet Access', 'Individual Climate Control', 'Intercom', 'Kitchen', 'Large Closets', 'Large Dogs Allowed', 'Linen Closet', 'Loft Layout', 'Lounge', 'Maintenance on site', 'Online Resident Services', 'Online Services', 'Oven', 'Oversized Kitchens', 'Package Receiving', 'Package Service', 'Pantry', 'Patio', 'Pet Park', 'Planned Social Activities', 'Porch', 'Property Manager on Site', 'Range', 'Recreation Room', 'Recycling', 'Recycling', 'Rooftop Deck', 'Rooftop Lounge', 'Smoke Free', 'Sprinkler System', 'Stainless Steel Appliances', 'Storage Space', 'Storage Units', 'Street Parking', 'Sundeck', 'TV Lounge', 'Trash Included', 'Tub/Shower', 'Views', 'Vinyl Flooring', 'Walk-In Closets', 'Washer/Dryer', 'Washer/Dryer', 'Wheelchair Accessible (Rooms)']","['Cable or Satellite TV', 'Ceiling Fan', 'Disability Access', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator', 'View', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/4751-12th-Ave-NE_Seattle_WA_98105_M21617-74199
8,Helix Ellipse,Apartment,"4751 12th Ave NE, Seattle, WA 98105",2006,1-bedroom,1.0,764.0,1903.0,5,8.2,2650.0,684990.0,"['24 Hour Availability', 'Accepts Credit Card Payments', 'Accepts Electronic Payments', 'BBQ/Picnic Area', 'Balcony', 'Barbecue Area', 'Barbecue/Grill', 'Business Center', 'Cable Ready', 'Car Charging Station', 'Carpet', 'Carpeting', 'Cats Allowed', 'Ceiling Fans', 'Clubhouse', 'Composting', 'Concierge', 'Controlled Access', 'Courtesy Patrol', 'Deck', 'Den', 'Disposal Chutes', 'Doorman', 'Dry Cleaning Services', 'Eat-in Kitchen', 'Elevator', 'Extra Storage', 'Freeway Access', 'Freezer', 'Gameroom', 'Gas Range', 'Gated', 'Granite Countertops', 'Grill', 'Health Club Discount', 'Heat', 'Heating', 'High Speed Internet Access', 'Individual Climate Control', 'Intercom', 'Kitchen', 'Large Closets', 'Large Dogs Allowed', 'Linen Closet', 'Loft Layout', 'Lounge', 'Maintenance on site', 'Online Resident Services', 'Online Services', 'Oven', 'Oversized Kitchens', 'Package Receiving', 'Package Service', 'Pantry', 'Patio', 'Pet Park', 'Planned Social Activities', 'Porch', 'Property Manager on Site', 'Range', 'Recreation Room', 'Recycling', 'Recycling', 'Rooftop Deck', 'Rooftop Lounge', 'Smoke Free', 'Sprinkler System', 'Stainless Steel Appliances', 'Storage Space', 'Storage Units', 'Street Parking', 'Sundeck', 'TV Lounge', 'Trash Included', 'Tub/Shower', 'Views', 'Vinyl Flooring', 'Walk-In Closets', 'Washer/Dryer', 'Washer/Dryer', 'Wheelchair Accessible (Rooms)']","['Cable or Satellite TV', 'Ceiling Fan', 'Disability Access', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator', 'View', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/4751-12th-Ave-NE_Seattle_WA_98105_M21617-74199
9,Helix Ellipse,Apartment,"4751 12th Ave NE, Seattle, WA 98105",2006,1-bedroom,1.0,755.0,1858.0,5,8.2,2650.0,684990.0,"['24 Hour Availability', 'Accepts Credit Card Payments', 'Accepts Electronic Payments', 'BBQ/Picnic Area', 'Balcony', 'Barbecue Area', 'Barbecue/Grill', 'Business Center', 'Cable Ready', 'Car Charging Station', 'Carpet', 'Carpeting', 'Cats Allowed', 'Ceiling Fans', 'Clubhouse', 'Composting', 'Concierge', 'Controlled Access', 'Courtesy Patrol', 'Deck', 'Den', 'Disposal Chutes', 'Doorman', 'Dry Cleaning Services', 'Eat-in Kitchen', 'Elevator', 'Extra Storage', 'Freeway Access', 'Freezer', 'Gameroom', 'Gas Range', 'Gated', 'Granite Countertops', 'Grill', 'Health Club Discount', 'Heat', 'Heating', 'High Speed Internet Access', 'Individual Climate Control', 'Intercom', 'Kitchen', 'Large Closets', 'Large Dogs Allowed', 'Linen Closet', 'Loft Layout', 'Lounge', 'Maintenance on site', 'Online Resident Services', 'Online Services', 'Oven', 'Oversized Kitchens', 'Package Receiving', 'Package Service', 'Pantry', 'Patio', 'Pet Park', 'Planned Social Activities', 'Porch', 'Property Manager on Site', 'Range', 'Recreation Room', 'Recycling', 'Recycling', 'Rooftop Deck', 'Rooftop Lounge', 'Smoke Free', 'Sprinkler System', 'Stainless Steel Appliances', 'Storage Space', 'Storage Units', 'Street Parking', 'Sundeck', 'TV Lounge', 'Trash Included', 'Tub/Shower', 'Views', 'Vinyl Flooring', 'Walk-In Closets', 'Washer/Dryer', 'Washer/Dryer', 'Wheelchair Accessible (Rooms)']","['Cable or Satellite TV', 'Ceiling Fan', 'Disability Access', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator', 'View', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/4751-12th-Ave-NE_Seattle_WA_98105_M21617-74199
