,Name,Type,Address,Built,Room Type,Bath,Sqft,Price,Number of Schools,Average School Rating,Median Rental Price,Median Listing Price,Community Features,Unit Features,url
0,,Single Family Home,"5707 NE 56th St, Seattle, WA 98105",,4-bedroom,,,4500.0,5,7.0,2650.0,684990.0,,,https://www.realtor.com/realestateandhomes-detail/5707-NE-56th-St_Seattle_WA_98105_M14102-56364
1,Lightbox,Apartment,"4545 8th Ave NE, Seattle, WA 98105",2014,studio,1.0,390.0,1509.0,5,8.0,2650.0,684990.0,"['Balcony', 'Carpet', 'Cats Allowed', 'Clubhouse', 'Controlled access with keyless fob', 'Dimmable light fixtures', 'Dogs Allowed', 'Electric car charging station', 'Elevator', 'Energy efficient appliances', 'Furnished Units Available', 'Gaming Stations', 'Hardwood Floors', 'High Speed Internet Access', 'Keyless entry', 'Large windows', 'Large windows for light-filled homes', 'Maintenance on site', 'Media Center/Movie Theatre', 'Outdoor fire pit', 'Outdoor fire pit - Coming Soon!', 'Outdoor kitchen', 'Outdoor kitchen - Coming Soon!', 'Outdoor movie theater', 'Outdoor movie theater - Coming Soon!', 'Package Service', 'Patio', 'Pet friendly community', 'Smoke Free', 'Spectacular views', 'Stainless steel appliances', 'Storage Space', 'Sundeck', 'Trash and recycling chutes', 'USB charging station', 'USB charging station at the kitchen counter', 'USB outletsUSB outlets', 'Under-cabinet lighting', 'Under-cabinet lighting in kitchens', 'Views', 'Washer/Dryer', 'Waste/recycling chutes on every floor']","['Dryer', 'Patio/Balcony', 'View']",https://www.realtor.com/realestateandhomes-detail/4545-8th-Ave-NE_Seattle_WA_98105_M12589-54954
2,Lightbox,Apartment,"4545 8th Ave NE, Seattle, WA 98105",2014,studio,1.0,429.0,1468.0,5,8.0,2650.0,684990.0,"['Balcony', 'Carpet', 'Cats Allowed', 'Clubhouse', 'Controlled access with keyless fob', 'Dimmable light fixtures', 'Dogs Allowed', 'Electric car charging station', 'Elevator', 'Energy efficient appliances', 'Furnished Units Available', 'Gaming Stations', 'Hardwood Floors', 'High Speed Internet Access', 'Keyless entry', 'Large windows', 'Large windows for light-filled homes', 'Maintenance on site', 'Media Center/Movie Theatre', 'Outdoor fire pit', 'Outdoor fire pit - Coming Soon!', 'Outdoor kitchen', 'Outdoor kitchen - Coming Soon!', 'Outdoor movie theater', 'Outdoor movie theater - Coming Soon!', 'Package Service', 'Patio', 'Pet friendly community', 'Smoke Free', 'Spectacular views', 'Stainless steel appliances', 'Storage Space', 'Sundeck', 'Trash and recycling chutes', 'USB charging station', 'USB charging station at the kitchen counter', 'USB outletsUSB outlets', 'Under-cabinet lighting', 'Under-cabinet lighting in kitchens', 'Views', 'Washer/Dryer', 'Waste/recycling chutes on every floor']","['Dryer', 'Patio/Balcony', 'View']",https://www.realtor.com/realestateandhomes-detail/4545-8th-Ave-NE_Seattle_WA_98105_M12589-54954
3,Lightbox,Apartment,"4545 8th Ave NE, Seattle, WA 98105",2014,studio,1.0,392.0,1547.0,5,8.0,2650.0,684990.0,"['Balcony', 'Carpet', 'Cats Allowed', 'Clubhouse', 'Controlled access with keyless fob', 'Dimmable light fixtures', 'Dogs Allowed', 'Electric car charging station', 'Elevator', 'Energy efficient appliances', 'Furnished Units Available', 'Gaming Stations', 'Hardwood Floors', 'High Speed Internet Access', 'Keyless entry', 'Large windows', 'Large windows for light-filled homes', 'Maintenance on site', 'Media Center/Movie Theatre', 'Outdoor fire pit', 'Outdoor fire pit - Coming Soon!', 'Outdoor kitchen', 'Outdoor kitchen - Coming Soon!', 'Outdoor movie theater', 'Outdoor movie theater - Coming Soon!', 'Package Service', 'Patio', 'Pet friendly community', 'Smoke Free', 'Spectacular views', 'Stainless steel appliances', 'Storage Space', 'Sundeck', 'Trash and recycling chutes', 'USB charging station', 'USB charging station at the kitchen counter', 'USB outletsUSB outlets', 'Under-cabinet lighting', 'Under-cabinet lighting in kitchens', 'Views', 'Washer/Dryer', 'Waste/recycling chutes on every floor']","['Dryer', 'Patio/Balcony', 'View']",https://www.realtor.com/realestateandhomes-detail/4545-8th-Ave-NE_Seattle_WA_98105_M12589-54954
4,Lightbox,Apartment,"4545 8th Ave NE, Seattle, WA 98105",2014,1-bedroom,1.0,453.0,1739.0,5,8.0,2650.0,684990.0,"['Balcony', 'Carpet', 'Cats Allowed', 'Clubhouse', 'Controlled access with keyless fob', 'Dimmable light fixtures', 'Dogs Allowed', 'Electric car charging station', 'Elevator', 'Energy efficient appliances', 'Furnished Units Available', 'Gaming Stations', 'Hardwood Floors', 'High Speed Internet Access', 'Keyless entry', 'Large windows', 'Large windows for light-filled homes', 'Maintenance on site', 'Media Center/Movie Theatre', 'Outdoor fire pit', 'Outdoor fire pit - Coming Soon!', 'Outdoor kitchen', 'Outdoor kitchen - Coming Soon!', 'Outdoor movie theater', 'Outdoor movie theater - Coming Soon!', 'Package Service', 'Patio', 'Pet friendly community', 'Smoke Free', 'Spectacular views', 'Stainless steel appliances', 'Storage Space', 'Sundeck', 'Trash and recycling chutes', 'USB charging station', 'USB charging station at the kitchen counter', 'USB outletsUSB outlets', 'Under-cabinet lighting', 'Under-cabinet lighting in kitchens', 'Views', 'Washer/Dryer', 'Waste/recycling chutes on every floor']","['Dryer', 'Patio/Balcony', 'View']",https://www.realtor.com/realestateandhomes-detail/4545-8th-Ave-NE_Seattle_WA_98105_M12589-54954
5,Lightbox,Apartment,"4545 8th Ave NE, Seattle, WA 98105",2014,1-bedroom,1.0,489.0,1542.0,5,8.0,2650.0,684990.0,"['Balcony', 'Carpet', 'Cats Allowed', 'Clubhouse', 'Controlled access with keyless fob', 'Dimmable light fixtures', 'Dogs Allowed', 'Electric car charging station', 'Elevator', 'Energy efficient appliances', 'Furnished Units Available', 'Gaming Stations', 'Hardwood Floors', 'High Speed Internet Access', 'Keyless entry', 'Large windows', 'Large windows for light-filled homes', 'Maintenance on site', 'Media Center/Movie Theatre', 'Outdoor fire pit', 'Outdoor fire pit - Coming Soon!', 'Outdoor kitchen', 'Outdoor kitchen - Coming Soon!', 'Outdoor movie theater', 'Outdoor movie theater - Coming Soon!', 'Package Service', 'Patio', 'Pet friendly community', 'Smoke Free', 'Spectacular views', 'Stainless steel appliances', 'Storage Space', 'Sundeck', 'Trash and recycling chutes', 'USB charging station', 'USB charging station at the kitchen counter', 'USB outletsUSB outlets', 'Under-cabinet lighting', 'Under-cabinet lighting in kitchens', 'Views', 'Washer/Dryer', 'Waste/recycling chutes on every floor']","['Dryer', 'Patio/Balcony', 'View']",https://www.realtor.com/realestateandhomes-detail/4545-8th-Ave-NE_Seattle_WA_98105_M12589-54954
6,Lightbox,Apartment,"4545 8th Ave NE, Seattle, WA 98105",2014,1-bedroom,1.0,484.0,1659.0,5,8.0,2650.0,684990.0,"['Balcony', 'Carpet', 'Cats Allowed', 'Clubhouse', 'Controlled access with keyless fob', 'Dimmable light fixtures', 'Dogs Allowed', 'Electric car charging station', 'Elevator', 'Energy efficient appliances', 'Furnished Units Available', 'Gaming Stations', 'Hardwood Floors', 'High Speed Internet Access', 'Keyless entry', 'Large windows', 'Large windows for light-filled homes', 'Maintenance on site', 'Media Center/Movie Theatre', 'Outdoor fire pit', 'Outdoor fire pit - Coming Soon!', 'Outdoor kitchen', 'Outdoor kitchen - Coming Soon!', 'Outdoor movie theater', 'Outdoor movie theater - Coming Soon!', 'Package Service', 'Patio', 'Pet friendly community', 'Smoke Free', 'Spectacular views', 'Stainless steel appliances', 'Storage Space', 'Sundeck', 'Trash and recycling chutes', 'USB charging station', 'USB charging station at the kitchen counter', 'USB outletsUSB outlets', 'Under-cabinet lighting', 'Under-cabinet lighting in kitchens', 'Views', 'Washer/Dryer', 'Waste/recycling chutes on every floor']","['Dryer', 'Patio/Balcony', 'View']",https://www.realtor.com/realestateandhomes-detail/4545-8th-Ave-NE_Seattle_WA_98105_M12589-54954
7,Lightbox,Apartment,"4545 8th Ave NE, Seattle, WA 98105",2014,2-bedroom,1.0,780.0,2274.0,5,8.0,2650.0,684990.0,"['Balcony', 'Carpet', 'Cats Allowed', 'Clubhouse', 'Controlled access with keyless fob', 'Dimmable light fixtures', 'Dogs Allowed', 'Electric car charging station', 'Elevator', 'Energy efficient appliances', 'Furnished Units Available', 'Gaming Stations', 'Hardwood Floors', 'High Speed Internet Access', 'Keyless entry', 'Large windows', 'Large windows for light-filled homes', 'Maintenance on site', 'Media Center/Movie Theatre', 'Outdoor fire pit', 'Outdoor fire pit - Coming Soon!', 'Outdoor kitchen', 'Outdoor kitchen - Coming Soon!', 'Outdoor movie theater', 'Outdoor movie theater - Coming Soon!', 'Package Service', 'Patio', 'Pet friendly community', 'Smoke Free', 'Spectacular views', 'Stainless steel appliances', 'Storage Space', 'Sundeck', 'Trash and recycling chutes', 'USB charging station', 'USB charging station at the kitchen counter', 'USB outletsUSB outlets', 'Under-cabinet lighting', 'Under-cabinet lighting in kitchens', 'Views', 'Washer/Dryer', 'Waste/recycling chutes on every floor']","['Dryer', 'Patio/Balcony', 'View']",https://www.realtor.com/realestateandhomes-detail/4545-8th-Ave-NE_Seattle_WA_98105_M12589-54954
8,Lightbox,Apartment,"4545 8th Ave NE, Seattle, WA 98105",2014,2-bedroom,1.0,771.0,2319.0,5,8.0,2650.0,684990.0,"['Balcony', 'Carpet', 'Cats Allowed', 'Clubhouse', 'Controlled access with keyless fob', 'Dimmable light fixtures', 'Dogs Allowed', 'Electric car charging station', 'Elevator', 'Energy efficient appliances', 'Furnished Units Available', 'Gaming Stations', 'Hardwood Floors', 'High Speed Internet Access', 'Keyless entry', 'Large windows', 'Large windows for light-filled homes', 'Maintenance on site', 'Media Center/Movie Theatre', 'Outdoor fire pit', 'Outdoor fire pit - Coming Soon!', 'Outdoor kitchen', 'Outdoor kitchen - Coming Soon!', 'Outdoor movie theater', 'Outdoor movie theater - Coming Soon!', 'Package Service', 'Patio', 'Pet friendly community', 'Smoke Free', 'Spectacular views', 'Stainless steel appliances', 'Storage Space', 'Sundeck', 'Trash and recycling chutes', 'USB charging station', 'USB charging station at the kitchen counter', 'USB outletsUSB outlets', 'Under-cabinet lighting', 'Under-cabinet lighting in kitchens', 'Views', 'Washer/Dryer', 'Waste/recycling chutes on every floor']","['Dryer', 'Patio/Balcony', 'View']",https://www.realtor.com/realestateandhomes-detail/4545-8th-Ave-NE_Seattle_WA_98105_M12589-54954
9,Lightbox,Apartment,"4545 8th Ave NE, Seattle, WA 98105",2014,2-bedroom,1.0,748.0,2309.0,5,8.0,2650.0,684990.0,"['Balcony', 'Carpet', 'Cats Allowed', 'Clubhouse', 'Controlled access with keyless fob', 'Dimmable light fixtures', 'Dogs Allowed', 'Electric car charging station', 'Elevator', 'Energy efficient appliances', 'Furnished Units Available', 'Gaming Stations', 'Hardwood Floors', 'High Speed Internet Access', 'Keyless entry', 'Large windows', 'Large windows for light-filled homes', 'Maintenance on site', 'Media Center/Movie Theatre', 'Outdoor fire pit', 'Outdoor fire pit - Coming Soon!', 'Outdoor kitchen', 'Outdoor kitchen - Coming Soon!', 'Outdoor movie theater', 'Outdoor movie theater - Coming Soon!', 'Package Service', 'Patio', 'Pet friendly community', 'Smoke Free', 'Spectacular views', 'Stainless steel appliances', 'Storage Space', 'Sundeck', 'Trash and recycling chutes', 'USB charging station', 'USB charging station at the kitchen counter', 'USB outletsUSB outlets', 'Under-cabinet lighting', 'Under-cabinet lighting in kitchens', 'Views', 'Washer/Dryer', 'Waste/recycling chutes on every floor']","['Dryer', 'Patio/Balcony', 'View']",https://www.realtor.com/realestateandhomes-detail/4545-8th-Ave-NE_Seattle_WA_98105_M12589-54954
