,Address,Sqft,Beds,Bath,Type,Built,Number of Schools,Average School Rating,Median Rental Price,Median Listing Price,community_count,unit_count,Price
86,"123 Broadway, Seattle, WA 98122",951.0,2,2.0,Apartment,2018.0,5,4.4,2650.0,684990.0,7,0,3200.0
87,"123 Broadway, Seattle, WA 98122",1009.0,2,2.0,Apartment,2018.0,5,4.4,2650.0,684990.0,7,0,3205.0
88,"123 Broadway, Seattle, WA 98122",1091.0,2,2.0,Apartment,2018.0,5,4.4,2650.0,684990.0,7,0,3185.0
89,"123 Broadway, Seattle, WA 98122",1126.0,2,2.0,Apartment,2018.0,5,4.4,2650.0,684990.0,7,0,3237.5
90,"123 Queen Anne Ave N Apt 601, Seattle, WA 98109",680.0,1,1.0,Single Family Home,2014.0,4,8.5,2650.0,684990.0,0,2,1850.0
91,"12314 32nd Ave NE 12314 32nd Ave NE, Seattle, WA 98125",700.0,1,1.0,Apartment,2014.0,6,5.83,2650.0,684990.0,1,0,1450.0
92,"12317 35th Ave NE Apt C, Seattle, WA 98125",3380.0,3,1.0,Other,2014.0,6,5.83,2650.0,684990.0,0,0,1900.0
93,"12360 35th Avenue NE 12360 35th Ave NE, Seattle, WA 98125",800.0,2,1.0,Apartment,1971.0,6,5.83,2650.0,684990.0,1,0,1395.0
94,"1241 N 172nd St, Shoreline, WA 98133",1010.0,3,1.0,Single Family Home,2014.0,5,5.4,2395.0,642500.0,0,2,2250.0
95,"12411-12415 Ambaum Blvd SW, Seattle, WA 98146",615.0,0,1.0,Apartment,1968.0,5,3.4,2650.0,684990.0,31,1,1100.0
96,"12411-12415 Ambaum Blvd SW, Seattle, WA 98146",650.0,1,1.0,Apartment,1968.0,5,3.4,2650.0,684990.0,31,1,1425.0
97,"12411-12415 Ambaum Blvd SW, Seattle, WA 98146",980.0,2,1.0,Apartment,1968.0,5,3.4,2650.0,684990.0,31,1,1550.0
98,"12411-12415 Ambaum Blvd SW, Seattle, WA 98146",1150.0,2,2.0,Apartment,1968.0,5,3.4,2650.0,684990.0,31,1,1500.0
99,"12618 109th Ct NE # 305, Seattle, WA 98034",1135.0,3,2.0,Apartment,2014.0,5,7.4,2650.0,684990.0,2,1,2300.0
100,"12728 NE 28th Ave, Seattle, WA 98125",510.0,1,1.0,Apartment,2000.0,6,5.83,2650.0,684990.0,53,1,1489.0
101,"12728 NE 28th Ave, Seattle, WA 98125",600.0,1,1.0,Apartment,2000.0,6,5.83,2650.0,684990.0,53,1,1429.0
102,"12728 NE 28th Ave, Seattle, WA 98125",625.0,1,1.0,Apartment,2000.0,6,5.83,2650.0,684990.0,53,1,1424.0
103,"12728 NE 28th Ave, Seattle, WA 98125",835.0,2,2.0,Apartment,2000.0,6,5.83,2650.0,684990.0,53,1,1758.0
104,"12728 NE 28th Ave, Seattle, WA 98125",850.0,2,2.0,Apartment,2000.0,6,5.83,2650.0,684990.0,53,1,1787.0
105,"12728 NE 28th Ave, Seattle, WA 98125",885.0,2,2.0,Apartment,2000.0,6,5.83,2650.0,684990.0,53,1,1754.0
106,"12728 NE 28th Ave, Seattle, WA 98125",980.0,2,2.0,Apartment,2000.0,6,5.83,2650.0,684990.0,53,1,1891.0
107,"12728 NE 28th Ave, Seattle, WA 98125",995.0,3,2.0,Apartment,2000.0,6,5.83,2650.0,684990.0,53,1,2079.0
108,"12741 Renton Ave S, Seattle, WA 98178",1040.0,3,2.0,Other,2014.0,4,3.5,2650.0,684990.0,0,0,1850.0
109,"12825 60th Ln S, Seattle, WA 98178",680.0,1,1.0,Apartment,1987.0,5,4.0,2650.0,684990.0,31,1,1225.0
110,"12825 60th Ln S, Seattle, WA 98178",890.0,2,1.0,Apartment,1987.0,5,4.0,2650.0,684990.0,31,1,1450.0
111,"12825 60th Ln S, Seattle, WA 98178",900.0,2,1.0,Apartment,1987.0,5,4.0,2650.0,684990.0,31,1,1450.0
112,"1316 26th Ave S, Seattle, WA 98144",1490.0,3,4.0,Other,2014.0,5,5.6,2650.0,684990.0,0,0,2999.0
113,"1321 Queen Anne Ave N, Seattle, WA 98109",876.0,2,1.0,Apartment,1950.0,5,8.0,2650.0,684990.0,55,0,2150.0
114,"1323 East Pine St 1323 E Pine St, Seattle, WA 98122",350.0,0,1.0,Apartment,2014.0,4,3.25,2650.0,684990.0,1,0,1295.0
115,"1330 Boren Ave, Seattle, WA 98101",380.0,0,1.0,Apartment,1925.0,3,3.33,2650.0,684990.0,42,1,1311.0
116,"1331 N 88th St, Seattle, WA 98103",1229.0,2,2.0,Single Family Home,2014.0,3,6.0,2650.0,684990.0,0,2,2300.0
117,"13509 1st Ave NE, Seattle, WA 98125",675.0,2,1.0,Single Family Home,2014.0,4,5.5,2650.0,684990.0,0,0,1395.0
118,"1356 Alki Ave SW 1356 Alki Ave SW, Seattle, WA 98116",500.0,1,1.0,Apartment,2014.0,5,6.6,2650.0,684990.0,1,0,1875.0
119,"1356 Alki Ave SW 1356 Alki Ave SW, Seattle, WA 98116",650.0,1,1.0,Apartment,2014.0,5,6.6,2650.0,684990.0,1,0,2300.0
120,"13725 32nd Ave NE, Seattle, WA 98125",638.0,1,1.0,Apartment,1990.0,5,6.0,2650.0,684990.0,23,1,1525.0
121,"13725 32nd Ave NE, Seattle, WA 98125",685.0,1,1.0,Apartment,1990.0,5,6.0,2650.0,684990.0,23,1,1425.0
122,"13725 32nd Ave NE, Seattle, WA 98125",779.0,2,1.0,Apartment,1990.0,5,6.0,2650.0,684990.0,23,1,1625.0
123,"13725 32nd Ave NE, Seattle, WA 98125",839.0,2,1.0,Apartment,1990.0,5,6.0,2650.0,684990.0,23,1,1605.0
124,"13725 32nd Ave NE, Seattle, WA 98125",840.0,2,2.0,Apartment,1990.0,5,6.0,2650.0,684990.0,23,1,1585.0
125,"13848 #A-#B 29th Ave S 13848 29th Ave S # B, Seatac, WA 98168",1000.0,2,1.0,Apartment,1952.0,5,2.6,2095.0,400000.0,1,0,1525.0
126,"13865 Interurban Ave S, Tukwila, WA 98168",728.0,1,1.0,Apartment,1988.0,4,3.0,2495.0,449000.0,19,1,1610.0
127,"13865 Interurban Ave S, Tukwila, WA 98168",864.0,2,1.0,Apartment,1988.0,4,3.0,2495.0,449000.0,19,1,1765.0
128,"13865 Interurban Ave S, Tukwila, WA 98168",888.0,2,2.0,Apartment,1988.0,4,3.0,2495.0,449000.0,19,1,1820.0
129,"138A 304 N 138th St, Seattle, WA 98133",1480.0,2,3.0,Single Family Home,2014.0,5,5.2,2650.0,684990.0,0,0,2050.0
130,"1404 25th Ave Apt#1-11 1404 25th Ave Apt 1-11, Seattle, WA 98122",500.0,1,1.0,Apartment,2014.0,6,4.0,2650.0,684990.0,0,0,1350.0
131,"1406 Bellevue Ave 1406 Bellevue Ave, Seattle, WA 98122",800.0,2,1.0,Apartment,2014.0,3,3.33,2650.0,684990.0,1,0,1750.0
132,"1408 12th Ave Unit 303, Seattle, WA 98122",704.0,1,1.0,Other,2014.0,4,3.25,2650.0,684990.0,0,0,2650.0
133,"1414 E Yesler Way, Seattle, WA 98122",161.0,0,1.0,Apartment,2017.0,5,4.0,2650.0,684990.0,14,0,1087.5
134,"1414 E Yesler Way, Seattle, WA 98122",174.0,0,1.0,Apartment,2017.0,5,4.0,2650.0,684990.0,14,0,1150.0
135,"1414 E Yesler Way, Seattle, WA 98122",176.0,0,1.0,Apartment,2017.0,5,4.0,2650.0,684990.0,14,0,1075.0
136,"1414 E Yesler Way, Seattle, WA 98122",197.0,0,1.0,Apartment,2017.0,5,4.0,2650.0,684990.0,14,0,1225.0
137,"1414 E Yesler Way, Seattle, WA 98122",259.0,0,1.0,Apartment,2017.0,5,4.0,2650.0,684990.0,14,0,1300.0
138,"1424 E Pine St, Seattle, WA 98122",1439.0,0,1.0,Other,2014.0,5,3.8,2650.0,684990.0,0,0,4557.0
139,"14307 Greenwood Ave N, Seattle, WA 98133",575.0,1,1.0,Apartment,2015.0,5,5.2,2650.0,684990.0,35,0,1665.0
140,"14307 Greenwood Ave N, Seattle, WA 98133",875.0,1,1.0,Apartment,2015.0,5,5.2,2650.0,684990.0,35,0,1995.0
141,"14307 Greenwood Ave N, Seattle, WA 98133",875.0,2,1.0,Apartment,2015.0,5,5.2,2650.0,684990.0,35,0,1995.0
142,"14307 Greenwood Ave N, Seattle, WA 98133",1020.0,2,2.0,Apartment,2015.0,5,5.2,2650.0,684990.0,35,0,2325.0
143,"14546 27th Ave NE, Shoreline, WA 98155",970.0,2,2.0,Single Family Home,2014.0,5,6.2,2395.0,642500.0,0,2,1950.0
144,"14683 35th Ct NE, Lake Forest Park, WA 98155",1696.0,3,3.0,Other,2014.0,5,6.2,2495.0,650000.0,0,0,2950.0
145,"1470 NW 75th St, Seattle, WA 98117",1870.0,4,1.0,Single Family Home,2014.0,5,7.8,2650.0,684990.0,0,0,2895.0
146,"14812 Bothell Way NE, Lake Forest Park, WA 98155",720.0,1,1.0,Apartment,1968.0,5,6.2,2495.0,650000.0,21,0,1460.0
147,"14812 Bothell Way NE, Lake Forest Park, WA 98155",1062.0,2,2.0,Apartment,1968.0,5,6.2,2495.0,650000.0,21,0,1785.0
148,"1500 16th Avenue 1500 16th Ave, Seattle, WA 98122",800.0,2,1.0,Apartment,2014.0,5,4.0,2650.0,684990.0,1,0,2199.0
149,"1501 NW 56th St, Seattle, WA 98107",510.0,1,1.0,Apartment,2014.0,5,7.4,2650.0,684990.0,13,1,1695.0
150,"1501 NW 56th St, Seattle, WA 98107",714.0,1,1.0,Apartment,2014.0,5,7.4,2650.0,684990.0,13,1,1909.0
151,"1501 NW 56th St, Seattle, WA 98107",756.0,1,1.0,Apartment,2014.0,5,7.4,2650.0,684990.0,13,1,2228.0
152,"1501 NW 56th St, Seattle, WA 98107",766.0,1,1.0,Apartment,2014.0,5,7.4,2650.0,684990.0,13,1,1916.0
153,"1501 NW 56th St, Seattle, WA 98107",792.0,1,1.0,Apartment,2014.0,5,7.4,2650.0,684990.0,13,1,2202.0
154,"1501 NW 56th St, Seattle, WA 98107",817.0,1,1.0,Apartment,2014.0,5,7.4,2650.0,684990.0,13,1,2229.0
155,"1501 NW 56th St, Seattle, WA 98107",1062.0,2,2.0,Apartment,2014.0,5,7.4,2650.0,684990.0,13,1,2653.0
156,"1501 NW 56th St, Seattle, WA 98107",1146.0,2,2.0,Apartment,2014.0,5,7.4,2650.0,684990.0,13,1,2945.0
157,"1504 NE 62nd-Main, Seattle, WA 98115",1230.0,2,1.0,Single Family Home,2014.0,5,8.4,2650.0,684990.0,0,2,2996.0
158,"1516 NW 51st St, Seattle, WA 98107",346.0,0,1.0,Apartment,2016.0,5,7.4,2650.0,684990.0,46,1,1540.0
159,"1516 NW 51st St, Seattle, WA 98107",578.0,1,1.0,Apartment,2016.0,5,7.4,2650.0,684990.0,46,1,1910.0
160,"1516 NW 51st St, Seattle, WA 98107",590.0,1,1.0,Apartment,2016.0,5,7.4,2650.0,684990.0,46,1,1895.0
161,"1516 NW 51st St, Seattle, WA 98107",662.0,1,1.0,Apartment,2016.0,5,7.4,2650.0,684990.0,46,1,2040.0
162,"1521 2nd Ave, Seattle, WA 98101",1729.0,2,2.0,Condo/Townhome/Row Home/Co-Op,2014.0,3,3.33,2650.0,684990.0,0,2,5995.0
163,"1522 NE 175th St Unit 206, Shoreline, WA 98155",857.0,2,2.0,Condo/Townhome/Row Home/Co-Op,2014.0,4,6.25,2395.0,642500.0,0,0,1595.0
164,"1523 E Madison St, Seattle, WA 98122",233.0,0,1.0,Apartment,2016.0,5,3.8,2650.0,684990.0,14,0,1375.0
165,"1523 E Madison St, Seattle, WA 98122",311.0,1,1.0,Apartment,2016.0,5,3.8,2650.0,684990.0,14,0,1425.0
166,"1523 E Madison St, Seattle, WA 98122",358.0,1,1.0,Apartment,2016.0,5,3.8,2650.0,684990.0,14,0,1425.0
167,"1525 Taylor Ave N Apt 507, Seattle, WA 98109",670.0,1,1.0,Single Family Home,2014.0,5,8.0,2650.0,684990.0,0,0,1745.0
168,"153 S 160th St, Burien, WA 98148",750.0,1,1.0,Apartment,1969.0,5,3.0,1795.0,472500.0,18,0,985.0
169,"153 S 160th St, Burien, WA 98148",850.0,2,1.0,Apartment,1969.0,5,3.0,1795.0,472500.0,18,0,1125.0
170,"1531 NW 61st St. 1531 NW 61st St, Seattle, WA 98107",990.0,2,2.0,Apartment,2014.0,5,7.4,2650.0,684990.0,0,0,2300.0
171,"1537 NW 56th St, Seattle, WA 98107",596.0,1,1.0,Apartment,2017.0,5,7.4,2650.0,684990.0,56,1,1925.0
172,"1537 NW 56th St, Seattle, WA 98107",636.0,1,1.0,Apartment,2017.0,5,7.4,2650.0,684990.0,56,1,2035.0
173,"1537 NW 56th St, Seattle, WA 98107",719.0,1,1.0,Apartment,2017.0,5,7.4,2650.0,684990.0,56,1,2275.0
174,"1537 NW 56th St, Seattle, WA 98107",760.0,1,1.0,Apartment,2017.0,5,7.4,2650.0,684990.0,56,1,2450.0
175,"1537 NW 56th St, Seattle, WA 98107",933.0,2,2.0,Apartment,2017.0,5,7.4,2650.0,684990.0,56,1,2922.5
176,"1537 NW 56th St, Seattle, WA 98107",1143.0,2,2.0,Apartment,2017.0,5,7.4,2650.0,684990.0,56,1,3145.0
177,"1539 NE 103rd St, Seattle, WA 98125",200.0,0,1.0,Apartment,2014.0,5,5.6,2650.0,684990.0,2,0,900.0
178,"1545 NW Market St, Seattle, WA 98107",455.0,0,1.0,Apartment,2009.0,5,7.4,2650.0,684990.0,53,1,1746.0
179,"1545 NW Market St, Seattle, WA 98107",644.0,1,1.0,Apartment,2009.0,5,7.4,2650.0,684990.0,53,1,1799.0
180,"1545 NW Market St, Seattle, WA 98107",715.0,1,1.0,Apartment,2009.0,5,7.4,2650.0,684990.0,53,1,2100.0
181,"1545 NW Market St, Seattle, WA 98107",835.0,2,1.0,Apartment,2009.0,5,7.4,2650.0,684990.0,53,1,2475.0
182,"1545 NW Market St, Seattle, WA 98107",880.0,2,1.0,Apartment,2009.0,5,7.4,2650.0,684990.0,53,1,2475.0
183,"1545 NW Market St, Seattle, WA 98107",903.0,1,1.0,Apartment,2009.0,5,7.4,2650.0,684990.0,53,1,2199.0
184,"1545 NW Market St, Seattle, WA 98107",972.0,2,2.0,Apartment,2009.0,5,7.4,2650.0,684990.0,53,1,3128.0
185,"15615 3rd Ave NE, Shoreline, WA 98155",2540.0,4,2.0,Single Family Home,2014.0,5,6.0,2395.0,642500.0,0,2,2495.0
186,"15800 4th Ave S, Burien, WA 98148",646.0,1,1.0,Apartment,1978.0,5,3.0,1795.0,472500.0,15,0,1442.0
187,"15800 4th Ave S, Burien, WA 98148",897.0,2,1.0,Apartment,1978.0,5,3.0,1795.0,472500.0,15,0,1685.0
188,"1610 Belmont Ave Apt 301, Seattle, WA 98122",890.0,2,2.0,Single Family Home,2014.0,3,3.33,2650.0,684990.0,0,2,2795.0
189,"1611 on Lake Union 1611 8th Ave N, Seattle, WA 98109",402.0,0,1.0,Apartment,2008.0,4,7.75,2650.0,684990.0,31,1,1349.0
190,"1611 on Lake Union 1611 8th Ave N, Seattle, WA 98109",515.0,1,1.0,Apartment,2008.0,4,7.75,2650.0,684990.0,31,1,1889.0
191,"1611 on Lake Union 1611 8th Ave N, Seattle, WA 98109",562.0,0,1.0,Apartment,2008.0,4,7.75,2650.0,684990.0,31,1,1622.0
192,"1611 on Lake Union 1611 8th Ave N, Seattle, WA 98109",776.0,2,1.0,Apartment,2008.0,4,7.75,2650.0,684990.0,31,1,2166.0
193,"1611 on Lake Union 1611 8th Ave N, Seattle, WA 98109",853.0,2,2.0,Apartment,2008.0,4,7.75,2650.0,684990.0,31,1,2055.0
194,"1611 on Lake Union 1611 8th Ave N, Seattle, WA 98109",1119.0,2,2.0,Apartment,2008.0,4,7.75,2650.0,684990.0,31,1,3142.0
195,"1615 15th Ave. 1615 15th Ave, Seattle, WA 98122",520.0,1,1.0,Apartment,1907.0,5,3.8,2650.0,684990.0,1,0,1495.0
196,"165 17th Ave 165 17th Ave, Seattle, WA 98122",642.0,1,1.0,Apartment,1970.0,5,4.0,2650.0,684990.0,1,0,1660.0
197,"16725 3rd Ave NE, Shoreline, WA 98155",2020.0,4,2.0,Single Family Home,2014.0,5,6.0,2395.0,642500.0,0,2,2400.0
198,"1714 14th Avenue 1714 14th Ave, Seattle, WA 98122",506.0,1,1.0,Apartment,2018.0,4,3.5,2650.0,684990.0,1,0,1750.0
199,"1719 NW 57th #B1, B2, 101-205 1719 NW 57th St Apt B1, Seattle, WA 98107",600.0,1,1.0,Apartment,2014.0,5,7.4,2650.0,684990.0,0,0,1295.0
200,"17763 15th Ave NE, Shoreline, WA 98155",1230.0,3,2.0,Apartment,2007.0,3,6.0,2395.0,642500.0,43,0,2268.0
201,"1800 S Jackson St, Seattle, WA 98144",786.0,0,1.0,Apartment,2009.0,5,4.6,2650.0,684990.0,68,1,1321.0
202,"1800 S Jackson St, Seattle, WA 98144",1183.0,2,2.0,Apartment,2009.0,5,4.6,2650.0,684990.0,68,1,2602.0
203,"1801-1805 S Jackson St, Seattle, WA 98144",495.0,1,1.0,Apartment,2018.0,5,4.6,2650.0,684990.0,6,0,1925.0
204,"1801-1805 S Jackson St, Seattle, WA 98144",550.0,1,1.0,Apartment,2018.0,5,4.6,2650.0,684990.0,6,0,1925.0
205,"1801-1805 S Jackson St, Seattle, WA 98144",551.0,1,1.0,Apartment,2018.0,5,4.6,2650.0,684990.0,6,0,1947.5
206,"1801-1805 S Jackson St, Seattle, WA 98144",568.0,1,1.0,Apartment,2018.0,5,4.6,2650.0,684990.0,6,0,1975.0
207,"1801-1805 S Jackson St, Seattle, WA 98144",610.0,1,1.0,Apartment,2018.0,5,4.6,2650.0,684990.0,6,0,2045.0
208,"1801-1805 S Jackson St, Seattle, WA 98144",615.0,1,1.0,Apartment,2018.0,5,4.6,2650.0,684990.0,6,0,2020.0
209,"1801-1805 S Jackson St, Seattle, WA 98144",643.0,1,1.0,Apartment,2018.0,5,4.6,2650.0,684990.0,6,0,2095.0
210,"1801-1805 S Jackson St, Seattle, WA 98144",645.0,0,1.0,Apartment,2018.0,5,4.6,2650.0,684990.0,6,0,1945.0
211,"1801-1805 S Jackson St, Seattle, WA 98144",646.0,1,1.0,Apartment,2018.0,5,4.6,2650.0,684990.0,6,0,2095.0
212,"1801-1805 S Jackson St, Seattle, WA 98144",657.0,1,1.0,Apartment,2018.0,5,4.6,2650.0,684990.0,6,0,2095.0
213,"1801-1805 S Jackson St, Seattle, WA 98144",660.0,1,1.0,Apartment,2018.0,5,4.6,2650.0,684990.0,6,0,2085.0
214,"1801-1805 S Jackson St, Seattle, WA 98144",672.0,1,1.0,Apartment,2018.0,5,4.6,2650.0,684990.0,6,0,1980.0
215,"1801-1805 S Jackson St, Seattle, WA 98144",713.0,1,1.0,Apartment,2018.0,5,4.6,2650.0,684990.0,6,0,2160.0
216,"1801-1805 S Jackson St, Seattle, WA 98144",752.0,1,1.0,Apartment,2018.0,5,4.6,2650.0,684990.0,6,0,2455.0
217,"1801-1805 S Jackson St, Seattle, WA 98144",761.0,1,1.0,Apartment,2018.0,5,4.6,2650.0,684990.0,6,0,2295.0
218,"1801-1805 S Jackson St, Seattle, WA 98144",865.0,2,2.0,Apartment,2018.0,5,4.6,2650.0,684990.0,6,0,3135.0
219,"1801-1805 S Jackson St, Seattle, WA 98144",868.0,2,2.0,Apartment,2018.0,5,4.6,2650.0,684990.0,6,0,2950.0
220,"1801-1805 S Jackson St, Seattle, WA 98144",877.0,2,2.0,Apartment,2018.0,5,4.6,2650.0,684990.0,6,0,2860.0
221,"1801-1805 S Jackson St, Seattle, WA 98144",924.0,2,2.0,Apartment,2018.0,5,4.6,2650.0,684990.0,6,0,3060.0
222,"1801-1805 S Jackson St, Seattle, WA 98144",945.0,1,1.0,Apartment,2018.0,5,4.6,2650.0,684990.0,6,0,2570.0
223,"1801-1805 S Jackson St, Seattle, WA 98144",997.0,1,1.0,Apartment,2018.0,5,4.6,2650.0,684990.0,6,0,2570.0
224,"1801-1805 S Jackson St, Seattle, WA 98144",1101.0,2,2.0,Apartment,2018.0,5,4.6,2650.0,684990.0,6,0,3490.0
225,"1801-1805 S Jackson St, Seattle, WA 98144",1333.0,2,2.0,Apartment,2018.0,5,4.6,2650.0,684990.0,6,0,3580.0
226,"1801-1805 S Jackson St, Seattle, WA 98144",1481.0,1,1.0,Apartment,2018.0,5,4.6,2650.0,684990.0,6,0,3090.0
227,"18029 Linden Ave N, Shoreline, WA 98133",1650.0,4,2.0,Single Family Home,2014.0,5,5.4,2395.0,642500.0,0,0,2395.0
228,"1814 12th Ave S, Seattle, WA 98144",577.0,1,1.0,Apartment,2018.0,5,6.2,2650.0,684990.0,20,0,1650.0
229,"1821 Harvard Ave 1821 Harvard Ave, Seattle, WA 98122",775.0,2,1.0,Apartment,2014.0,3,3.33,2650.0,684990.0,1,0,2150.0
230,"1823 Eastlake Ave E, Seattle, WA 98102",433.0,0,1.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,1544.0
231,"1823 Eastlake Ave E, Seattle, WA 98102",436.0,0,1.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,1574.0
232,"1823 Eastlake Ave E, Seattle, WA 98102",437.0,0,1.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,1663.0
233,"1823 Eastlake Ave E, Seattle, WA 98102",474.0,0,1.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,1790.0
234,"1823 Eastlake Ave E, Seattle, WA 98102",474.0,1,1.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,1665.0
235,"1823 Eastlake Ave E, Seattle, WA 98102",477.0,0,1.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,1688.0
236,"1823 Eastlake Ave E, Seattle, WA 98102",484.0,0,1.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,1735.0
237,"1823 Eastlake Ave E, Seattle, WA 98102",485.0,0,1.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,1848.0
238,"1823 Eastlake Ave E, Seattle, WA 98102",490.0,0,1.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,1706.0
239,"1823 Eastlake Ave E, Seattle, WA 98102",491.0,1,1.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,1621.0
240,"1823 Eastlake Ave E, Seattle, WA 98102",596.0,1,1.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,2127.0
241,"1823 Eastlake Ave E, Seattle, WA 98102",639.0,1,1.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,2167.0
242,"1823 Eastlake Ave E, Seattle, WA 98102",657.0,1,1.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,2407.0
243,"1823 Eastlake Ave E, Seattle, WA 98102",683.0,1,1.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,1995.0
244,"1823 Eastlake Ave E, Seattle, WA 98102",688.0,1,1.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,2051.0
245,"1823 Eastlake Ave E, Seattle, WA 98102",705.0,1,1.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,2161.0
246,"1823 Eastlake Ave E, Seattle, WA 98102",721.0,1,1.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,2358.0
247,"1823 Eastlake Ave E, Seattle, WA 98102",723.0,1,1.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,2415.0
248,"1823 Eastlake Ave E, Seattle, WA 98102",738.0,1,1.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,2604.0
249,"1823 Eastlake Ave E, Seattle, WA 98102",775.0,1,1.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,2844.0
250,"1823 Eastlake Ave E, Seattle, WA 98102",818.0,2,2.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,3037.0
251,"1823 Eastlake Ave E, Seattle, WA 98102",844.0,1,1.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,2793.0
252,"1823 Eastlake Ave E, Seattle, WA 98102",845.0,1,1.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,2704.0
253,"1823 Eastlake Ave E, Seattle, WA 98102",876.0,1,1.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,2803.0
254,"1823 Eastlake Ave E, Seattle, WA 98102",888.0,2,2.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,3216.0
255,"1823 Eastlake Ave E, Seattle, WA 98102",921.0,2,2.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,2800.0
256,"1823 Eastlake Ave E, Seattle, WA 98102",942.0,1,1.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,3014.0
257,"1823 Eastlake Ave E, Seattle, WA 98102",945.0,1,1.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,3042.0
258,"1823 Eastlake Ave E, Seattle, WA 98102",1148.0,2,2.0,Apartment,2017.0,3,5.33,2650.0,684990.0,20,1,3674.0
259,"1823 Minor Ave, Seattle, WA 98101",404.0,0,2.0,Apartment,2017.0,3,3.33,2650.0,684990.0,15,0,1720.0
260,"1823 Minor Ave, Seattle, WA 98101",726.0,1,1.0,Apartment,2017.0,3,3.33,2650.0,684990.0,15,0,2890.0
261,"1823 Minor Ave, Seattle, WA 98101",846.0,0,1.0,Apartment,2017.0,3,3.33,2650.0,684990.0,15,0,2750.0
262,"1823 Minor Ave, Seattle, WA 98101",981.0,2,2.0,Apartment,2017.0,3,3.33,2650.0,684990.0,15,0,3530.0
263,"1823 Minor Ave, Seattle, WA 98101",1460.0,2,2.0,Apartment,2017.0,3,3.33,2650.0,684990.0,15,0,6610.0
264,"18906 8th Ave NW Apt 211, Shoreline, WA 98177",920.0,2,2.0,Single Family Home,2014.0,5,5.4,2395.0,642500.0,0,2,1750.0
265,"18910 8th Ave NW Apt 324, Shoreline, WA 98177",730.0,1,1.0,Single Family Home,2014.0,6,5.5,2395.0,642500.0,0,0,1295.0
266,"1911 E. Roy St. 1911 E Roy St, Seattle, WA 98112",486.0,1,1.0,Apartment,1909.0,4,3.5,2650.0,684990.0,1,0,1395.0
267,"1915 2nd Ave, Seattle, WA 98101",483.0,0,1.0,Apartment,2014.0,4,4.75,2650.0,684990.0,28,0,1910.0
268,"1915 2nd Ave, Seattle, WA 98101",489.0,0,1.0,Apartment,2014.0,4,4.75,2650.0,684990.0,28,0,1815.0
269,"1915 2nd Ave, Seattle, WA 98101",499.0,0,1.0,Apartment,2014.0,4,4.75,2650.0,684990.0,28,0,1860.0
270,"1915 2nd Ave, Seattle, WA 98101",516.0,1,1.0,Apartment,2014.0,4,4.75,2650.0,684990.0,28,0,2145.0
271,"1915 2nd Ave, Seattle, WA 98101",588.0,1,1.0,Apartment,2014.0,4,4.75,2650.0,684990.0,28,0,1990.0
272,"1915 2nd Ave, Seattle, WA 98101",649.0,1,1.0,Apartment,2014.0,4,4.75,2650.0,684990.0,28,0,2550.0
273,"1915 2nd Ave, Seattle, WA 98101",772.0,1,1.0,Apartment,2014.0,4,4.75,2650.0,684990.0,28,0,2840.0
274,"1915 2nd Ave, Seattle, WA 98101",835.0,1,1.0,Apartment,2014.0,4,4.75,2650.0,684990.0,28,0,2730.0
275,"1915 2nd Ave, Seattle, WA 98101",1100.0,2,2.0,Apartment,2014.0,4,4.75,2650.0,684990.0,28,0,3285.0
276,"1915 2nd Ave, Seattle, WA 98101",1205.0,2,2.0,Apartment,2014.0,4,4.75,2650.0,684990.0,28,0,3385.0
277,"1925 Eastlake Avenue East 1925 Eastlake Ave E, Seattle, WA 98102",765.0,1,1.0,Apartment,1977.0,3,5.33,2650.0,684990.0,0,0,1650.0
