,Address,Sqft,Beds,Bath,Type,Built,Number of Schools,Average School Rating,Median Rental Price,Median Listing Price,community_count,unit_count,Price
472,"229 Andover Park E, Tukwila, WA 98188",1840.0,3,3.0,Apartment,2018.0,5,3.0,2495.0,449000.0,38,0,6800.0
473,"2300 NE 65th Street 2300 NE 65th St, Seattle, WA 98115",871.0,2,2.0,Apartment,2014.0,5,8.6,2650.0,684990.0,1,0,2095.0
474,"2319 Minor Ave  E 2319 Minor Ave E, Seattle, WA 98102",1000.0,2,1.0,Apartment,2014.0,3,7.33,2650.0,684990.0,1,0,1990.0
475,"2321 Minor Ave E, Seattle, WA 98102",1000.0,2,1.0,Condo/Townhome/Row Home/Co-Op,2014.0,3,7.33,2650.0,684990.0,0,2,1990.0
476,"2324 W Newton St Apt 302, Seattle, WA 98199",932.0,2,2.0,Other,2014.0,5,8.2,2650.0,684990.0,0,0,2700.0
477,"2360 43rd Ave E, Seattle, WA 98112",813.0,1,1.0,Condo/Townhome/Row Home/Co-Op,2014.0,4,7.0,2650.0,684990.0,0,2,1750.0
478,"2400 4th Ave, Seattle, WA 98121",480.0,0,1.0,Apartment,1999.0,4,6.25,2650.0,684990.0,21,1,1722.0
479,"2400 4th Ave, Seattle, WA 98121",623.0,0,1.0,Apartment,1999.0,4,6.25,2650.0,684990.0,21,1,1893.0
480,"2400 4th Ave, Seattle, WA 98121",707.0,1,1.0,Apartment,1999.0,4,6.25,2650.0,684990.0,21,1,1881.0
481,"2440 Western Ave Apt 610, Seattle, WA 98121",1057.0,2,2.0,Condo/Townhome/Row Home/Co-Op,2014.0,4,6.25,2650.0,684990.0,0,0,2695.0
482,"2447 NW 58th St 2447 NW 58th St, Seattle, WA 98107",950.0,2,2.0,Apartment,2014.0,6,7.5,2650.0,684990.0,1,0,2145.0
483,"2450 Aurora Ave N, Seattle, WA 98109",580.0,1,1.0,Apartment,1987.0,5,7.8,2650.0,684990.0,48,0,1665.0
484,"2515 4th Ave, Seattle, WA 98121",465.0,0,1.0,Apartment,1991.0,4,6.25,2650.0,684990.0,9,0,1589.0
485,"2515 4th Ave, Seattle, WA 98121",475.0,0,1.0,Apartment,1991.0,4,6.25,2650.0,684990.0,9,0,1542.0
486,"2515 4th Ave, Seattle, WA 98121",527.0,0,1.0,Apartment,1991.0,4,6.25,2650.0,684990.0,9,0,1716.0
487,"2515 4th Ave, Seattle, WA 98121",558.0,0,1.0,Apartment,1991.0,4,6.25,2650.0,684990.0,9,0,1862.0
488,"2515 4th Ave, Seattle, WA 98121",600.0,1,1.0,Apartment,1991.0,4,6.25,2650.0,684990.0,9,0,2364.0
489,"2515 4th Ave, Seattle, WA 98121",646.0,0,1.0,Apartment,1991.0,4,6.25,2650.0,684990.0,9,0,2096.0
490,"2515 4th Ave, Seattle, WA 98121",1012.0,2,2.0,Apartment,1991.0,4,6.25,2650.0,684990.0,9,0,3477.0
491,"2520 32nd Ave. W. 2520 32nd Ave W, Seattle, WA 98199",870.0,2,1.0,Apartment,2014.0,5,8.2,2650.0,684990.0,1,0,1775.0
492,"2522 NE 195th St 2522 NE 195th St, Lake Forest Park, WA 98155",1108.0,2,2.0,Apartment,2014.0,4,5.75,2495.0,650000.0,1,0,1295.0
493,"2525 14th Ave S, Seattle, WA 98144",192.0,0,1.0,Apartment,1918.0,5,5.6,2650.0,684990.0,15,1,925.0
494,"2525 14th Ave S, Seattle, WA 98144",440.0,0,1.0,Apartment,1918.0,5,5.6,2650.0,684990.0,15,1,1100.0
495,"2525 14th Ave S, Seattle, WA 98144",625.0,1,1.0,Apartment,1918.0,5,5.6,2650.0,684990.0,15,1,1300.0
496,"2525 14th Ave S, Seattle, WA 98144",770.0,2,1.0,Apartment,1918.0,5,5.6,2650.0,684990.0,15,1,1700.0
497,"2601 W Blaine St, Seattle, WA 98199",1900.0,3,2.0,Single Family Home,2014.0,5,8.2,2650.0,684990.0,0,0,3550.0
498,"2617 22nd Ave W, Seattle, WA 98199",1135.0,2,1.0,Apartment,2014.0,5,8.2,2650.0,684990.0,0,0,1995.0
499,"2620 NW 63rd St, Seattle, WA 98107",700.0,2,1.0,Condo/Townhome/Row Home/Co-Op,2014.0,6,7.5,2650.0,684990.0,0,2,1750.0
500,"2621 2nd Ave, Seattle, WA 98121",1150.0,2,2.0,Condo/Townhome/Row Home/Co-Op,2014.0,4,6.25,2650.0,684990.0,0,0,2550.0
501,"2635 Prosch Ave W 2635 Prosch Ave W, Seattle, WA 98119",492.0,1,1.0,Apartment,2014.0,5,8.4,2650.0,684990.0,1,0,1425.0
502,"264 E Newton St # A, Seattle, WA 98102",1200.0,3,2.0,Other,2014.0,3,7.33,2650.0,684990.0,0,0,2790.0
503,"2655 14th Ave W 2655 14th Ave W, Seattle, WA 98119",750.0,1,1.0,Apartment,2014.0,5,8.4,2650.0,684990.0,0,0,1295.0
504,"2655 14th Ave W 2655 14th Ave W, Seattle, WA 98119",850.0,2,1.0,Apartment,2014.0,5,8.4,2650.0,684990.0,0,0,1695.0
505,"2721 4th Ave, Seattle, WA 98121",240.0,0,1.0,Apartment,1994.0,4,6.25,2650.0,684990.0,9,0,1795.0
506,"2726 Franklin Ave E 2726 Franklin Ave E, Seattle, WA 98102",740.0,1,1.0,Apartment,2014.0,4,7.5,2650.0,684990.0,1,0,1595.0
507,"2727 W Manor Pl, Seattle, WA 98199",800.0,1,1.0,Apartment,1968.0,5,8.2,2650.0,684990.0,11,0,1660.0
508,"2727 W Manor Pl, Seattle, WA 98199",800.0,2,2.0,Apartment,1968.0,5,8.2,2650.0,684990.0,11,0,1625.0
509,"2727 W Manor Pl, Seattle, WA 98199",830.0,1,1.0,Apartment,1968.0,5,8.2,2650.0,684990.0,11,0,1659.0
510,"2738 NE 135th St, Seattle, WA 98125",1030.0,1,1.0,Single Family Home,2014.0,5,6.2,2650.0,684990.0,1,1,800.0
511,"2761-2769 NW 80th Street 2761-2769 NW 80th St, Seattle, WA 98117",850.0,2,1.0,Apartment,2014.0,5,7.8,2650.0,684990.0,1,0,2100.0
512,"2801, 2810, 2811 E Yesler Way 2811 E Yesler Way, Seattle, WA 98122",727.0,2,1.0,Apartment,1964.0,6,5.0,2650.0,684990.0,1,0,1895.0
513,"2820 E Madison St, Seattle, WA 98112",866.0,2,1.0,Condo/Townhome/Row Home/Co-Op,2014.0,6,4.5,2650.0,684990.0,0,0,2350.0
514,"2820 Eastlake Ave E, Seattle, WA 98102",243.0,0,1.0,Apartment,2015.0,4,7.5,2650.0,684990.0,26,0,1034.0
515,"2820 Eastlake Ave E, Seattle, WA 98102",436.0,0,1.0,Apartment,2015.0,4,7.5,2650.0,684990.0,26,0,1270.0
516,"2834 15th Ave W 2834 15th Ave W, Seattle, WA 98119",525.0,1,1.0,Apartment,2014.0,5,8.4,2650.0,684990.0,1,0,1525.0
517,"2834 15th Ave W 2834 15th Ave W, Seattle, WA 98119",650.0,1,1.0,Apartment,2014.0,5,8.4,2650.0,684990.0,1,0,1545.0
518,"2834 15th Ave W 2834 15th Ave W, Seattle, WA 98119",900.0,2,2.0,Apartment,2014.0,5,8.4,2650.0,684990.0,1,0,1825.0
519,"285 8th Ave N, Seattle, WA 98109",436.0,0,1.0,Apartment,2015.0,3,6.0,2650.0,684990.0,20,0,1895.0
520,"285 8th Ave N, Seattle, WA 98109",494.0,0,1.0,Apartment,2015.0,3,6.0,2650.0,684990.0,20,0,1750.0
521,"285 8th Ave N, Seattle, WA 98109",507.0,0,1.0,Apartment,2015.0,3,6.0,2650.0,684990.0,20,0,1675.0
522,"285 8th Ave N, Seattle, WA 98109",547.0,1,1.0,Apartment,2015.0,3,6.0,2650.0,684990.0,20,0,1910.0
523,"285 8th Ave N, Seattle, WA 98109",553.0,1,1.0,Apartment,2015.0,3,6.0,2650.0,684990.0,20,0,1815.0
524,"285 8th Ave N, Seattle, WA 98109",555.0,0,1.0,Apartment,2015.0,3,6.0,2650.0,684990.0,20,0,1675.0
525,"285 8th Ave N, Seattle, WA 98109",581.0,1,1.0,Apartment,2015.0,3,6.0,2650.0,684990.0,20,0,1765.0
526,"285 8th Ave N, Seattle, WA 98109",587.0,1,1.0,Apartment,2015.0,3,6.0,2650.0,684990.0,20,0,1865.0
527,"285 8th Ave N, Seattle, WA 98109",591.0,1,1.0,Apartment,2015.0,3,6.0,2650.0,684990.0,20,0,1865.0
528,"285 8th Ave N, Seattle, WA 98109",626.0,1,1.0,Apartment,2015.0,3,6.0,2650.0,684990.0,20,0,1900.0
529,"285 8th Ave N, Seattle, WA 98109",631.0,1,1.0,Apartment,2015.0,3,6.0,2650.0,684990.0,20,0,2278.0
530,"285 8th Ave N, Seattle, WA 98109",637.0,1,1.0,Apartment,2015.0,3,6.0,2650.0,684990.0,20,0,2051.0
531,"285 8th Ave N, Seattle, WA 98109",642.0,1,1.0,Apartment,2015.0,3,6.0,2650.0,684990.0,20,0,2190.0
532,"285 8th Ave N, Seattle, WA 98109",654.0,1,1.0,Apartment,2015.0,3,6.0,2650.0,684990.0,20,0,1924.0
533,"285 8th Ave N, Seattle, WA 98109",675.0,1,1.0,Apartment,2015.0,3,6.0,2650.0,684990.0,20,0,2130.0
534,"285 8th Ave N, Seattle, WA 98109",707.0,1,1.0,Apartment,2015.0,3,6.0,2650.0,684990.0,20,0,2115.0
535,"285 8th Ave N, Seattle, WA 98109",768.0,1,1.0,Apartment,2015.0,3,6.0,2650.0,684990.0,20,0,2475.0
536,"285 8th Ave N, Seattle, WA 98109",832.0,1,1.0,Apartment,2015.0,3,6.0,2650.0,684990.0,20,0,2340.0
537,"285 8th Ave N, Seattle, WA 98109",863.0,2,1.0,Apartment,2015.0,3,6.0,2650.0,684990.0,20,0,2930.0
538,"285 8th Ave N, Seattle, WA 98109",878.0,1,1.0,Apartment,2015.0,3,6.0,2650.0,684990.0,20,0,2410.0
539,"285 8th Ave N, Seattle, WA 98109",941.0,2,2.0,Apartment,2015.0,3,6.0,2650.0,684990.0,20,0,3530.0
540,"285 8th Ave N, Seattle, WA 98109",964.0,2,2.0,Apartment,2015.0,3,6.0,2650.0,684990.0,20,0,3456.0
541,"285 8th Ave N, Seattle, WA 98109",985.0,2,2.0,Apartment,2015.0,3,6.0,2650.0,684990.0,20,0,3255.0
542,"285 8th Ave N, Seattle, WA 98109",998.0,2,2.0,Apartment,2015.0,3,6.0,2650.0,684990.0,20,0,3628.0
543,"2900 on First Apartments 2900 1st Ave, Seattle, WA 98121",450.0,0,1.0,Apartment,1989.0,4,6.25,2650.0,684990.0,13,0,1855.0
544,"2900 on First Apartments 2900 1st Ave, Seattle, WA 98121",640.0,1,1.0,Apartment,1989.0,4,6.25,2650.0,684990.0,13,0,2210.0
545,"2900 on First Apartments 2900 1st Ave, Seattle, WA 98121",660.0,1,1.0,Apartment,1989.0,4,6.25,2650.0,684990.0,13,0,2025.0
546,"2900 on First Apartments 2900 1st Ave, Seattle, WA 98121",775.0,1,1.0,Apartment,1989.0,4,6.25,2650.0,684990.0,13,0,2555.0
547,"2900 on First Apartments 2900 1st Ave, Seattle, WA 98121",875.0,2,1.0,Apartment,1989.0,4,6.25,2650.0,684990.0,13,0,2515.0
548,"2960 Eastlake Ave E Apt 304, Seattle, WA 98102",702.0,1,1.0,Condo/Townhome/Row Home/Co-Op,2014.0,5,7.6,2650.0,684990.0,0,2,1650.0
549,"3001 NE 89th St, Seattle, WA 98115",750.0,1,1.0,Single Family Home,2014.0,6,7.17,2650.0,684990.0,0,0,2095.0
550,"3021 SW Bradford St, Seattle, WA 98126",500.0,0,1.0,Apartment,1992.0,5,5.8,2650.0,684990.0,16,0,1325.0
551,"3021 SW Bradford St, Seattle, WA 98126",650.0,1,1.0,Apartment,1992.0,5,5.8,2650.0,684990.0,16,0,1370.0
552,"3021 SW Bradford St, Seattle, WA 98126",715.0,1,1.0,Apartment,1992.0,5,5.8,2650.0,684990.0,16,0,1410.0
553,"3021 SW Bradford St, Seattle, WA 98126",768.0,1,1.0,Apartment,1992.0,5,5.8,2650.0,684990.0,16,0,1530.0
554,"3028 1st Ave Unit 401, Seattle, WA 98121",600.0,0,1.0,Apartment,2014.0,4,6.75,2650.0,684990.0,4,1,3695.0
555,"3028 1st Ave Unit 601, Seattle, WA 98121",600.0,0,1.0,Apartment,2014.0,4,6.75,2650.0,684990.0,4,0,3495.0
556,"3031 NE 137th St, Seattle, WA 98125",600.0,0,1.0,Apartment,1965.0,5,6.0,2650.0,684990.0,30,0,1349.0
557,"3031 NE 137th St, Seattle, WA 98125",680.0,1,1.0,Apartment,1965.0,5,6.0,2650.0,684990.0,30,0,1395.0
558,"3031 NE 137th St, Seattle, WA 98125",920.0,2,1.0,Apartment,1965.0,5,6.0,2650.0,684990.0,30,0,1695.0
559,"3036 16th Ave W, Seattle, WA 98119",498.0,1,1.0,Apartment,2014.0,5,8.2,2650.0,684990.0,55,1,1445.0
560,"3036 16th Ave W, Seattle, WA 98119",634.0,2,1.0,Apartment,2014.0,5,8.2,2650.0,684990.0,55,1,1830.0
561,"3036 16th Ave W, Seattle, WA 98119",668.0,1,1.0,Apartment,2014.0,5,8.2,2650.0,684990.0,55,1,1830.0
562,"3036 16th Ave W, Seattle, WA 98119",682.0,1,1.0,Apartment,2014.0,5,8.2,2650.0,684990.0,55,1,1860.0
563,"3036 16th Ave W, Seattle, WA 98119",809.0,1,1.0,Apartment,2014.0,5,8.2,2650.0,684990.0,55,1,1950.0
564,"304 S 136th St, Burien, WA 98168",1220.0,3,1.0,Single Family Home,2014.0,4,2.75,1795.0,472500.0,2,0,2175.0
565,"305 Bellevue Ave E, Seattle, WA 98102",950.0,1,1.0,Apartment,1908.0,3,3.33,2650.0,684990.0,27,0,2765.0
566,"3056 60th Ave SW 3056 60th Ave SW, Seattle, WA 98116",929.0,2,2.0,Apartment,2014.0,5,7.0,2650.0,684990.0,1,0,2045.0
567,"3076 63rd Ave SW 3076 63rd Ave SW, Seattle, WA 98116",970.0,2,1.0,Apartment,2014.0,5,7.0,2650.0,684990.0,1,0,1895.0
568,"309-327 NW Richmond Beach Rd, Shoreline, WA 98177",840.0,1,1.0,Apartment,1976.0,6,5.67,2395.0,642500.0,13,0,1475.0
569,"3100 S 208th St, Seattle, WA 98198",652.0,1,1.0,Apartment,1985.0,4,2.75,2650.0,684990.0,19,0,1350.0
570,"3100 S 208th St, Seattle, WA 98198",862.0,2,1.0,Apartment,1985.0,4,2.75,2650.0,684990.0,19,0,1500.0
571,"3100 S 208th St, Seattle, WA 98198",970.0,2,2.0,Apartment,1985.0,4,2.75,2650.0,684990.0,19,0,1650.0
572,"3100 S 208th St, Seattle, WA 98198",1221.0,3,2.0,Apartment,1985.0,4,2.75,2650.0,684990.0,19,0,1800.0
573,"312 2nd Ave W, Seattle, WA 98119",462.0,0,1.0,Apartment,1994.0,4,8.5,2650.0,684990.0,10,0,1603.0
574,"312 2nd Ave W, Seattle, WA 98119",583.0,0,1.0,Apartment,1994.0,4,8.5,2650.0,684990.0,10,0,1895.0
575,"312 2nd Ave W, Seattle, WA 98119",656.0,1,1.0,Apartment,1994.0,4,8.5,2650.0,684990.0,10,0,1806.0
576,"312 2nd Ave W, Seattle, WA 98119",667.0,1,1.0,Apartment,1994.0,4,8.5,2650.0,684990.0,10,0,1902.0
577,"312 2nd Ave W, Seattle, WA 98119",715.0,1,1.0,Apartment,1994.0,4,8.5,2650.0,684990.0,10,0,2097.0
578,"312 2nd Ave W, Seattle, WA 98119",932.0,1,1.0,Apartment,1994.0,4,8.5,2650.0,684990.0,10,0,2644.0
579,"312 2nd Ave W, Seattle, WA 98119",933.0,2,2.0,Apartment,1994.0,4,8.5,2650.0,684990.0,10,0,2755.0
580,"312 2nd Ave W, Seattle, WA 98119",952.0,2,2.0,Apartment,1994.0,4,8.5,2650.0,684990.0,10,0,2712.0
581,"312 2nd Ave W, Seattle, WA 98119",1024.0,2,2.0,Apartment,1994.0,4,8.5,2650.0,684990.0,10,0,2708.0
582,"317 NW 41st Street 317 NW 41st St, Seattle, WA 98107",723.0,1,1.0,Apartment,2014.0,4,8.0,2650.0,684990.0,1,0,1795.0
583,"320 E Pine St, Seattle, WA 98122",486.0,0,1.0,Apartment,2014.0,3,3.33,2650.0,684990.0,9,1,1953.0
584,"320 E Pine St, Seattle, WA 98122",541.0,0,1.0,Apartment,2014.0,3,3.33,2650.0,684990.0,9,1,2097.0
585,"320 E Pine St, Seattle, WA 98122",726.0,1,1.0,Apartment,2014.0,3,3.33,2650.0,684990.0,9,1,2209.0
586,"320 E Pine St, Seattle, WA 98122",756.0,1,1.0,Apartment,2014.0,3,3.33,2650.0,684990.0,9,1,2291.0
587,"320 SW 160th Street 320 SW 160th St, Burien, WA 98166",950.0,2,1.0,Apartment,2014.0,5,3.0,1795.0,472500.0,1,0,1495.0
588,"3200 16th Ave W, Seattle, WA 98119",534.0,1,1.0,Apartment,2018.0,5,8.4,2650.0,684990.0,40,1,1895.0
589,"3200 16th Ave W, Seattle, WA 98119",653.0,1,1.0,Apartment,2018.0,5,8.4,2650.0,684990.0,40,1,1795.0
590,"3200 16th Ave W, Seattle, WA 98119",716.0,1,1.0,Apartment,2018.0,5,8.4,2650.0,684990.0,40,1,1995.0
591,"3200 16th Ave W, Seattle, WA 98119",750.0,1,1.0,Apartment,2018.0,5,8.4,2650.0,684990.0,40,1,1995.0
592,"3202 NE 75th St, Seattle, WA 98115",2460.0,4,3.0,Single Family Home,2014.0,6,7.83,2650.0,684990.0,0,0,4200.0
593,"3206 Harvard Ave E, Seattle, WA 98102",465.0,1,1.0,Apartment,2016.0,5,7.6,2650.0,684990.0,50,1,1695.0
594,"3206 Harvard Ave E, Seattle, WA 98102",587.0,0,1.0,Apartment,2016.0,5,7.6,2650.0,684990.0,50,1,1750.0
595,"3206 Harvard Ave E, Seattle, WA 98102",721.0,0,1.0,Apartment,2016.0,5,7.6,2650.0,684990.0,50,1,2145.0
596,"3213 21st Avenue West 3213 21st Ave W, Seattle, WA 98199",1278.0,2,1.0,Apartment,2014.0,5,8.2,2650.0,684990.0,1,0,2295.0
597,"3215 NE 143rd St, Seattle, WA 98125",630.0,1,1.0,Apartment,2003.0,5,6.0,2650.0,684990.0,57,1,1772.0
598,"3215 NE 143rd St, Seattle, WA 98125",678.0,1,1.0,Apartment,2003.0,5,6.0,2650.0,684990.0,57,1,1772.0
599,"3215 NE 143rd St, Seattle, WA 98125",855.0,1,1.0,Apartment,2003.0,5,6.0,2650.0,684990.0,57,1,1795.0
600,"3215 NE 143rd St, Seattle, WA 98125",919.0,2,2.0,Apartment,2003.0,5,6.0,2650.0,684990.0,57,1,1951.0
601,"323 N 48th St Apt B, Seattle, WA 98103",1422.0,2,2.0,Other,2014.0,5,8.0,2650.0,684990.0,0,0,2950.0
602,"327 S 177th Pl, Burien, WA 98148",696.0,1,1.0,Apartment,1992.0,5,4.8,1795.0,472500.0,32,1,1300.0
603,"327 S 177th Pl, Burien, WA 98148",720.0,1,1.0,Apartment,1992.0,5,4.8,1795.0,472500.0,32,1,1300.0
604,"327 S 177th Pl, Burien, WA 98148",878.0,2,1.0,Apartment,1992.0,5,4.8,1795.0,472500.0,32,1,1450.0
605,"327 S 177th Pl, Burien, WA 98148",902.0,2,1.0,Apartment,1992.0,5,4.8,1795.0,472500.0,32,1,1390.0
606,"327 S 177th Pl, Burien, WA 98148",984.0,2,2.0,Apartment,1992.0,5,4.8,1795.0,472500.0,32,1,1500.0
607,"327 S 177th Pl, Burien, WA 98148",1007.0,2,2.0,Apartment,1992.0,5,4.8,1795.0,472500.0,32,1,1520.0
608,"327 S 177th Pl, Burien, WA 98148",1126.0,3,2.0,Apartment,1992.0,5,4.8,1795.0,472500.0,32,1,1770.0
609,"327 S 177th Pl, Burien, WA 98148",1200.0,3,2.0,Apartment,1992.0,5,4.8,1795.0,472500.0,32,1,1820.0
610,"337 NE 103rd St, Seattle, WA 98125",621.0,1,1.0,Apartment,2009.0,3,5.67,2650.0,684990.0,74,0,1830.0
611,"337 NE 103rd St, Seattle, WA 98125",665.0,1,1.0,Apartment,2009.0,3,5.67,2650.0,684990.0,74,0,1760.0
612,"337 NE 103rd St, Seattle, WA 98125",682.0,1,1.0,Apartment,2009.0,3,5.67,2650.0,684990.0,74,0,1710.0
613,"337 NE 103rd St, Seattle, WA 98125",781.0,1,1.0,Apartment,2009.0,3,5.67,2650.0,684990.0,74,0,2035.0
614,"337 NE 103rd St, Seattle, WA 98125",796.0,0,1.0,Apartment,2009.0,3,5.67,2650.0,684990.0,74,0,2225.0
615,"3406 15th Ave W, Seattle, WA 98119",1020.0,2,1.0,Apartment,2014.0,5,8.4,2650.0,684990.0,0,2,2750.0
616,"3418A 22nd Ave W, Seattle, WA 98199",1570.0,3,2.0,Condo/Townhome/Row Home/Co-Op,2014.0,5,8.2,2650.0,684990.0,1,2,3200.0
617,"3426 23rd Ave W Unit B, Seattle, WA 98199",875.0,2,1.0,Condo/Townhome/Row Home/Co-Op,2014.0,5,8.2,2650.0,684990.0,1,1,1650.0
618,"3428 - 25th Avenue W 3428 25th Ave W, Seattle, WA 98199",800.0,1,1.0,Apartment,2014.0,5,8.2,2650.0,684990.0,1,0,1395.0
619,"3601 24th Ave W Apt 106, Seattle, WA 98199",712.0,1,1.0,Apartment,2014.0,5,8.2,2650.0,684990.0,3,1,1550.0
620,"3606 Woodland Park Ave N, Seattle, WA 98103",465.0,1,1.0,Apartment,2013.0,5,8.0,2650.0,684990.0,29,0,1575.0
621,"3630 22nd Ave W 3630 22nd Ave W, Seattle, WA 98199",600.0,1,1.0,Apartment,1990.0,5,8.2,2650.0,684990.0,1,0,1675.0
622,"3630 22nd Ave W 3630 22nd Ave W, Seattle, WA 98199",700.0,1,1.0,Apartment,1990.0,5,8.2,2650.0,684990.0,1,0,1775.0
623,"3630 22nd Ave W 3630 22nd Ave W, Seattle, WA 98199",800.0,1,1.0,Apartment,1990.0,5,8.2,2650.0,684990.0,1,0,1775.0
624,"3635 Woodland Park Ave N, Seattle, WA 98103",521.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,1916.0
625,"3635 Woodland Park Ave N, Seattle, WA 98103",525.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,2091.0
626,"3635 Woodland Park Ave N, Seattle, WA 98103",526.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,1766.0
627,"3635 Woodland Park Ave N, Seattle, WA 98103",538.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,1741.0
628,"3635 Woodland Park Ave N, Seattle, WA 98103",540.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,1774.0
629,"3635 Woodland Park Ave N, Seattle, WA 98103",556.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,1893.5
630,"3635 Woodland Park Ave N, Seattle, WA 98103",567.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,1861.0
631,"3635 Woodland Park Ave N, Seattle, WA 98103",572.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,1896.0
632,"3635 Woodland Park Ave N, Seattle, WA 98103",578.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,1656.0
633,"3635 Woodland Park Ave N, Seattle, WA 98103",630.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,1886.0
634,"3635 Woodland Park Ave N, Seattle, WA 98103",645.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,1816.0
635,"3635 Woodland Park Ave N, Seattle, WA 98103",649.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,1925.0
636,"3635 Woodland Park Ave N, Seattle, WA 98103",657.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,1796.0
637,"3635 Woodland Park Ave N, Seattle, WA 98103",677.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,1771.0
638,"3635 Woodland Park Ave N, Seattle, WA 98103",690.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,1891.0
639,"3635 Woodland Park Ave N, Seattle, WA 98103",702.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,2146.0
640,"3635 Woodland Park Ave N, Seattle, WA 98103",704.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,1901.0
641,"3635 Woodland Park Ave N, Seattle, WA 98103",708.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,2037.5
642,"3635 Woodland Park Ave N, Seattle, WA 98103",709.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,1966.0
643,"3635 Woodland Park Ave N, Seattle, WA 98103",738.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,2161.0
644,"3635 Woodland Park Ave N, Seattle, WA 98103",740.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,1866.0
645,"3635 Woodland Park Ave N, Seattle, WA 98103",756.0,2,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,2840.0
646,"3635 Woodland Park Ave N, Seattle, WA 98103",768.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,1996.0
647,"3635 Woodland Park Ave N, Seattle, WA 98103",768.0,2,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,2740.0
648,"3635 Woodland Park Ave N, Seattle, WA 98103",769.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,1891.0
649,"3635 Woodland Park Ave N, Seattle, WA 98103",776.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,2161.0
650,"3635 Woodland Park Ave N, Seattle, WA 98103",777.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,1951.0
651,"3635 Woodland Park Ave N, Seattle, WA 98103",781.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,2199.0
652,"3635 Woodland Park Ave N, Seattle, WA 98103",781.0,2,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,2815.0
653,"3635 Woodland Park Ave N, Seattle, WA 98103",806.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,2056.0
654,"3635 Woodland Park Ave N, Seattle, WA 98103",855.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,2261.0
655,"3635 Woodland Park Ave N, Seattle, WA 98103",859.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,2086.0
656,"3635 Woodland Park Ave N, Seattle, WA 98103",884.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,51,0,2011.0
657,"3645 Whitman Ave N 3645 Whitman Ave N, Seattle, WA 98103",686.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,0,0,1495.0
658,"3702 S Hudson St 3702 S Hudson St, Seattle, WA 98118",270.0,0,1.0,Apartment,2018.0,5,5.4,2650.0,684990.0,1,0,1225.0
659,"3702 S Hudson St 3702 S Hudson St, Seattle, WA 98118",300.0,0,1.0,Apartment,2018.0,5,5.4,2650.0,684990.0,1,0,1400.0
660,"3702 S Hudson St 3702 S Hudson St, Seattle, WA 98118",368.0,0,1.0,Apartment,2018.0,5,5.4,2650.0,684990.0,1,0,1595.0
661,"3702 S Hudson St 3702 S Hudson St, Seattle, WA 98118",429.0,1,1.0,Apartment,2018.0,5,5.4,2650.0,684990.0,1,0,1695.0
662,"3702 S Hudson St 3702 S Hudson St, Seattle, WA 98118",464.0,1,1.0,Apartment,2018.0,5,5.4,2650.0,684990.0,1,0,1675.0
