,Name,Type,Address,Built,Room Type,Bath,Sqft,Price,Number of Schools,Average School Rating,Median Rental Price,Median Listing Price,Community Features,Unit Features,url
10,,Apartment,"700 Broadway 700 Broadway Ave E, Seattle, WA 98102",2004,1-bedroom,1.0,669.0,2172.0,3,3.33,2650.0,684990.0,"['9 ft. ceiling', 'Available storage for rent', 'BBQ', 'Balcony', 'Barbecue/Grill', 'Breakfast/Coffee Concierge', 'Cable Ready', 'Carpet', 'Cats Allowed', 'Clubhouse', 'Coffee Bar', 'Concierge', 'Controlled Access', 'Controlled Access', 'Corporate Suites', 'Crown Molding', 'Dining Room', 'Dogs Allowed', 'Eat-in Kitchen', 'Elevator', 'Freezer', 'Garden', 'Gated', 'Granite countertop', 'Hardwood Floors', 'Heating', 'High Speed Internet Access', 'Instant Hot Water', 'Intercom', 'Kitchen', 'Large Closets', 'Linen Closet', 'Maintenance on site', 'Microwave, Disposal, And Dishwasher', 'Oven', 'Patio', 'Pet Care', 'Picnic Area', 'Private courtyard', 'Private entrance to Roy St Cafe and FedEx', 'Range', 'Smoke Free', 'Sprinkler System', 'Stackable Washer & Dryer', 'Stainless Steel Appliances', 'Stainless Steel Appliances', 'Storage Units', 'Tub/Shower', 'Vaulted Ceiling', 'Views', 'Vinyl Flooring', 'Washer/Dryer']","['Cable or Satellite TV', 'Courtyard', 'Dishwasher', 'Disposal', 'Dryer', 'Fireplace', 'Microwave', 'Patio/Balcony', 'Refrigerator', 'View', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/700-Broadway-E_Seattle_WA_98102_M25764-49248
11,,Apartment,"700 Broadway 700 Broadway Ave E, Seattle, WA 98102",2004,1-bedroom,1.0,734.0,2211.0,3,3.33,2650.0,684990.0,"['9 ft. ceiling', 'Available storage for rent', 'BBQ', 'Balcony', 'Barbecue/Grill', 'Breakfast/Coffee Concierge', 'Cable Ready', 'Carpet', 'Cats Allowed', 'Clubhouse', 'Coffee Bar', 'Concierge', 'Controlled Access', 'Controlled Access', 'Corporate Suites', 'Crown Molding', 'Dining Room', 'Dogs Allowed', 'Eat-in Kitchen', 'Elevator', 'Freezer', 'Garden', 'Gated', 'Granite countertop', 'Hardwood Floors', 'Heating', 'High Speed Internet Access', 'Instant Hot Water', 'Intercom', 'Kitchen', 'Large Closets', 'Linen Closet', 'Maintenance on site', 'Microwave, Disposal, And Dishwasher', 'Oven', 'Patio', 'Pet Care', 'Picnic Area', 'Private courtyard', 'Private entrance to Roy St Cafe and FedEx', 'Range', 'Smoke Free', 'Sprinkler System', 'Stackable Washer & Dryer', 'Stainless Steel Appliances', 'Stainless Steel Appliances', 'Storage Units', 'Tub/Shower', 'Vaulted Ceiling', 'Views', 'Vinyl Flooring', 'Washer/Dryer']","['Cable or Satellite TV', 'Courtyard', 'Dishwasher', 'Disposal', 'Dryer', 'Fireplace', 'Microwave', 'Patio/Balcony', 'Refrigerator', 'View', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/700-Broadway-E_Seattle_WA_98102_M25764-49248
12,,Apartment,"700 Broadway 700 Broadway Ave E, Seattle, WA 98102",2004,2-bedroom,2.0,1069.0,3025.0,3,3.33,2650.0,684990.0,"['9 ft. ceiling', 'Available storage for rent', 'BBQ', 'Balcony', 'Barbecue/Grill', 'Breakfast/Coffee Concierge', 'Cable Ready', 'Carpet', 'Cats Allowed', 'Clubhouse', 'Coffee Bar', 'Concierge', 'Controlled Access', 'Controlled Access', 'Corporate Suites', 'Crown Molding', 'Dining Room', 'Dogs Allowed', 'Eat-in Kitchen', 'Elevator', 'Freezer', 'Garden', 'Gated', 'Granite countertop', 'Hardwood Floors', 'Heating', 'High Speed Internet Access', 'Instant Hot Water', 'Intercom', 'Kitchen', 'Large Closets', 'Linen Closet', 'Maintenance on site', 'Microwave, Disposal, And Dishwasher', 'Oven', 'Patio', 'Pet Care', 'Picnic Area', 'Private courtyard', 'Private entrance to Roy St Cafe and FedEx', 'Range', 'Smoke Free', 'Sprinkler System', 'Stackable Washer & Dryer', 'Stainless Steel Appliances', 'Stainless Steel Appliances', 'Storage Units', 'Tub/Shower', 'Vaulted Ceiling', 'Views', 'Vinyl Flooring', 'Washer/Dryer']","['Cable or Satellite TV', 'Courtyard', 'Dishwasher', 'Disposal', 'Dryer', 'Fireplace', 'Microwave', 'Patio/Balcony', 'Refrigerator', 'View', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/700-Broadway-E_Seattle_WA_98102_M25764-49248
13,,Condo/Townhome/Row Home/Co-Op,"1105 Spring St, Seattle, WA 98104",,1-bedroom,1,630.0,1750.0,4,3.25,2650.0,684990.0,,,https://www.realtor.com/realestateandhomes-detail/1105-Spring-St_Seattle_WA_98104_M25222-47415
14,,Single Family Home,"12022 32nd Ave NE Unit B, Seattle, WA 98125",,3-bedroom,,1380.0,2495.0,5,6.0,2650.0,684990.0,,,https://www.realtor.com/realestateandhomes-detail/12022-32nd-Ave-NE-B_Seattle_WA_98125_M11034-98990
15,,Single Family Home,"7177 27th Ave SW, Seattle, WA 98106",,3-bedroom,3,1962.0,2950.0,5,4.0,2650.0,684990.0,,Pets OK,https://www.realtor.com/realestateandhomes-detail/7177-27th-Ave-SW_Seattle_WA_98106_M29962-07565
16,Leilani Apartment Homes,Apartment,"10215 Greenwood Ave N, Seattle, WA 98133",2013,studio,1.0,402.0,1360.0,3,4.67,2650.0,684990.0,"['BBQ stations', 'Balcony', 'Berber carpeting', 'Bike Storage', 'Business Center', 'Car Charging Station', 'Cats Allowed', 'Composting', 'Concierge', 'Conference Room', 'Custom accent cabinetry', 'Disposal Chutes', 'Dogs Allowed', 'EVO flooring', 'Energy efficient heating with individually controlled thermostats', ""Entry water feature honoring the nostalgia of Seattle's Leilani Lanes"", 'Fire pit', 'Fitness Center', 'Floor to ceiling windows', 'Floor-to-ceiling windows', 'Forced air heating', 'Gameroom', 'Heating', 'Large dogs', 'Linen closets in select homes', 'Media Center/Movie Theatre', 'Movie theater', 'Multi Use Room', 'On-line rent payments', 'Online Services', 'Picnic Area', 'Planned Social Activities', 'Pool', 'Public Wi-Fi Cafe', 'Public Wi-Fi CafÃ©', 'Public Wi-Fi CafÃÂ©', 'Range', 'Recycling', 'Renters Insurance Program', 'Resident Lounge', 'Resident theater', 'Rooftop Lounge', 'Short walk to D-Line Rapid Ride', 'Social lobbies', 'Social ring', 'Stainless Steel Appliances', 'Storage Space', 'Sundeck', 'Trellised outdoor pavilion', 'Two-toned cabinetry', 'USB charging outlets', 'Underground controlled access parking', 'Walking path & rain garden', 'Washer/Dryer', 'Water efficient fixtures', 'Weight Machines', 'Wi-Fi at Pool and Clubhouse', 'Wi-Fi connection to music in lounge']","['Courtyard', 'Disposal', 'Dryer', 'Handrails', 'Microwave', 'Patio/Balcony']",https://www.realtor.com/realestateandhomes-detail/10215-Greenwood-Ave-N_Seattle_WA_98133_M11321-01686
17,Leilani Apartment Homes,Apartment,"10215 Greenwood Ave N, Seattle, WA 98133",2013,studio,1.0,402.0,1345.0,3,4.67,2650.0,684990.0,"['BBQ stations', 'Balcony', 'Berber carpeting', 'Bike Storage', 'Business Center', 'Car Charging Station', 'Cats Allowed', 'Composting', 'Concierge', 'Conference Room', 'Custom accent cabinetry', 'Disposal Chutes', 'Dogs Allowed', 'EVO flooring', 'Energy efficient heating with individually controlled thermostats', ""Entry water feature honoring the nostalgia of Seattle's Leilani Lanes"", 'Fire pit', 'Fitness Center', 'Floor to ceiling windows', 'Floor-to-ceiling windows', 'Forced air heating', 'Gameroom', 'Heating', 'Large dogs', 'Linen closets in select homes', 'Media Center/Movie Theatre', 'Movie theater', 'Multi Use Room', 'On-line rent payments', 'Online Services', 'Picnic Area', 'Planned Social Activities', 'Pool', 'Public Wi-Fi Cafe', 'Public Wi-Fi CafÃ©', 'Public Wi-Fi CafÃÂ©', 'Range', 'Recycling', 'Renters Insurance Program', 'Resident Lounge', 'Resident theater', 'Rooftop Lounge', 'Short walk to D-Line Rapid Ride', 'Social lobbies', 'Social ring', 'Stainless Steel Appliances', 'Storage Space', 'Sundeck', 'Trellised outdoor pavilion', 'Two-toned cabinetry', 'USB charging outlets', 'Underground controlled access parking', 'Walking path & rain garden', 'Washer/Dryer', 'Water efficient fixtures', 'Weight Machines', 'Wi-Fi at Pool and Clubhouse', 'Wi-Fi connection to music in lounge']","['Courtyard', 'Disposal', 'Dryer', 'Handrails', 'Microwave', 'Patio/Balcony']",https://www.realtor.com/realestateandhomes-detail/10215-Greenwood-Ave-N_Seattle_WA_98133_M11321-01686
18,Leilani Apartment Homes,Apartment,"10215 Greenwood Ave N, Seattle, WA 98133",2013,1-bedroom,1.0,565.0,1700.0,3,4.67,2650.0,684990.0,"['BBQ stations', 'Balcony', 'Berber carpeting', 'Bike Storage', 'Business Center', 'Car Charging Station', 'Cats Allowed', 'Composting', 'Concierge', 'Conference Room', 'Custom accent cabinetry', 'Disposal Chutes', 'Dogs Allowed', 'EVO flooring', 'Energy efficient heating with individually controlled thermostats', ""Entry water feature honoring the nostalgia of Seattle's Leilani Lanes"", 'Fire pit', 'Fitness Center', 'Floor to ceiling windows', 'Floor-to-ceiling windows', 'Forced air heating', 'Gameroom', 'Heating', 'Large dogs', 'Linen closets in select homes', 'Media Center/Movie Theatre', 'Movie theater', 'Multi Use Room', 'On-line rent payments', 'Online Services', 'Picnic Area', 'Planned Social Activities', 'Pool', 'Public Wi-Fi Cafe', 'Public Wi-Fi CafÃ©', 'Public Wi-Fi CafÃÂ©', 'Range', 'Recycling', 'Renters Insurance Program', 'Resident Lounge', 'Resident theater', 'Rooftop Lounge', 'Short walk to D-Line Rapid Ride', 'Social lobbies', 'Social ring', 'Stainless Steel Appliances', 'Storage Space', 'Sundeck', 'Trellised outdoor pavilion', 'Two-toned cabinetry', 'USB charging outlets', 'Underground controlled access parking', 'Walking path & rain garden', 'Washer/Dryer', 'Water efficient fixtures', 'Weight Machines', 'Wi-Fi at Pool and Clubhouse', 'Wi-Fi connection to music in lounge']","['Courtyard', 'Disposal', 'Dryer', 'Handrails', 'Microwave', 'Patio/Balcony']",https://www.realtor.com/realestateandhomes-detail/10215-Greenwood-Ave-N_Seattle_WA_98133_M11321-01686
19,Leilani Apartment Homes,Apartment,"10215 Greenwood Ave N, Seattle, WA 98133",2013,1-bedroom,1.0,477.0,1644.0,3,4.67,2650.0,684990.0,"['BBQ stations', 'Balcony', 'Berber carpeting', 'Bike Storage', 'Business Center', 'Car Charging Station', 'Cats Allowed', 'Composting', 'Concierge', 'Conference Room', 'Custom accent cabinetry', 'Disposal Chutes', 'Dogs Allowed', 'EVO flooring', 'Energy efficient heating with individually controlled thermostats', ""Entry water feature honoring the nostalgia of Seattle's Leilani Lanes"", 'Fire pit', 'Fitness Center', 'Floor to ceiling windows', 'Floor-to-ceiling windows', 'Forced air heating', 'Gameroom', 'Heating', 'Large dogs', 'Linen closets in select homes', 'Media Center/Movie Theatre', 'Movie theater', 'Multi Use Room', 'On-line rent payments', 'Online Services', 'Picnic Area', 'Planned Social Activities', 'Pool', 'Public Wi-Fi Cafe', 'Public Wi-Fi CafÃ©', 'Public Wi-Fi CafÃÂ©', 'Range', 'Recycling', 'Renters Insurance Program', 'Resident Lounge', 'Resident theater', 'Rooftop Lounge', 'Short walk to D-Line Rapid Ride', 'Social lobbies', 'Social ring', 'Stainless Steel Appliances', 'Storage Space', 'Sundeck', 'Trellised outdoor pavilion', 'Two-toned cabinetry', 'USB charging outlets', 'Underground controlled access parking', 'Walking path & rain garden', 'Washer/Dryer', 'Water efficient fixtures', 'Weight Machines', 'Wi-Fi at Pool and Clubhouse', 'Wi-Fi connection to music in lounge']","['Courtyard', 'Disposal', 'Dryer', 'Handrails', 'Microwave', 'Patio/Balcony']",https://www.realtor.com/realestateandhomes-detail/10215-Greenwood-Ave-N_Seattle_WA_98133_M11321-01686
20,Leilani Apartment Homes,Apartment,"10215 Greenwood Ave N, Seattle, WA 98133",2013,1-bedroom,1.0,529.0,1650.0,3,4.67,2650.0,684990.0,"['BBQ stations', 'Balcony', 'Berber carpeting', 'Bike Storage', 'Business Center', 'Car Charging Station', 'Cats Allowed', 'Composting', 'Concierge', 'Conference Room', 'Custom accent cabinetry', 'Disposal Chutes', 'Dogs Allowed', 'EVO flooring', 'Energy efficient heating with individually controlled thermostats', ""Entry water feature honoring the nostalgia of Seattle's Leilani Lanes"", 'Fire pit', 'Fitness Center', 'Floor to ceiling windows', 'Floor-to-ceiling windows', 'Forced air heating', 'Gameroom', 'Heating', 'Large dogs', 'Linen closets in select homes', 'Media Center/Movie Theatre', 'Movie theater', 'Multi Use Room', 'On-line rent payments', 'Online Services', 'Picnic Area', 'Planned Social Activities', 'Pool', 'Public Wi-Fi Cafe', 'Public Wi-Fi CafÃ©', 'Public Wi-Fi CafÃÂ©', 'Range', 'Recycling', 'Renters Insurance Program', 'Resident Lounge', 'Resident theater', 'Rooftop Lounge', 'Short walk to D-Line Rapid Ride', 'Social lobbies', 'Social ring', 'Stainless Steel Appliances', 'Storage Space', 'Sundeck', 'Trellised outdoor pavilion', 'Two-toned cabinetry', 'USB charging outlets', 'Underground controlled access parking', 'Walking path & rain garden', 'Washer/Dryer', 'Water efficient fixtures', 'Weight Machines', 'Wi-Fi at Pool and Clubhouse', 'Wi-Fi connection to music in lounge']","['Courtyard', 'Disposal', 'Dryer', 'Handrails', 'Microwave', 'Patio/Balcony']",https://www.realtor.com/realestateandhomes-detail/10215-Greenwood-Ave-N_Seattle_WA_98133_M11321-01686
21,Leilani Apartment Homes,Apartment,"10215 Greenwood Ave N, Seattle, WA 98133",2013,2-bedroom,2.0,966.0,2345.0,3,4.67,2650.0,684990.0,"['BBQ stations', 'Balcony', 'Berber carpeting', 'Bike Storage', 'Business Center', 'Car Charging Station', 'Cats Allowed', 'Composting', 'Concierge', 'Conference Room', 'Custom accent cabinetry', 'Disposal Chutes', 'Dogs Allowed', 'EVO flooring', 'Energy efficient heating with individually controlled thermostats', ""Entry water feature honoring the nostalgia of Seattle's Leilani Lanes"", 'Fire pit', 'Fitness Center', 'Floor to ceiling windows', 'Floor-to-ceiling windows', 'Forced air heating', 'Gameroom', 'Heating', 'Large dogs', 'Linen closets in select homes', 'Media Center/Movie Theatre', 'Movie theater', 'Multi Use Room', 'On-line rent payments', 'Online Services', 'Picnic Area', 'Planned Social Activities', 'Pool', 'Public Wi-Fi Cafe', 'Public Wi-Fi CafÃ©', 'Public Wi-Fi CafÃÂ©', 'Range', 'Recycling', 'Renters Insurance Program', 'Resident Lounge', 'Resident theater', 'Rooftop Lounge', 'Short walk to D-Line Rapid Ride', 'Social lobbies', 'Social ring', 'Stainless Steel Appliances', 'Storage Space', 'Sundeck', 'Trellised outdoor pavilion', 'Two-toned cabinetry', 'USB charging outlets', 'Underground controlled access parking', 'Walking path & rain garden', 'Washer/Dryer', 'Water efficient fixtures', 'Weight Machines', 'Wi-Fi at Pool and Clubhouse', 'Wi-Fi connection to music in lounge']","['Courtyard', 'Disposal', 'Dryer', 'Handrails', 'Microwave', 'Patio/Balcony']",https://www.realtor.com/realestateandhomes-detail/10215-Greenwood-Ave-N_Seattle_WA_98133_M11321-01686
22,,Single Family Home,"3246 42nd Ave SW, Seattle, WA 98116",,2-bedroom,1,1460.0,2495.0,5,6.4,2650.0,684990.0,,,https://www.realtor.com/realestateandhomes-detail/3246-42nd-Ave-SW_Seattle_WA_98116_M18581-20570
23,,Single Family Home,"8238 Ashworth Ave N, Seattle, WA 98103",,3-bedroom,2,1900.0,3300.0,3,7.67,2650.0,684990.0,,,https://www.realtor.com/realestateandhomes-detail/8238-Ashworth-Ave-N_Seattle_WA_98103_M16087-62593
24,JUXT,Apartment,"810 Dexter Ave N, Seattle, WA 98109",2016,studio,1.0,427.0,1685.0,4,8.5,2650.0,684990.0,"['24 Hour Availability', 'BBQ/Picnic Area', 'Balcony', 'Barbecue Area', 'Bike Racks', 'Bike Storage', 'Business Center', 'Cable Ready', 'Cable Ready', 'Cats Allowed', 'Ceiling Fans', 'Clubhouse', 'Coffee Bar', 'Coffee Bar and Wine Cellar', 'Concierge', 'Controlled Access', 'Courtesy Patrol', 'Courtyard with Bocce Ball Court', 'Dogs Allowed', 'Efficient Appliances', 'Electronic Thermostat', 'Elevator', 'Extra Storage', 'Fitness Center', 'Foosball and Pool Tables', 'Free Weights', 'Free Weights', 'Gaming Loft', 'Gated', 'Green Building', 'Guest Apartment', 'Gym', 'Hardwood Floors', 'Hardwood Floors', 'High Ceilings', 'High Speed Internet Access', 'Kitchen', 'Laptop Lounge', 'Large Closets', 'Lounge', 'Maintenance on site', 'Media Center/Movie Theatre', 'Media Room', 'Off Street Parking', 'Online Services', 'Oven', 'Package Receiving', 'Package Service', 'Patio', 'Pet Washing Station', 'Picnic Area', 'Pool', 'Property Manager on Site', 'Public Transportation', 'Recycling', 'Rooftop Deck with Grills and TV', 'Rooftop Lounge', 'Security Alarm', 'Speakeasy', 'Storage Space', 'Storage Units', 'Sundeck', 'Views', 'Walk-In Closets', 'Washer/Dryer', 'Washer/Dryer', 'Wheelchair Access', 'Wheelchair Accessible (Rooms)', 'Wi-Fi']","['Cable or Satellite TV', 'Ceiling Fan', 'Courtyard', 'Disability Access', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator', 'View', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/810-Dexter-Ave-N_Seattle_WA_98109_M11214-31734
25,JUXT,Apartment,"810 Dexter Ave N, Seattle, WA 98109",2016,1-bedroom,1.0,645.0,2080.0,4,8.5,2650.0,684990.0,"['24 Hour Availability', 'BBQ/Picnic Area', 'Balcony', 'Barbecue Area', 'Bike Racks', 'Bike Storage', 'Business Center', 'Cable Ready', 'Cable Ready', 'Cats Allowed', 'Ceiling Fans', 'Clubhouse', 'Coffee Bar', 'Coffee Bar and Wine Cellar', 'Concierge', 'Controlled Access', 'Courtesy Patrol', 'Courtyard with Bocce Ball Court', 'Dogs Allowed', 'Efficient Appliances', 'Electronic Thermostat', 'Elevator', 'Extra Storage', 'Fitness Center', 'Foosball and Pool Tables', 'Free Weights', 'Free Weights', 'Gaming Loft', 'Gated', 'Green Building', 'Guest Apartment', 'Gym', 'Hardwood Floors', 'Hardwood Floors', 'High Ceilings', 'High Speed Internet Access', 'Kitchen', 'Laptop Lounge', 'Large Closets', 'Lounge', 'Maintenance on site', 'Media Center/Movie Theatre', 'Media Room', 'Off Street Parking', 'Online Services', 'Oven', 'Package Receiving', 'Package Service', 'Patio', 'Pet Washing Station', 'Picnic Area', 'Pool', 'Property Manager on Site', 'Public Transportation', 'Recycling', 'Rooftop Deck with Grills and TV', 'Rooftop Lounge', 'Security Alarm', 'Speakeasy', 'Storage Space', 'Storage Units', 'Sundeck', 'Views', 'Walk-In Closets', 'Washer/Dryer', 'Washer/Dryer', 'Wheelchair Access', 'Wheelchair Accessible (Rooms)', 'Wi-Fi']","['Cable or Satellite TV', 'Ceiling Fan', 'Courtyard', 'Disability Access', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator', 'View', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/810-Dexter-Ave-N_Seattle_WA_98109_M11214-31734
26,JUXT,Apartment,"810 Dexter Ave N, Seattle, WA 98109",2016,1-bedroom,1.0,654.0,2085.0,4,8.5,2650.0,684990.0,"['24 Hour Availability', 'BBQ/Picnic Area', 'Balcony', 'Barbecue Area', 'Bike Racks', 'Bike Storage', 'Business Center', 'Cable Ready', 'Cable Ready', 'Cats Allowed', 'Ceiling Fans', 'Clubhouse', 'Coffee Bar', 'Coffee Bar and Wine Cellar', 'Concierge', 'Controlled Access', 'Courtesy Patrol', 'Courtyard with Bocce Ball Court', 'Dogs Allowed', 'Efficient Appliances', 'Electronic Thermostat', 'Elevator', 'Extra Storage', 'Fitness Center', 'Foosball and Pool Tables', 'Free Weights', 'Free Weights', 'Gaming Loft', 'Gated', 'Green Building', 'Guest Apartment', 'Gym', 'Hardwood Floors', 'Hardwood Floors', 'High Ceilings', 'High Speed Internet Access', 'Kitchen', 'Laptop Lounge', 'Large Closets', 'Lounge', 'Maintenance on site', 'Media Center/Movie Theatre', 'Media Room', 'Off Street Parking', 'Online Services', 'Oven', 'Package Receiving', 'Package Service', 'Patio', 'Pet Washing Station', 'Picnic Area', 'Pool', 'Property Manager on Site', 'Public Transportation', 'Recycling', 'Rooftop Deck with Grills and TV', 'Rooftop Lounge', 'Security Alarm', 'Speakeasy', 'Storage Space', 'Storage Units', 'Sundeck', 'Views', 'Walk-In Closets', 'Washer/Dryer', 'Washer/Dryer', 'Wheelchair Access', 'Wheelchair Accessible (Rooms)', 'Wi-Fi']","['Cable or Satellite TV', 'Ceiling Fan', 'Courtyard', 'Disability Access', 'Dishwasher', 'Disposal', 'Dryer', 'Microwave', 'Patio/Balcony', 'Refrigerator', 'View', 'Window Coverings']",https://www.realtor.com/realestateandhomes-detail/810-Dexter-Ave-N_Seattle_WA_98109_M11214-31734
